Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2016);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
11;12499;"Neuro-Oncology";journal;"15228517";3,048;Q1;94;207;641;7329;3968;516;7,64;35,41;United States;"Oxford University Press";"Cancer Research (Q1); Neurology (clinical) (Q1); Oncology (Q1)"
12;16757;"Journal of Neurology, Neurosurgery and Psychiatry";journal;"1468330, 00223050";3,025;Q1;182;252;853;7785;4218;627;6,44;30,89;United Kingdom;"BMJ Publishing Group";"Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Surgery (Q1)"
13;18148;"Pain";journal;"03043959";3,009;Q1;229;345;1167;16717;5712;905;5,53;48,46;Netherlands;"Lippincott Williams & Wilkins Ltd.";"Anesthesiology and Pain Medicine (Q1); Neurology (Q1); Neurology (clinical) (Q1); Pharmacology (Q1)"
14;18059;"Neuroscientist";journal;"10738584";2,893;Q1;107;50;191;3691;974;184;5,04;73,82;United States;"Sage Science Press";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
15;16101;"Human Brain Mapping";journal;"10659471, 10970193";2,804;Q1;166;329;1090;22870;5680;1089;4,95;69,51;United States;"John Wiley & Sons Inc.";"Anatomy (Q1); Neurology (Q1); Neurology (clinical) (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
16;17407;"Movement Disorders";journal;"15318257, 08853185";2,780;Q1;166;341;1148;12175;5476;843;6,60;35,70;United States;"John Wiley & Sons Inc.";"Neurology (Q1); Neurology (clinical) (Q1)"
17;19837;"Sleep Medicine Reviews";journal;"10870792";2,755;Q1;116;63;180;5065;1190;150;7,85;80,40;United Kingdom;"Elsevier Ltd.";"Neurology (Q1); Neurology (clinical) (Q1); Physiology (medical) (Q1); Pulmonary and Respiratory Medicine (Q1)"
18;23985;"Neurobiology of Aging";journal;"01974580";2,672;Q1;159;304;1249;16701;6332;1211;5,24;54,94;Netherlands;"Elsevier BV";"Aging (Q1); Developmental Biology (Q1); Geriatrics and Gerontology (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
19;15510;"Epilepsia";journal;"00139580, 15281167";2,599;Q1;168;310;1101;8974;5206;932;5,49;28,95;United Kingdom;"Blackwell Publishing Inc.";"Neurology (Q1); Neurology (clinical) (Q1)"
20;19700174935;"Alzheimer's Research and Therapy";journal;"17589193";2,555;Q1;43;70;232;2699;1413;228;6,39;38,56;United Kingdom;"BioMed Central";"Cognitive Neuroscience (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
21;11700154204;"Brain Stimulation";journal;"1935861";2,523;Q1;55;146;512;6061;2422;376;6,52;41,51;Netherlands;"Elsevier BV";"Biophysics (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
22;145668;"Supplements to Clinical neurophysiology";journal;"1567424";2,456;Q1;24;0;21;0;102;20;0,00;0,00;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
23;21100398887;"Journal of Stroke";journal;"22876405, 22876391";2,455;Q1;14;54;50;2122;217;36;6,03;39,30;South Korea;"Korean Stroke Society";"Cardiology and Cardiovascular Medicine (Q1); Neurology (clinical) (Q1)"
24;21100367530;"Acta neuropathologica communications";journal;"20515960";2,450;Q1;29;120;332;1228;1527;325;4,63;10,23;United Kingdom;"BioMed Central";"Cellular and Molecular Neuroscience (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1)"
25;19830;"Sleep";journal;"01618105";2,436;Q1;175;249;762;11249;3266;603;5,14;45,18;United States;"Oxford University Press";"Neurology (clinical) (Q1); Physiology (medical) (Q1)"
26;14344;"Brain Pathology";journal;"10156305";2,407;Q1;119;96;275;5233;1134;218;5,57;54,51;United States;"Wiley-Blackwell";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1); Pathology and Forensic Medicine (Q1)"
27;21100222534;"NeuroImage: Clinical";journal;"22131582";2,406;Q1;38;236;590;14077;2898;583;4,78;59,65;Netherlands;"Elsevier BV";"Cognitive Neuroscience (Q1); Neurology (Q1); Neurology (clinical) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
28;16667;"Journal of Cerebral Blood Flow and Metabolism";journal;"0271678";2,402;Q1;170;192;781;10265;3902;750;4,67;53,46;United States;"SAGE Publications Inc.";"Cardiology and Cardiovascular Medicine (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
29;21100820001;"Neurology: Neuroimmunology and NeuroInflammation";journal;"23327812";2,374;Q1;21;68;156;1422;562;104;5,40;20,91;United States;"Lippincott Williams and Wilkins";"Neurology (Q1); Neurology (clinical) (Q1)"
30;15987;"Journal of Pain";journal;"15265900";2,344;Q1;102;144;472;8237;2310;436;4,49;57,20;United States;"Churchill Livingstone";"Anesthesiology and Pain Medicine (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
31;14945;"Cortex";journal;"00109452";2,316;Q1;93;255;822;15239;3192;680;4,41;59,76;France;"Masson Publishing";"Cognitive Neuroscience (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Neurology (Q1); Neurology (clinical) (Q1); Neuropsychology and Physiological Psychology (Q1)"
32;5100155080;"Neurotherapeutics";journal;"19337213";2,283;Q1;96;84;233;7941;1207;215;5,66;94,54;United States;"Springer New York LLC";"Neurology (clinical) (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1)"
33;14993;"Current Opinion in Neurology";journal;"13507540, 14736551";2,208;Q1;107;114;295;6732;1352;278;4,68;59,05;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (Q1); Neurology (clinical) (Q1)"
34;17990;"Neuropathology and Applied Neurobiology";journal;"03051846, 13652990";2,120;Q1;82;53;233;3060;934;201;4,47;57,74;United Kingdom;"Blackwell Publishing Inc.";"Histology (Q1); Neurology (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Physiology (medical) (Q1)"
35;15576;"European Neuropsychopharmacology";journal;"0924977";2,085;Q1;96;196;625;10521;2811;604;4,44;53,68;Netherlands;"Elsevier BV";"Neurology (Q1); Neurology (clinical) (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2)"
36;12235;"Journal of Neurotrauma";journal;"08977151";2,080;Q1;127;228;638;11822;2985;617;4,96;51,85;United States;"Mary Ann Liebert Inc.";"Neurology (clinical) (Q1)"
37;17408;"Multiple Sclerosis";journal;"13524585, 14770970";2,076;Q1;106;292;1029;6650;3392;825;3,79;22,77;United States;"SAGE Publications";"Neurology (Q1); Neurology (clinical) (Q1)"
38;13068;"Spine";journal;"03622436";2,070;Q1;224;567;1767;15074;5081;1547;2,72;26,59;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1)"
39;14841;"Cephalalgia";journal;"14682982, 03331024";2,067;Q1;111;133;527;4749;2011;421;3,11;35,71;United States;"SAGE Publications";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1)"
40;33648;"Neurorehabilitation and Neural Repair";journal;"15459683";2,031;Q1;87;73;302;3729;1411;297;4,19;51,08;United States;"Sage Science Press";"Neurology (Q1); Neurology (clinical) (Q1); Rehabilitation (Q1)"
41;21100823147;"Annals of Clinical and Translational Neurology";journal;"23289503";1,968;Q1;22;62;169;2301;629;159;3,96;37,11;United States;"John Wiley and Sons Inc.";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
42;17494;"Neuroepidemiology";journal;"02515350, 14230208";1,966;Q1;74;65;193;1750;628;164;3,44;26,92;Switzerland;"S. Karger AG";"Neurology (clinical) (Q1); Epidemiology (Q2)"
43;16761;"Journal of Neuropathology and Experimental Neurology";journal;"00223069";1,827;Q1;149;110;314;5245;1084;291;3,56;47,68;United Kingdom;"Oxford University Press";"Medicine (miscellaneous) (Q1); Neurology (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Cellular and Molecular Neuroscience (Q2)"
44;20106;"CNS Drugs";journal;"11727047";1,819;Q1;96;90;277;7703;1448;258;5,08;85,59;United Kingdom;"Adis International Ltd.";"Neurology (clinical) (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1)"
45;21100235630;"Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration";journal;"21678421, 21679223";1,817;Q1;60;96;322;2840;862;285;2,89;29,58;United Kingdom;"Informa Healthcare";"Medicine (miscellaneous) (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
46;37369;"Journal of Neurosurgery: Spine";journal;"15475646, 15475654";1,789;Q1;78;288;830;6380;1960;633;3,00;22,15;United States;"American Association of Neurological Surgeons";"Medicine (miscellaneous) (Q1); Neurology (Q1); Neurology (clinical) (Q1); Surgery (Q1)"
47;14352;"Brain Topography";journal;"08960267, 15736792";1,752;Q1;60;74;204;4191;707;198;3,55;56,64;United States;"Kluwer Academic/Plenum Publishers";"Anatomy (Q1); Neurology (Q1); Neurology (clinical) (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
48;14386;"CNS Spectrums";journal;"10928529";1,735;Q1;69;52;207;2375;630;186;3,54;45,67;United Kingdom;"Cambridge University Press";"Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1)"
49;20028;"American Journal of Neuroradiology";journal;"01956108";1,726;Q1;158;435;1305;11170;4633;1152;3,76;25,68;United States;"American Society of Neuoradiology";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
50;16767;"Journal of Neurosurgery";journal;"00223085";1,671;Q1;184;553;1700;14369;4675;1124;4,03;25,98;United States;"American Association of Neurological Surgeons";"Neurology (clinical) (Q1); Surgery (Q1)"
51;21100256102;"Translational Neurodegeneration";journal;"20479158";1,669;Q1;21;23;73;1510;286;71;4,38;65,65;United Kingdom;"BioMed Central";"Neurology (clinical) (Q1); Cellular and Molecular Neuroscience (Q2); Cognitive Neuroscience (Q2)"
52;16790;"Journal of Pain and Symptom Management";journal;"08853924";1,668;Q1;124;262;756;8183;1940;601;2,97;31,23;Netherlands;"Elsevier BV";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1); Nursing (miscellaneous) (Q1)"
53;15549;"European Journal of Neurology";journal;"13515101, 14681331";1,663;Q1;109;295;799;7708;2720;658;4,10;26,13;United Kingdom;"Blackwell Publishing Inc.";"Neurology (Q1); Neurology (clinical) (Q1)"
54;16202;"International Review of Neurobiology";book series;"00747742";1,657;Q1;69;76;202;8686;663;135;5,84;114,29;United States;"Elsevier Inc.";"Neurology (clinical) (Q1); Cellular and Molecular Neuroscience (Q2)"
55;21100349562;"Aging and Disease";journal;"21525250";1,656;Q1;32;26;125;2082;612;122;5,45;80,08;United States;"International Society on Aging and Disease";"Geriatrics and Gerontology (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Cell Biology (Q2)"
56;17300154985;"Autism Research";journal;"19393806";1,648;Q1;49;115;195;6744;677;188;3,28;58,64;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q1); Genetics (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
57;14857;"Cerebrovascular Diseases";journal;"10159770, 14219786";1,618;Q1;92;100;398;3476;1233;348;3,12;34,76;Switzerland;"S. Karger AG";"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
58;18572;"Parkinsonism and Related Disorders";journal;"13538020";1,612;Q1;79;346;983;9257;3104;714;4,39;26,75;Netherlands;"Elsevier BV";"Geriatrics and Gerontology (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
59;14987;"Developmental Medicine and Child Neurology";journal;"00121622, 14698749";1,591;Q1;125;314;784;6305;1844;517;2,73;20,08;United States;"Wiley-Blackwell";"Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Developmental Neuroscience (Q2)"
60;13070;"Spine Journal";journal;"15299430";1,587;Q1;88;549;1356;7599;3222;984;3,20;13,84;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Surgery (Q1)"
61;32816;"Neural Plasticity";journal;"07928483, 16875443";1,581;Q1;50;363;281;26538;951;265;3,20;73,11;Egypt;"Hindawi Publishing Corporation";"Neurology (Q1); Neurology (clinical) (Q1)"
62;16751;"Journal of Neurology";journal;"03405354";1,578;Q1;118;380;1269;11916;3646;985;3,40;31,36;Germany;"Dr. Dietrich Steinkopff Verlag";"Neurology (Q1); Neurology (clinical) (Q1)"
63;10600153347;"Brain Imaging and Behavior";journal;"19317557, 19317565";1,566;Q1;34;122;188;6886;623;181;3,20;56,44;United States;"Springer New York LLC";"Behavioral Neuroscience (Q1); Neurology (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Cellular and Molecular Neuroscience (Q2); Cognitive Neuroscience (Q2)"
64;21100212316;"Frontiers in Neurology";journal;"16642295";1,560;Q1;41;243;737;13099;2521;682;3,59;53,91;Switzerland;"Frontiers Media S.A.";"Neurology (clinical) (Q1); Neurology (Q2)"
65;19400158590;"Journal of Neurodevelopmental Disorders";journal;"18661955, 18661947";1,505;Q1;32;45;95;2614;363;92;4,10;58,09;United Kingdom;"BioMed Central";"Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Pediatrics, Perinatology and Child Health (Q1); Cognitive Neuroscience (Q2)"
66;19700174928;"ASN Neuro";journal;"17590914";1,491;Q1;31;25;98;1407;325;97;2,87;56,28;United Kingdom;"Portland Press, Ltd.";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q2)"
67;14880;"Clinical Journal of Pain";journal;"07498047";1,479;Q1;113;153;450;6302;1426;413;3,37;41,19;United States;"Lippincott Williams & Wilkins Ltd.";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1)"
68;19700174913;"Therapeutic Advances in Neurological Disorders";journal;"17562856, 17562864";1,442;Q1;35;47;87;2058;372;81;4,85;43,79;United Kingdom;"SAGE Publications";"Neurology (clinical) (Q1); Pharmacology (Q1); Neurology (Q2)"
69;17976;"Neuromuscular Disorders";journal;"09608966";1,421;Q1;85;147;445;4017;1177;412;2,96;27,33;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Genetics (clinical) (Q2); Neurology (Q2)"
70;14900;"Clinical Neurophysiology";journal;"13882457";1,416;Q1;157;500;1032;20232;3058;784;3,99;40,46;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Sensory Systems (Q1); Neurology (Q2); Physiology (medical) (Q2)"
71;14989;"Current Neurology and Neuroscience Reports";journal;"15284042, 15346293";1,409;Q1;59;107;293;8763;984;289;3,21;81,90;United States;"Current Science Inc.";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q2)"
72;14990;"Current Neuropharmacology";journal;"1570159";1,385;Q1;53;121;162;12705;680;142;3,56;105,00;United Arab Emirates;"Bentham Science Publishers";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1); Neurology (Q2)"
73;4000148206;"Journal of Neurologic Physical Therapy";journal;"15570584, 15570576";1,380;Q1;40;33;92;1288;193;70;2,43;39,03;United States;"Lippincott Williams & Wilkins Ltd.";"Geriatrics and Gerontology (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1)"
74;21100468501;"Open Forum Infectious Diseases";journal;"23288957";1,368;Q1;15;239;254;6349;603;243;2,48;26,56;United States;"Oxford University Press";"Neurology (clinical) (Q1); Oncology (Q1)"
75;18069;"Neurosurgery";journal;"0148396";1,360;Q1;176;674;2430;8450;3585;1027;3,22;12,54;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Surgery (Q1)"
76;19700177310;"Cardiovascular Psychiatry and Neurology";journal;"20900171, 20900163";1,356;Q1;19;2;25;101;82;25;2,33;50,50;Egypt;"Hindawi Publishing Corporation";"Cardiology and Cardiovascular Medicine (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Neurology (Q2)"
77;14314;"Otology and Neurotology";journal;"15317129";1,343;Q1;90;372;1043;8726;2085;898;2,19;23,46;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Otorhinolaryngology (Q1); Sensory Systems (Q2)"
78;16785;"Journal of NeuroVirology";journal;"13550284, 15382443";1,315;Q1;76;104;224;4261;636;211;3,09;40,97;United Kingdom;"Taylor and Francis Ltd";"Neurology (clinical) (Q1); Neurology (Q2); Virology (Q2); Cellular and Molecular Neuroscience (Q3)"
79;12218;"Journal of Head Trauma Rehabilitation";journal;"08859701, 1550509";1,313;Q1;85;85;246;4426;738;228;3,04;52,07;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1)"
80;14346;"Brain Research";journal;"00068993";1,306;Q1;183;638;1901;39872;5445;1877;2,89;62,50;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Developmental Biology (Q2); Molecular Biology (Q2); Neuroscience (miscellaneous) (Q2)"
81;19700201513;"Journal of NeuroInterventional Surgery";journal;"17598486, 17598478";1,286;Q1;32;331;652;6387;1677;584;3,02;19,30;United Kingdom;"BMJ Publishing Group";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Surgery (Q1)"
82;19900191888;"Journal of Parkinson's Disease";journal;"1877718, 18777171";1,284;Q1;25;85;235;3712;711;226;2,58;43,67;Netherlands;"IOS Press";"Neurology (clinical) (Q1); Cellular and Molecular Neuroscience (Q3)"
83;25336;"Neurodegenerative Diseases";journal;"16602862, 16602854";1,268;Q1;49;58;150;2302;377;143;2,65;39,69;Switzerland;"S. Karger AG";"Neurology (clinical) (Q1); Neurology (Q2)"
84;14853;"Cerebellum";journal;"14734222, 14734230";1,260;Q1;57;89;285;5021;743;262;3,23;56,42;United States;"Springer New York";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
85;3900148612;"Journal of Clinical Sleep Medicine";journal;"15509389, 15509397";1,259;Q1;73;255;658;6993;1726;516;3,23;27,42;United States;"The American Academy of Sleep Medicine";"Neurology (clinical) (Q1); Pulmonary and Respiratory Medicine (Q1); Neurology (Q2)"
86;16188;"Journal of the International Neuropsychological Society";journal;"14697661, 13556177";1,250;Q1;111;91;332;5361;875;323;2,23;58,91;United Kingdom;"Cambridge University Press";"Clinical Psychology (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Neuroscience (miscellaneous) (Q2)"
87;13163;"Epilepsy and Behavior";journal;"15255050, 15255069";1,226;Q1;88;442;1365;15117;3207;1113;2,91;34,20;United States;"Elsevier Inc.";"Neurology (clinical) (Q1); Behavioral Neuroscience (Q2); Neurology (Q2)"
88;16749;"Journal of Neuroimmunology";journal;"01655728";1,222;Q1;127;216;643;8219;1910;629;2,99;38,05;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Immunology (Q2); Immunology and Allergy (Q2); Neurology (Q2)"
89;21911;"Journal of Neurosurgical Anesthesiology";journal;"08984921";1,220;Q1;55;70;246;2082;453;124;3,71;29,74;United States;"Lippincott Williams & Wilkins Ltd.";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1); Surgery (Q1)"
90;17548;"Acta Neurologica Scandinavica";journal;"00016314, 16000404";1,219;Q1;84;141;421;5135;1109;392;2,91;36,42;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
91;130034;"Current Alzheimer Research";journal;"15672050";1,207;Q2;74;162;329;13050;1086;313;3,28;80,56;United Arab Emirates;"Bentham Science Publishers";"Neurology (Q2); Neurology (clinical) (Q2)"
92;130054;"Neurocritical Care";journal;"15416933, 15560961";1,186;Q2;59;121;411;4409;1054;385;2,80;36,44;United States;"Humana Press, Inc.";"Critical Care and Intensive Care Medicine (Q1); Neurology (clinical) (Q2)"
93;17526;"Neurologic Clinics";journal;"07338619";1,184;Q2;70;66;182;4941;500;163;3,20;74,86;United Kingdom;"W. B. Saunders Co., Ltd.";"Neurology (clinical) (Q2)"
94;15771;"Muscle and Nerve";journal;"10974598, 0148639";1,169;Q2;129;370;1040;9060;2354;836;2,65;24,49;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q2); Physiology (Q2); Physiology (medical) (Q2); Cellular and Molecular Neuroscience (Q3)"
95;29954;"Journal of Neuro-Oncology";journal;"15737373, 0167594";1,167;Q2;102;333;944;11114;2955;868;3,12;33,38;Netherlands;"Kluwer Academic Publishers";"Cancer Research (Q2); Neurology (Q2); Neurology (clinical) (Q2); Oncology (Q2)"
96;18500161700;"Pain Medicine";journal;"15264637, 15262375";1,157;Q2;81;287;902;6641;2035;698;2,74;23,14;United Kingdom;"Oxford University Press";"Anesthesiology and Pain Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2)"
97;14904;"Clinical neurosurgery";journal;"00694827";1,156;Q2;26;72;61;107;92;37;2,26;1,49;United States;"Williams & Wilkins Co.";"Surgery (Q1); Neurology (clinical) (Q2)"
98;19400158804;"Translational Stroke Research";journal;"18684483";1,154;Q2;33;60;215;3770;1165;199;6,79;62,83;United States;"Springer New York LLC";"Cardiology and Cardiovascular Medicine (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
99;29549;"Journal of Geriatric Psychiatry and Neurology";journal;"08919887";1,136;Q2;62;35;102;2109;271;101;2,37;60,26;United States;"SAGE Publications";"Geriatrics and Gerontology (Q1); Psychiatry and Mental Health (Q1); Neurology (clinical) (Q2)"
100;21100307455;"Journal of oral & facial pain and headache";journal;"23330376, 23330384";1,131;Q2;35;44;126;1567;325;109;3,07;35,61;United States;"Quintessence Publishing Company";"Anesthesiology and Pain Medicine (Q1); Dentistry (miscellaneous) (Q1); Neurology (clinical) (Q2)"
101;19228;"Restorative Neurology and Neuroscience";journal;"09226028";1,121;Q2;67;64;212;3563;607;209;2,78;55,67;Netherlands;"IOS Press";"Developmental Neuroscience (Q2); Neurology (Q2); Neurology (clinical) (Q2)"
102;21370;"Expert Review of Neurotherapeutics";journal;"14737175";1,102;Q2;63;148;420;11690;1209;388;3,05;78,99;United Kingdom;"Taylor & Francis";"Pharmacology (medical) (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
103;14258;"BMC Neurology";journal;"14712377";1,093;Q2;59;257;729;8754;1846;727;2,17;34,06;United Kingdom;"BioMed Central";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2)"
104;12266;"Journal of Spinal Disorders and Techniques";journal;"15360652, 15392465";1,092;Q2;82;40;403;1075;727;391;1,77;26,88;United States;"Lippincott Williams & Wilkins Ltd.";"Orthopedics and Sports Medicine (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
105;17973;"Neuromodulation";journal;"15251403, 10947159";1,087;Q2;48;172;825;3803;856;298;2,76;22,11;United Kingdom;"Blackwell Publishing Inc.";"Anesthesiology and Pain Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
106;16075;"Headache";journal;"15264610, 00178748";1,070;Q2;105;277;802;6662;1504;476;2,84;24,05;United Kingdom;"Blackwell Publishing Inc.";"Neurology (Q2); Neurology (clinical) (Q2)"
107;17309;"Neuroradiology";journal;"14321920, 00283940";1,044;Q2;86;143;447;3949;1088;410;2,27;27,62;Germany;"Springer Verlag";"Radiology, Nuclear Medicine and Imaging (Q1); Cardiology and Cardiovascular Medicine (Q2); Neurology (clinical) (Q2)"
108;19380;"Seizure : the journal of the British Epilepsy Association";journal;"10591311";1,037;Q2;74;176;610;5030;1434;546;2,62;28,58;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
109;11200153402;"Journal of Neurosurgery: Pediatrics";journal;"19330715, 19330707";1,027;Q2;48;263;770;6183;1399;617;2,32;23,51;United States;"American Association of Neurological Surgeons";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
110;145175;"Neurosurgical Focus";journal;"10920684";1,026;Q2;75;204;665;6980;1511;579;2,55;34,22;United States;"American Association of Neurological Surgeons";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
111;15514;"Epilepsy Research";journal;"09201211";1,026;Q2;104;184;651;7065;1650;630;2,60;38,40;Netherlands;"Elsevier BV";"Neurology (Q2); Neurology (clinical) (Q2)"
