Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2008);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
13;19837;"Sleep Medicine Reviews";journal;"10870792";2,550;Q1;116;43;126;3206;849;94;7,58;74,56;United Kingdom;"Elsevier Ltd.";"Neurology (Q1); Neurology (clinical) (Q1); Physiology (medical) (Q1); Pulmonary and Respiratory Medicine (Q1)"
14;17552;"Acta Neuropathologica";journal;"14320533, 00016322";2,509;Q1;136;139;450;6221;1951;392;5,50;44,76;Germany;"Springer Verlag";"Cellular and Molecular Neuroscience (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1)"
15;23985;"Neurobiology of Aging";journal;"01974580";2,468;Q1;159;191;597;9658;3251;581;5,19;50,57;Netherlands;"Elsevier BV";"Aging (Q1); Developmental Biology (Q1); Geriatrics and Gerontology (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
16;14993;"Current Opinion in Neurology";journal;"13507540, 14736551";2,346;Q1;107;126;326;6125;1698;288;5,38;48,61;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (Q1); Neurology (clinical) (Q1)"
17;14344;"Brain Pathology";journal;"10156305";2,314;Q1;119;83;173;3047;755;152;5,06;36,71;United States;"Wiley-Blackwell";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1); Pathology and Forensic Medicine (Q1)"
18;19830;"Sleep";journal;"01618105";2,235;Q1;175;200;635;7182;2832;491;5,33;35,91;United States;"Oxford University Press";"Neurology (clinical) (Q1); Physiology (medical) (Q1)"
19;12499;"Neuro-Oncology";journal;"15228517";2,166;Q1;94;89;120;2930;596;111;4,56;32,92;United States;"Oxford University Press";"Cancer Research (Q1); Neurology (clinical) (Q1); Oncology (Q1)"
20;5100155080;"Neurotherapeutics";journal;"19337213";2,162;Q1;96;65;192;5266;1106;176;4,90;81,02;United States;"Springer New York LLC";"Neurology (clinical) (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1)"
21;17407;"Movement Disorders";journal;"15318257, 08853185";1,989;Q1;166;498;1484;13509;4973;1175;4,07;27,13;United States;"John Wiley & Sons Inc.";"Neurology (Q1); Neurology (clinical) (Q1)"
22;16757;"Journal of Neurology, Neurosurgery and Psychiatry";journal;"1468330, 00223050";1,902;Q1;182;382;1300;7844;4512;953;4,43;20,53;United Kingdom;"BMJ Publishing Group";"Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Surgery (Q1)"
23;14945;"Cortex";journal;"00109452";1,869;Q1;93;145;367;7497;853;286;2,62;51,70;France;"Masson Publishing";"Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Neurology (Q1); Neurology (clinical) (Q1); Neuropsychology and Physiological Psychology (Q1); Cognitive Neuroscience (Q2)"
24;15510;"Epilepsia";journal;"00139580, 15281167";1,792;Q1;168;395;1290;12642;4464;1132;3,89;32,01;United Kingdom;"Blackwell Publishing Inc.";"Neurology (Q1); Neurology (clinical) (Q1)"
25;13068;"Spine";journal;"03622436";1,781;Q1;224;691;2154;18433;6964;1923;3,14;26,68;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1)"
26;12235;"Journal of Neurotrauma";journal;"08977151";1,725;Q1;127;127;465;5510;1795;444;3,75;43,39;United States;"Mary Ann Liebert Inc.";"Neurology (clinical) (Q1)"
27;16667;"Journal of Cerebral Blood Flow and Metabolism";journal;"0271678";1,673;Q1;170;192;869;7679;2948;845;2,87;39,99;United States;"SAGE Publications Inc.";"Cardiology and Cardiovascular Medicine (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
28;20028;"American Journal of Neuroradiology";journal;"01956108";1,621;Q1;158;444;1464;10265;4391;1253;3,31;23,12;United States;"American Society of Neuoradiology";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
29;130034;"Current Alzheimer Research";journal;"15672050";1,605;Q1;74;65;218;5877;893;204;4,34;90,42;United Arab Emirates;"Bentham Science Publishers";"Neurology (Q1); Neurology (clinical) (Q1)"
30;15987;"Journal of Pain";journal;"15265900";1,547;Q1;102;141;363;6315;1394;331;3,72;44,79;United States;"Churchill Livingstone";"Anesthesiology and Pain Medicine (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
31;16726;"Journal of Intellectual Disability Research";journal;"13652788, 09642633";1,525;Q1;89;101;312;3752;908;295;2,78;37,15;United Kingdom;"Blackwell Publishing Inc.";"Arts and Humanities (miscellaneous) (Q1); Neurology (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Rehabilitation (Q1)"
32;16749;"Journal of Neuroimmunology";journal;"01655728";1,512;Q1;127;276;833;11235;2775;798;3,42;40,71;Netherlands;"Elsevier BV";"Immunology and Allergy (Q1); Neurology (Q1); Neurology (clinical) (Q1); Immunology (Q2)"
33;15576;"European Neuropsychopharmacology";journal;"0924977";1,507;Q1;96;120;279;6275;1201;274;3,68;52,29;Netherlands;"Elsevier BV";"Neurology (Q1); Neurology (clinical) (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2)"
34;14987;"Developmental Medicine and Child Neurology";journal;"00121622, 14698749";1,506;Q1;125;234;662;4625;1686;465;3,40;19,76;United States;"Wiley-Blackwell";"Developmental Neuroscience (Q1); Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1)"
35;14841;"Cephalalgia";journal;"14682982, 03331024";1,462;Q1;111;242;613;6765;1830;521;3,52;27,95;United States;"SAGE Publications";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1)"
36;17990;"Neuropathology and Applied Neurobiology";journal;"03051846, 13652990";1,461;Q1;82;71;198;2741;592;186;3,23;38,61;United Kingdom;"Blackwell Publishing Inc.";"Histology (Q1); Neurology (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Physiology (medical) (Q1)"
37;17408;"Multiple Sclerosis";journal;"13524585, 14770970";1,434;Q1;106;211;440;5738;1384;402;3,19;27,19;United States;"SAGE Publications";"Neurology (Q1); Neurology (clinical) (Q1)"
38;19386;"Seminars in Pediatric Neurology";journal;"10719091";1,434;Q1;51;43;97;1558;281;84;3,77;36,23;United Kingdom;"W. B. Saunders Co., Ltd.";"Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1)"
39;16790;"Journal of Pain and Symptom Management";journal;"08853924";1,427;Q1;124;170;538;5006;1510;411;3,43;29,45;Netherlands;"Elsevier BV";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1); Nursing (miscellaneous) (Q1)"
40;20106;"CNS Drugs";journal;"11727047";1,410;Q1;96;73;261;6694;1136;227;4,26;91,70;United Kingdom;"Adis International Ltd.";"Neurology (clinical) (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1)"
41;14880;"Clinical Journal of Pain";journal;"07498047";1,396;Q1;113;121;319;5045;1269;297;3,75;41,69;United States;"Lippincott Williams & Wilkins Ltd.";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1)"
42;14900;"Clinical Neurophysiology";journal;"13882457";1,391;Q1;157;343;941;14538;2937;857;3,23;42,38;Netherlands;"Elsevier BV";"Neurology (Q1); Neurology (clinical) (Q1); Sensory Systems (Q1); Physiology (medical) (Q2)"
43;33648;"Neurorehabilitation and Neural Repair";journal;"15459683";1,384;Q1;87;65;162;2733;520;147;4,09;42,05;United States;"Sage Science Press";"Neurology (Q1); Neurology (clinical) (Q1); Rehabilitation (Q1)"
44;16188;"Journal of the International Neuropsychological Society";journal;"14697661, 13556177";1,369;Q1;111;112;321;5854;888;298;2,87;52,27;United Kingdom;"Cambridge University Press";"Clinical Psychology (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Neuroscience (miscellaneous) (Q2)"
45;18069;"Neurosurgery";journal;"0148396";1,360;Q1;176;2149;3907;19986;4565;1542;2,59;9,30;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Surgery (Q1)"
46;12218;"Journal of Head Trauma Rehabilitation";journal;"08859701, 1550509";1,353;Q1;85;50;162;1793;479;152;2,62;35,86;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1)"
47;17494;"Neuroepidemiology";journal;"02515350, 14230208";1,347;Q1;74;112;182;3432;453;176;2,07;30,64;Switzerland;"S. Karger AG";"Neurology (clinical) (Q1); Epidemiology (Q2)"
48;13070;"Spine Journal";journal;"15299430";1,333;Q1;88;153;425;4464;944;338;2,18;29,18;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Surgery (Q1)"
49;14346;"Brain Research";journal;"00068993";1,321;Q1;183;1213;3566;60455;9638;3546;2,67;49,84;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Developmental Biology (Q2); Molecular Biology (Q2); Neuroscience (miscellaneous) (Q2)"
50;16202;"International Review of Neurobiology";book series;"00747742";1,320;Q1;69;25;280;1709;701;255;2,92;68,36;United States;"Elsevier Inc.";"Neurology (clinical) (Q1); Cellular and Molecular Neuroscience (Q2)"
51;14853;"Cerebellum";journal;"14734222, 14734230";1,319;Q1;57;76;127;4364;413;116;3,67;57,42;United States;"Springer New York";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
52;15771;"Muscle and Nerve";journal;"10974598, 0148639";1,300;Q1;129;249;642;6719;1879;596;3,01;26,98;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q1); Cellular and Molecular Neuroscience (Q2); Physiology (Q2); Physiology (medical) (Q2)"
53;16075;"Headache";journal;"15264610, 00178748";1,294;Q1;105;415;1071;5836;2026;613;3,14;14,06;United Kingdom;"Blackwell Publishing Inc.";"Neurology (clinical) (Q1); Neurology (Q2)"
54;12266;"Journal of Spinal Disorders and Techniques";journal;"15360652, 15392465";1,282;Q1;82;109;360;2721;761;347;1,80;24,96;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Orthopedics and Sports Medicine (Q1); Surgery (Q1)"
55;20041;"Neurourology and Urodynamics";journal;"15206777, 07332467";1,264;Q1;79;130;370;2628;797;305;2,51;20,22;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q1); Urology (Q1)"
56;19884;"Spinal Cord";journal;"13624393, 14765624";1,260;Q1;93;167;407;3091;923;351;2,34;18,51;United Kingdom;"Nature Publishing Group";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
57;25336;"Neurodegenerative Diseases";journal;"16602862, 16602854";1,250;Q1;49;65;139;1962;388;135;2,95;30,18;Switzerland;"S. Karger AG";"Neurology (clinical) (Q1); Neurology (Q2)"
58;17976;"Neuromuscular Disorders";journal;"09608966";1,248;Q1;85;146;356;3481;946;328;2,83;23,84;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Genetics (clinical) (Q2); Neurology (Q2)"
59;17700156408;"Nature Reviews Neurology";journal;"17594758, 17594766";1,243;Q1;113;147;311;3407;805;280;2,84;23,18;United Kingdom;"Nature Publishing Group";"Neurology (clinical) (Q1); Cellular and Molecular Neuroscience (Q3)"
60;12736;"Journal of Clinical and Experimental Neuropsychology";journal;"1744411, 13803395";1,220;Q1;94;84;264;4326;655;261;2,38;51,50;United Kingdom;"Taylor & Francis";"Clinical Psychology (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
61;16767;"Journal of Neurosurgery";journal;"00223085";1,213;Q1;184;454;1902;10469;4271;1555;2,34;23,06;United States;"American Association of Neurological Surgeons";"Neurology (clinical) (Q1); Surgery (Q1)"
62;16834;"Journal of the Peripheral Nervous System";journal;"10859489, 15298027";1,201;Q1;60;40;140;1567;366;98;2,92;39,18;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q2)"
63;14314;"Otology and Neurotology";journal;"15317129";1,192;Q1;90;240;684;4300;1080;622;1,45;17,92;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Otorhinolaryngology (Q1); Sensory Systems (Q2)"
64;14258;"BMC Neurology";journal;"14712377";1,190;Q1;59;53;113;1719;351;112;3,20;32,43;United Kingdom;"BioMed Central";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1)"
65;16737;"Journal of Neural Transmission, Supplement";journal;"03036995";1,180;Q1;63;0;150;0;454;146;3,12;0,00;Germany;"Springer Verlag";"Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2); Neurology (Q2)"
66;16751;"Journal of Neurology";journal;"03405354";1,168;Q1;118;484;1091;10797;2289;747;2,81;22,31;Germany;"Dr. Dietrich Steinkopff Verlag";"Neurology (clinical) (Q1); Neurology (Q2)"
67;16820;"Journal of the Neurological Sciences";journal;"0022510";1,126;Q1;120;401;933;12511;2477;885;2,58;31,20;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Neurology (Q2)"
68;15549;"European Journal of Neurology";journal;"13515101, 14681331";1,114;Q1;109;340;870;7512;2188;649;3,31;22,09;United Kingdom;"Blackwell Publishing Inc.";"Neurology (clinical) (Q1); Neurology (Q2)"
69;29549;"Journal of Geriatric Psychiatry and Neurology";journal;"08919887";1,110;Q1;62;30;101;1183;269;98;2,21;39,43;United States;"SAGE Publications";"Geriatrics and Gerontology (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1)"
70;15300154855;"Journal of Neural Transmission";journal;"03009564";1,109;Q1;96;197;545;8807;1520;538;2,60;44,71;Germany;"Springer Verlag";"Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2); Neurology (Q2)"
71;32816;"Neural Plasticity";journal;"07928483, 16875443";1,105;Q1;50;17;51;1037;143;48;3,63;61,00;Egypt;"Hindawi Publishing Corporation";"Neurology (clinical) (Q1); Neurology (Q2)"
72;14857;"Cerebrovascular Diseases";journal;"10159770, 14219786";1,083;Q1;92;207;592;5964;1535;545;2,78;28,81;Switzerland;"S. Karger AG";"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
73;17526;"Neurologic Clinics";journal;"07338619";1,057;Q2;70;75;170;6355;428;157;2,96;84,73;United Kingdom;"W. B. Saunders Co., Ltd.";"Neurology (clinical) (Q2)"
74;145172;"Behavioral Sleep Medicine";journal;"15402002, 15402010";1,039;Q2;38;17;52;249;141;50;2,50;14,65;United States;"Lawrence Erlbaum Associates Inc.";"Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
75;15514;"Epilepsy Research";journal;"09201211";1,036;Q2;104;178;417;5551;1112;407;2,68;31,19;Netherlands;"Elsevier BV";"Neurology (Q2); Neurology (clinical) (Q2)"
76;16762;"Journal of Neuropsychiatry and Clinical Neurosciences";journal;"15457222, 08950172";1,011;Q2;97;105;295;2699;573;183;2,70;25,70;United States;"American Psychiatric Publishing, Inc.";"Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1); Neurology (clinical) (Q2)"
77;13163;"Epilepsy and Behavior";journal;"15255050, 15255069";0,998;Q2;88;224;600;8859;1569;563;2,71;39,55;United States;"Elsevier Inc.";"Neurology (Q2); Neurology (clinical) (Q2); Behavioral Neuroscience (Q3)"
78;17548;"Acta Neurologica Scandinavica";journal;"00016314, 16000404";0,993;Q2;84;156;493;4539;1280;465;2,65;29,10;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
79;17309;"Neuroradiology";journal;"14321920, 00283940";0,990;Q2;86;126;399;3334;911;376;2,50;26,46;Germany;"Springer Verlag";"Cardiology and Cardiovascular Medicine (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Neurology (clinical) (Q2)"
80;17500155152;"American Journal on Intellectual and Developmental Disabilities";journal;"19447515, 19447558";0,985;Q2;74;38;126;1693;273;115;1,95;44,55;United States;"American Association on Intellectual and Developmental Disabilities";"Arts and Humanities (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1); Developmental and Educational Psychology (Q2); Neurology (clinical) (Q2); Neuropsychology and Physiological Psychology (Q2)"
81;14989;"Current Neurology and Neuroscience Reports";journal;"15284042, 15346293";0,980;Q2;59;68;211;3298;432;192;2,55;48,50;United States;"Current Science Inc.";"Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
82;37369;"Journal of Neurosurgery: Spine";journal;"15475646, 15475654";0,969;Q2;78;234;650;5235;1203;583;1,68;22,37;United States;"American Association of Neurological Surgeons";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
83;19384;"Seminars in Neurology";journal;"10989021, 02718235";0,967;Q2;63;70;173;4721;461;142;2,73;67,44;United States;"Thieme Medical Publishers";"Neurology (Q2); Neurology (clinical) (Q2)"
84;18572;"Parkinsonism and Related Disorders";journal;"13538020";0,959;Q2;79;168;376;4078;866;349;2,04;24,27;Netherlands;"Elsevier BV";"Geriatrics and Gerontology (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
85;18500161700;"Pain Medicine";journal;"15264637, 15262375";0,939;Q2;81;166;313;5228;740;220;2,71;31,49;United Kingdom;"Oxford University Press";"Anesthesiology and Pain Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2)"
86;16747;"Journal of Neuroimaging";journal;"10512284";0,916;Q2;56;78;205;1963;452;190;2,17;25,17;United States;"Wiley-Blackwell";"Medicine (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Neurology (clinical) (Q2)"
87;29954;"Journal of Neuro-Oncology";journal;"15737373, 0167594";0,915;Q2;102;238;729;6193;1676;654;2,52;26,02;Netherlands;"Kluwer Academic Publishers";"Neurology (Q2); Neurology (clinical) (Q2); Oncology (Q2); Cancer Research (Q3)"
88;19380;"Seizure : the journal of the British Epilepsy Association";journal;"10591311";0,906;Q2;74;118;305;2986;721;288;2,44;25,31;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
89;17947;"Neurologist";journal;"10747931";0,906;Q2;53;80;167;3320;417;154;2,66;41,50;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2)"
90;17306;"Neuroimaging Clinics of North America";journal;"10525149";0,900;Q2;50;52;156;2913;277;132;1,78;56,02;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Neurology (clinical) (Q2)"
91;145175;"Neurosurgical Focus";journal;"10920684";0,878;Q2;75;186;470;8224;1034;465;1,95;44,22;United States;"American Association of Neurological Surgeons";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
92;14897;"Journal of Electromyography and Kinesiology";journal;"10506411";0,868;Q2;85;113;214;4561;428;212;1,71;40,36;Netherlands;"Elsevier BV";"Biophysics (Q2); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2); Sports Science (Q2)"
93;20602;"Clinical Neuropharmacology";journal;"03625664";0,859;Q2;72;60;195;1480;616;175;3,07;24,67;United States;"Lippincott Williams & Wilkins Ltd.";"Pharmacology (medical) (Q1); Neurology (clinical) (Q2); Pharmacology (Q2)"
94;22302;"Stereotactic and Functional Neurosurgery";journal;"10116125, 14230372";0,856;Q2;56;55;129;1293;242;124;1,76;23,51;Switzerland;"S. Karger AG";"Surgery (Q1); Neurology (clinical) (Q2)"
95;14386;"CNS Spectrums";journal;"10928529";0,834;Q2;69;202;553;5054;947;432;1,95;25,02;United Kingdom;"Cambridge University Press";"Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
96;16868;"Motor Control";journal;"15432696, 10871640";0,834;Q2;40;23;75;744;122;70;1,67;32,35;United States;"Human Kinetics Publishers, Inc.";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Neurology (clinical) (Q2); Physiology (medical) (Q2); Sports Science (Q2)"
97;19831;"Sleep and Breathing";journal;"15209512, 15221709";0,830;Q2;53;59;100;1603;197;87;2,31;27,17;Germany;"Springer Verlag";"Otorhinolaryngology (Q1); Neurology (clinical) (Q2)"
98;3900148612;"Journal of Clinical Sleep Medicine";journal;"15509389, 15509397";0,825;Q2;73;101;274;2183;518;202;2,81;21,61;United States;"The American Academy of Sleep Medicine";"Pulmonary and Respiratory Medicine (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
99;22097;"Neurosurgical Review";journal;"03445607, 14372320";0,825;Q2;52;112;236;2163;303;149;1,97;19,31;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
100;17980;"Neuropathology";journal;"14401789, 09196544";0,822;Q2;52;87;227;2375;420;223;1,89;27,30;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Pathology and Forensic Medicine (Q2)"
101;15599;"Neuropediatrics";journal;"14391899, 0174304";0,821;Q2;63;58;189;1203;327;179;1,32;20,74;Germany;"Georg Thieme Verlag";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2)"
102;16785;"Journal of NeuroVirology";journal;"13550284, 15382443";0,812;Q2;76;67;218;2793;480;210;1,91;41,69;United Kingdom;"Taylor and Francis Ltd";"Neurology (Q2); Neurology (clinical) (Q2); Virology (Q2); Cellular and Molecular Neuroscience (Q3)"
103;19700171401;"World Neurosurgery";journal;"18788750";0,807;Q2;82;474;1413;5704;1346;750;1,52;12,03;Netherlands;"Elsevier BV";"Surgery (Q1); Neurology (clinical) (Q2)"
104;17468;"Neurocase";journal;"13554794, 14653656";0,799;Q2;58;48;150;2159;241;149;0,99;44,98;United Kingdom;"Taylor & Francis";"Arts and Humanities (miscellaneous) (Q1); Neurology (clinical) (Q2)"
105;14959;"Critical Reviews in Neurobiology";journal;"08920915";0,794;Q2;57;1;33;106;62;33;1,04;106,00;United States;"Begell House";"Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2); Physiology (medical) (Q2); Physiology (Q3)"
106;16102;"Human Psychopharmacology";journal;"08856222, 10991077";0,782;Q2;68;84;205;3533;474;188;2,34;42,06;United States;"John Wiley & Sons Inc.";"Neurology (Q2); Neurology (clinical) (Q2); Pharmacology (medical) (Q2); Psychiatry and Mental Health (Q2)"
107;14255;"Autonomic Neuroscience: Basic and Clinical";journal;"15660702";0,764;Q2;73;90;303;3738;601;296;2,22;41,53;Netherlands;"Elsevier BV";"Neurology (clinical) (Q2); Endocrine and Autonomic Systems (Q3); Cellular and Molecular Neuroscience (Q4)"
108;14320;"Brain and Development";journal;"03877604";0,756;Q2;74;108;399;2576;711;377;1,70;23,85;Netherlands;"Elsevier BV";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2); Developmental Neuroscience (Q3)"
109;16674;"Journal of Child Neurology";journal;"08830738";0,748;Q2;93;272;707;6064;1296;672;1,71;22,29;United States;"SAGE Publications";"Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2)"
110;16675;"Journal of Clinical Neurophysiology";journal;"07360258";0,743;Q2;91;59;197;1524;405;192;1,63;25,83;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2); Physiology (medical) (Q2); Physiology (Q3)"
111;19228;"Restorative Neurology and Neuroscience";journal;"09226028";0,743;Q2;67;41;119;3232;239;116;1,88;78,83;Netherlands;"IOS Press";"Neurology (clinical) (Q2); Developmental Neuroscience (Q3); Neurology (Q3)"
112;16714;"Journal of Headache and Pain";journal;"11292377, 11292369";0,729;Q2;48;75;254;1954;453;208;2,29;26,05;Germany;"Springer Verlag";"Anesthesiology and Pain Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2)"
113;17940;"Neurological Research";journal;"01616412";0,728;Q2;70;180;445;5793;887;434;1,92;32,18;United Kingdom;"Maney Publishing";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neurology (Q3)"
