Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2014);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
22;17407;"Movement Disorders";journal;"15318257, 08853185";2,588;Q1;166;357;1441;11485;5887;920;6,32;32,17;United States;"John Wiley & Sons Inc.";"Neurology (Q1); Neurology (clinical) (Q1)"
23;19830;"Sleep";journal;"01618105";2,434;Q1;175;240;739;10461;3436;554;5,46;43,59;United States;"Oxford University Press";"Neurology (clinical) (Q1); Physiology (medical) (Q1)"
24;5100155080;"Neurotherapeutics";journal;"19337213";2,433;Q1;96;79;208;7345;1176;194;5,93;92,97;United States;"Springer New York LLC";"Neurology (clinical) (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1)"
25;33648;"Neurorehabilitation and Neural Repair";journal;"15459683";2,407;Q1;87;92;278;3691;1572;276;5,46;40,12;United States;"Sage Science Press";"Neurology (Q1); Neurology (clinical) (Q1); Rehabilitation (Q1)"
26;14993;"Current Opinion in Neurology";journal;"13507540, 14736551";2,396;Q1;107;92;324;5367;1858;304;6,01;58,34;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (Q1); Neurology (clinical) (Q1)"
27;14945;"Cortex";journal;"00109452";2,343;Q1;93;214;583;12648;2408;464;5,31;59,10;France;"Masson Publishing";"Cognitive Neuroscience (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Neurology (Q1); Neurology (clinical) (Q1); Neuropsychology and Physiological Psychology (Q1)"
28;17300154985;"Autism Research";journal;"19393806";2,317;Q1;49;61;149;2883;690;137;5,05;47,26;United States;"John Wiley & Sons Inc.";"Genetics (clinical) (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
29;16761;"Journal of Neuropathology and Experimental Neurology";journal;"00223069";2,209;Q1;149;107;295;5092;1377;280;4,65;47,59;United Kingdom;"Oxford University Press";"Medicine (miscellaneous) (Q1); Neurology (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Cellular and Molecular Neuroscience (Q2)"
30;15576;"European Neuropsychopharmacology";journal;"0924977";2,209;Q1;96;193;405;10748;2144;383;4,62;55,69;Netherlands;"Elsevier BV";"Neurology (Q1); Neurology (clinical) (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2)"
31;17408;"Multiple Sclerosis";journal;"13524585, 14770970";2,200;Q1;106;314;794;6657;3430;663;5,03;21,20;United States;"SAGE Publications";"Neurology (Q1); Neurology (clinical) (Q1)"
32;32816;"Neural Plasticity";journal;"07928483, 16875443";2,182;Q1;50;62;201;4281;827;187;4,19;69,05;Egypt;"Hindawi Publishing Corporation";"Neurology (Q1); Neurology (clinical) (Q1)"
33;19700174928;"ASN Neuro";journal;"17590914";2,093;Q1;31;24;84;1448;372;83;4,53;60,33;United Kingdom;"Portland Press, Ltd.";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
34;17990;"Neuropathology and Applied Neurobiology";journal;"03051846, 13652990";2,046;Q1;82;84;207;3973;878;169;4,35;47,30;United Kingdom;"Blackwell Publishing Inc.";"Histology (Q1); Neurology (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Physiology (medical) (Q1)"
35;19400158590;"Journal of Neurodevelopmental Disorders";journal;"18661955, 18661947";2,037;Q1;32;46;75;2669;366;72;5,00;58,02;United Kingdom;"BioMed Central";"Cognitive Neuroscience (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Pediatrics, Perinatology and Child Health (Q1)"
36;11700154204;"Brain Stimulation";journal;"1935861";2,006;Q1;55;162;302;5789;1321;250;5,38;35,73;Netherlands;"Elsevier BV";"Biophysics (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
37;15987;"Journal of Pain";journal;"15265900";2,000;Q1;102;141;483;7505;2126;449;4,66;53,23;United States;"Churchill Livingstone";"Anesthesiology and Pain Medicine (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
38;16767;"Journal of Neurosurgery";journal;"00223085";1,978;Q1;184;558;1762;12933;4946;1102;4,22;23,18;United States;"American Association of Neurological Surgeons";"Neurology (clinical) (Q1); Surgery (Q1)"
39;12235;"Journal of Neurotrauma";journal;"08977151";1,968;Q1;127;204;705;10902;3341;683;4,44;53,44;United States;"Mary Ann Liebert Inc.";"Neurology (clinical) (Q1)"
40;10600153347;"Brain Imaging and Behavior";journal;"19317557, 19317565";1,945;Q1;34;58;130;3737;637;128;5,41;64,43;United States;"Springer New York LLC";"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Neurology (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Cellular and Molecular Neuroscience (Q2)"
41;20106;"CNS Drugs";journal;"11727047";1,922;Q1;96;94;271;8691;1500;242;6,20;92,46;United Kingdom;"Adis International Ltd.";"Neurology (clinical) (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1)"
42;20028;"American Journal of Neuroradiology";journal;"01956108";1,920;Q1;158;429;1409;12180;5008;1180;3,86;28,39;United States;"American Society of Neuoradiology";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
43;13068;"Spine";journal;"03622436";1,920;Q1;224;606;1971;15686;6156;1765;3,19;25,88;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1)"
44;14344;"Brain Pathology";journal;"10156305";1,865;Q1;119;90;268;3271;977;231;4,30;36,34;United States;"Wiley-Blackwell";"Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Neuroscience (miscellaneous) (Q2)"
45;14857;"Cerebrovascular Diseases";journal;"10159770, 14219786";1,846;Q1;92;132;501;3720;1708;440;3,79;28,18;Switzerland;"S. Karger AG";"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
46;14841;"Cephalalgia";journal;"14682982, 03331024";1,825;Q1;111;165;568;4962;2010;437;4,93;30,07;United States;"SAGE Publications";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1)"
47;130034;"Current Alzheimer Research";journal;"15672050";1,794;Q1;74;107;332;6778;1459;317;4,42;63,35;United Arab Emirates;"Bentham Science Publishers";"Neurology (Q1); Neurology (clinical) (Q1)"
48;14987;"Developmental Medicine and Child Neurology";journal;"00121622, 14698749";1,749;Q1;125;259;842;5484;2143;488;4,18;21,17;United States;"Wiley-Blackwell";"Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Developmental Neuroscience (Q2)"
49;37369;"Journal of Neurosurgery: Spine";journal;"15475646, 15475654";1,720;Q1;78;304;794;7226;2065;590;3,17;23,77;United States;"American Association of Neurological Surgeons";"Medicine (miscellaneous) (Q1); Neurology (Q1); Neurology (clinical) (Q1); Surgery (Q1)"
50;19700174935;"Alzheimer's Research and Therapy";journal;"17589193";1,673;Q1;43;81;158;4834;591;146;4,22;59,68;United Kingdom;"BioMed Central";"Neurology (Q1); Neurology (clinical) (Q1); Cognitive Neuroscience (Q2)"
51;21100367530;"Acta neuropathologica communications";journal;"20515960";1,627;Q1;29;231;13;12565;53;13;4,08;54,39;United Kingdom;"BioMed Central";"Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Cellular and Molecular Neuroscience (Q2)"
52;18069;"Neurosurgery";journal;"0148396";1,584;Q1;176;750;3260;11717;4959;1327;3,78;15,62;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Surgery (Q1)"
53;16188;"Journal of the International Neuropsychological Society";journal;"14697661, 13556177";1,584;Q1;111;113;365;6107;1310;350;3,27;54,04;United Kingdom;"Cambridge University Press";"Clinical Psychology (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Neuroscience (miscellaneous) (Q2)"
54;21100349562;"Aging and Disease";journal;"21525250";1,572;Q1;32;42;116;3611;476;111;3,89;85,98;United States;"International Society on Aging and Disease";"Geriatrics and Gerontology (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Cell Biology (Q2)"
55;19700177306;"International Journal of Alzheimer's Disease";journal;"20908024, 20900252";1,542;Q1;37;18;272;845;985;252;3,94;46,94;Egypt;"Hindawi Publishing Corporation";"Neurology (Q1); Neurology (clinical) (Q1); Aging (Q2); Behavioral Neuroscience (Q2); Cellular and Molecular Neuroscience (Q2); Cognitive Neuroscience (Q2)"
56;16785;"Journal of NeuroVirology";journal;"13550284, 15382443";1,522;Q1;76;81;211;4320;748;196;2,89;53,33;United Kingdom;"Taylor and Francis Ltd";"Neurology (Q1); Neurology (clinical) (Q1); Virology (Q2); Cellular and Molecular Neuroscience (Q3)"
57;14346;"Brain Research";journal;"00068993";1,511;Q1;183;571;2406;31245;8000;2361;3,27;54,72;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Developmental Biology (Q2); Molecular Biology (Q2); Neuroscience (miscellaneous) (Q2)"
58;16790;"Journal of Pain and Symptom Management";journal;"08853924";1,497;Q1;124;276;673;8509;1816;542;3,12;30,83;Netherlands;"Elsevier BV";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1); Nursing (miscellaneous) (Q1)"
59;14352;"Brain Topography";journal;"08960267, 15736792";1,488;Q1;60;102;136;5747;440;133;3,19;56,34;United States;"Kluwer Academic/Plenum Publishers";"Anatomy (Q1); Neurology (Q1); Neurology (clinical) (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
60;21100256102;"Translational Neurodegeneration";journal;"20479158";1,481;Q1;21;26;45;1646;190;44;4,32;63,31;United Kingdom;"BioMed Central";"Neurology (clinical) (Q1); Cognitive Neuroscience (Q2); Cellular and Molecular Neuroscience (Q3)"
61;14989;"Current Neurology and Neuroscience Reports";journal;"15284042, 15346293";1,472;Q1;59;92;271;6885;1027;256;3,70;74,84;United States;"Current Science Inc.";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q2)"
62;16751;"Journal of Neurology";journal;"03405354";1,470;Q1;118;407;1382;11672;3952;960;4,05;28,68;Germany;"Dr. Dietrich Steinkopff Verlag";"Neurology (Q1); Neurology (clinical) (Q1)"
63;15549;"European Journal of Neurology";journal;"13515101, 14681331";1,461;Q1;109;259;881;6795;2924;668;4,71;26,24;United Kingdom;"Blackwell Publishing Inc.";"Neurology (clinical) (Q1); Neurology (Q2)"
64;25336;"Neurodegenerative Diseases";journal;"16602862, 16602854";1,458;Q1;49;67;198;2305;681;194;3,62;34,40;Switzerland;"S. Karger AG";"Neurology (clinical) (Q1); Neurology (Q2)"
65;17494;"Neuroepidemiology";journal;"02515350, 14230208";1,431;Q1;74;53;235;1440;621;191;3,03;27,17;Switzerland;"S. Karger AG";"Neurology (clinical) (Q1); Epidemiology (Q2)"
66;14853;"Cerebellum";journal;"14734222, 14734230";1,428;Q1;57;85;310;4884;944;290;3,16;57,46;United States;"Springer New York";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
67;13070;"Spine Journal";journal;"15299430";1,419;Q1;88;473;791;12676;1875;572;2,68;26,80;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Surgery (Q1)"
68;14900;"Clinical Neurophysiology";journal;"13882457";1,409;Q1;157;347;1056;14160;3022;833;3,63;40,81;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Neurology (Q2); Physiology (medical) (Q2); Sensory Systems (Q2)"
69;18572;"Parkinsonism and Related Disorders";journal;"13538020";1,385;Q1;79;376;809;8300;2627;613;4,20;22,07;Netherlands;"Elsevier BV";"Geriatrics and Gerontology (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
70;29954;"Journal of Neuro-Oncology";journal;"15737373, 0167594";1,374;Q1;102;347;1015;11230;3437;941;3,64;32,36;Netherlands;"Kluwer Academic Publishers";"Neurology (clinical) (Q1); Oncology (Q1); Cancer Research (Q2); Neurology (Q2)"
71;17500155152;"American Journal on Intellectual and Developmental Disabilities";journal;"19447515, 19447558";1,370;Q1;74;38;112;1925;317;101;2,62;50,66;United States;"American Association on Intellectual and Developmental Disabilities";"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1); Neuropsychology and Physiological Psychology (Q2)"
72;21100222534;"NeuroImage: Clinical";journal;"22131582";1,336;Q1;38;190;178;12254;579;175;3,31;64,49;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Cognitive Neuroscience (Q2); Neurology (Q2)"
73;19228;"Restorative Neurology and Neuroscience";journal;"09226028";1,318;Q1;67;63;148;4649;508;144;3,03;73,79;Netherlands;"IOS Press";"Neurology (clinical) (Q1); Neurology (Q2); Developmental Neuroscience (Q3)"
74;130054;"Neurocritical Care";journal;"15416933, 15560961";1,310;Q1;59;158;449;6314;1411;420;2,96;39,96;United States;"Humana Press, Inc.";"Critical Care and Intensive Care Medicine (Q1); Neurology (clinical) (Q1)"
75;4000148206;"Journal of Neurologic Physical Therapy";journal;"15570584, 15570576";1,298;Q1;40;24;98;870;228;73;2,58;36,25;United States;"Lippincott Williams & Wilkins Ltd.";"Geriatrics and Gerontology (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1)"
76;14880;"Clinical Journal of Pain";journal;"07498047";1,282;Q1;113;144;395;6498;1201;374;2,94;45,13;United States;"Lippincott Williams & Wilkins Ltd.";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1)"
77;19700174913;"Therapeutic Advances in Neurological Disorders";journal;"17562856, 17562864";1,267;Q1;35;25;90;1144;363;83;4,19;45,76;United Kingdom;"SAGE Publications";"Neurology (clinical) (Q1); Pharmacology (Q1); Neurology (Q2)"
78;14314;"Otology and Neurotology";journal;"15317129";1,260;Q1;90;366;979;7519;1781;854;1,99;20,54;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Otorhinolaryngology (Q1); Sensory Systems (Q2)"
79;12266;"Journal of Spinal Disorders and Techniques";journal;"15360652, 15392465";1,241;Q1;82;120;340;3034;798;337;2,13;25,28;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Orthopedics and Sports Medicine (Q1); Surgery (Q1)"
80;17309;"Neuroradiology";journal;"14321920, 00283940";1,235;Q1;86;142;473;3870;1320;424;3,10;27,25;Germany;"Springer Verlag";"Cardiology and Cardiovascular Medicine (Q1); Neurology (clinical) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
81;17976;"Neuromuscular Disorders";journal;"09608966";1,230;Q1;85;136;486;3981;1221;388;3,05;29,27;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Genetics (clinical) (Q2); Neurology (Q2)"
82;19831;"Sleep and Breathing";journal;"15209512, 15221709";1,218;Q1;53;113;490;3247;1238;438;2,95;28,73;Germany;"Springer Verlag";"Neurology (clinical) (Q1); Otorhinolaryngology (Q1)"
83;14990;"Current Neuropharmacology";journal;"1570159";1,212;Q1;53;44;170;5733;571;160;3,87;130,30;United Arab Emirates;"Bentham Science Publishers";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1); Neurology (Q2)"
84;21100787785;"Journal of Neurodegenerative Diseases";journal;"20908601, 2090858";1,212;Q1;1;2;1;67;1;1;1,00;33,50;United States;"Hindawi Publishing Corporation";"Neurology (clinical) (Q1); Neurology (Q2)"
85;21100215180;"Neurology Research International";journal;"20901852, 20901860";1,207;Q1;23;24;112;833;340;105;3,44;34,71;Egypt;"Hindawi Publishing Corporation";"Neurology (clinical) (Q1); Neurology (Q2)"
86;16820;"Journal of the Neurological Sciences";journal;"0022510";1,205;Q1;120;655;1252;19713;3639;1174;2,97;30,10;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Neurology (Q2)"
87;16749;"Journal of Neuroimmunology";journal;"01655728";1,202;Q1;127;209;616;8794;1861;599;2,89;42,08;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Immunology (Q2); Immunology and Allergy (Q2); Neurology (Q2)"
88;21100212316;"Frontiers in Neurology";journal;"16642295";1,166;Q2;41;259;464;15698;1508;448;3,52;60,61;Switzerland;"Frontiers Media S.A.";"Neurology (Q2); Neurology (clinical) (Q2)"
89;17548;"Acta Neurologica Scandinavica";journal;"00016314, 16000404";1,165;Q2;84;133;485;4161;1226;421;2,81;31,29;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
90;20041;"Neurourology and Urodynamics";journal;"15206777, 07332467";1,155;Q2;79;159;514;4053;1217;444;2,56;25,49;United States;"John Wiley & Sons Inc.";"Urology (Q1); Neurology (clinical) (Q2)"
91;21100235630;"Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration";journal;"21678421, 21679223";1,142;Q2;60;101;363;3113;742;328;2,48;30,82;United Kingdom;"Informa Healthcare";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
92;14258;"BMC Neurology";journal;"14712377";1,138;Q2;59;255;533;8650;1612;529;2,68;33,92;United Kingdom;"BioMed Central";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2)"
93;12218;"Journal of Head Trauma Rehabilitation";journal;"08859701, 1550509";1,134;Q2;85;84;180;3914;546;168;2,89;46,60;United States;"Lippincott Williams & Wilkins Ltd.";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Neurology (clinical) (Q2)"
94;19700177307;"Parkinson's Disease";journal;"20908083, 20420080";1,126;Q2;32;30;198;1050;627;186;3,07;35,00;Egypt;"Hindawi Publishing Corporation";"Psychiatry and Mental Health (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
95;12736;"Journal of Clinical and Experimental Neuropsychology";journal;"1744411, 13803395";1,117;Q2;94;94;300;4881;796;298;2,38;51,93;United Kingdom;"Taylor & Francis";"Clinical Psychology (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
96;5700155920;"Focus on Autism and Other Developmental Disabilities";journal;"15384829, 10883576";1,115;Q2;51;27;74;1128;154;70;1,88;41,78;United States;"SAGE Publications Inc.";"Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1); Cognitive Neuroscience (Q2); Neurology (Q2); Neurology (clinical) (Q2)"
97;19015;"Metabolic Brain Disease";journal;"08857490, 15737365";1,112;Q2;57;154;206;6310;638;198;3,14;40,97;United States;"Kluwer Academic/Plenum Publishers";"Biochemistry (Q2); Neurology (clinical) (Q2); Cellular and Molecular Neuroscience (Q3)"
98;13163;"Epilepsy and Behavior";journal;"15255050, 15255069";1,104;Q2;88;464;1133;16158;2702;1001;2,62;34,82;United States;"Elsevier Inc.";"Behavioral Neuroscience (Q2); Neurology (Q2); Neurology (clinical) (Q2)"
99;3900148612;"Journal of Clinical Sleep Medicine";journal;"15509389, 15509397";1,103;Q2;73;232;479;6041;1383;389;3,43;26,04;United States;"The American Academy of Sleep Medicine";"Pulmonary and Respiratory Medicine (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
100;18500161700;"Pain Medicine";journal;"15264637, 15262375";1,101;Q2;81;305;776;9624;1782;596;2,73;31,55;United Kingdom;"Oxford University Press";"Anesthesiology and Pain Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2)"
101;145175;"Neurosurgical Focus";journal;"10920684";1,081;Q2;75;260;511;7019;1253;438;2,56;27,00;United States;"American Association of Neurological Surgeons";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
102;16834;"Journal of the Peripheral Nervous System";journal;"10859489, 15298027";1,079;Q2;60;59;189;1536;521;162;2,89;26,03;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
103;15300154855;"Journal of Neural Transmission";journal;"03009564";1,071;Q2;96;178;578;9618;1626;549;2,72;54,03;Germany;"Springer Verlag";"Psychiatry and Mental Health (Q1); Neurology (Q2); Neurology (clinical) (Q2); Biological Psychiatry (Q3)"
104;16075;"Headache";journal;"15264610, 00178748";1,069;Q2;105;313;749;6591;1584;491;3,26;21,06;United Kingdom;"Blackwell Publishing Inc.";"Neurology (Q2); Neurology (clinical) (Q2)"
105;21370;"Expert Review of Neurotherapeutics";journal;"14737175";1,069;Q2;63;148;486;13542;1400;440;3,14;91,50;United Kingdom;"Taylor & Francis";"Pharmacology (medical) (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
106;19700201513;"Journal of NeuroInterventional Surgery";journal;"17598486, 17598478";1,065;Q2;32;211;478;4113;954;410;2,46;19,49;United Kingdom;"BMJ Publishing Group";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
107;16714;"Journal of Headache and Pain";journal;"11292377, 11292369";1,064;Q2;48;90;320;2998;893;277;3,17;33,31;Germany;"Springer Verlag";"Anesthesiology and Pain Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2)"
108;16202;"International Review of Neurobiology";book series;"00747742";1,036;Q2;69;66;226;8917;562;205;2,39;135,11;United States;"Elsevier Inc.";"Neurology (clinical) (Q2); Cellular and Molecular Neuroscience (Q3)"
109;16726;"Journal of Intellectual Disability Research";journal;"13652788, 09642633";1,035;Q2;89;100;299;4357;655;284;1,85;43,57;United Kingdom;"Blackwell Publishing Inc.";"Arts and Humanities (miscellaneous) (Q1); Psychiatry and Mental Health (Q1); Rehabilitation (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
