Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2011);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
66;17500155152;"American Journal on Intellectual and Developmental Disabilities";journal;"19447515, 19447558";1,303;Q1;74;36;112;1579;324;100;2,55;43,86;United States;"American Association on Intellectual and Developmental Disabilities";"Arts and Humanities (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1); Developmental and Educational Psychology (Q2); Neuropsychology and Physiological Psychology (Q2)"
67;3900148612;"Journal of Clinical Sleep Medicine";journal;"15509389, 15509397";1,279;Q1;73;140;302;3026;1007;239;3,80;21,61;United States;"The American Academy of Sleep Medicine";"Neurology (clinical) (Q1); Pulmonary and Respiratory Medicine (Q1); Neurology (Q2)"
68;29954;"Journal of Neuro-Oncology";journal;"15737373, 0167594";1,278;Q1;102;402;790;13691;2502;740;3,36;34,06;Netherlands;"Kluwer Academic Publishers";"Neurology (clinical) (Q1); Oncology (Q1); Cancer Research (Q2); Neurology (Q2)"
69;16749;"Journal of Neuroimmunology";journal;"01655728";1,271;Q1;127;233;744;10918;2445;700;3,36;46,86;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Immunology (Q2); Immunology and Allergy (Q2); Neurology (Q2)"
70;18572;"Parkinsonism and Related Disorders";journal;"13538020";1,269;Q1;79;199;602;4451;1843;517;3,71;22,37;Netherlands;"Elsevier BV";"Geriatrics and Gerontology (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
71;32816;"Neural Plasticity";journal;"07928483, 16875443";1,268;Q1;50;36;46;3693;93;44;2,11;102,58;Egypt;"Hindawi Publishing Corporation";"Neurology (clinical) (Q1); Neurology (Q2)"
72;25336;"Neurodegenerative Diseases";journal;"16602862, 16602854";1,258;Q1;49;59;162;2167;565;155;3,43;36,73;Switzerland;"S. Karger AG";"Neurology (clinical) (Q1); Neurology (Q2)"
73;14333;"Thalamus and Related Systems";journal;"14729288, 17448107";1,257;Q1;20;0;6;0;9;6;0,00;0,00;United Kingdom;"Cambridge University Press";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q2)"
74;16726;"Journal of Intellectual Disability Research";journal;"13652788, 09642633";1,229;Q1;89;107;306;4025;835;290;2,77;37,62;United Kingdom;"Blackwell Publishing Inc.";"Arts and Humanities (miscellaneous) (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Rehabilitation (Q1); Neurology (Q2)"
75;17976;"Neuromuscular Disorders";journal;"09608966";1,229;Q1;85;166;428;6461;1102;385;2,85;38,92;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Genetics (clinical) (Q2); Neurology (Q2)"
76;14880;"Clinical Journal of Pain";journal;"07498047";1,216;Q1;113;116;379;4708;1438;344;3,65;40,59;United States;"Lippincott Williams & Wilkins Ltd.";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1)"
77;19700174935;"Alzheimer's Research and Therapy";journal;"17589193";1,211;Q1;43;36;34;1504;109;23;4,74;41,78;United Kingdom;"BioMed Central";"Neurology (clinical) (Q1); Cognitive Neuroscience (Q2); Neurology (Q2)"
78;15300154855;"Journal of Neural Transmission";journal;"03009564";1,173;Q1;96;193;558;8493;1700;540;3,10;44,01;Germany;"Springer Verlag";"Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2); Neurology (Q2)"
79;21370;"Expert Review of Neurotherapeutics";journal;"14737175";1,162;Q1;63;180;497;13730;1683;408;4,32;76,28;United Kingdom;"Taylor & Francis";"Neurology (clinical) (Q1); Pharmacology (medical) (Q1); Neuroscience (miscellaneous) (Q2)"
80;145175;"Neurosurgical Focus";journal;"10920684";1,162;Q1;75;168;523;5867;1476;466;2,86;34,92;United States;"American Association of Neurological Surgeons";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Surgery (Q1)"
81;19884;"Spinal Cord";journal;"13624393, 14765624";1,157;Q1;93;218;516;4484;1101;436;2,44;20,57;United Kingdom;"Nature Publishing Group";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
82;16820;"Journal of the Neurological Sciences";journal;"0022510";1,156;Q1;120;433;1266;14296;3494;1194;2,87;33,02;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Neurology (Q2)"
83;15514;"Epilepsy Research";journal;"09201211";1,151;Q1;104;173;550;6294;1489;526;2,75;36,38;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Neurology (Q2)"
84;37369;"Journal of Neurosurgery: Spine";journal;"15475646, 15475654";1,131;Q2;78;273;724;6393;1259;572;2,01;23,42;United States;"American Association of Neurological Surgeons";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
85;12218;"Journal of Head Trauma Rehabilitation";journal;"08859701, 1550509";1,126;Q2;85;47;167;2261;476;143;3,76;48,11;United States;"Lippincott Williams & Wilkins Ltd.";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Neurology (clinical) (Q2)"
86;14258;"BMC Neurology";journal;"14712377";1,093;Q2;59;157;247;6104;772;246;2,82;38,88;United Kingdom;"BioMed Central";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2)"
87;22302;"Stereotactic and Functional Neurosurgery";journal;"10116125, 14230372";1,081;Q2;56;53;167;1495;364;153;2,20;28,21;Switzerland;"S. Karger AG";"Surgery (Q1); Neurology (clinical) (Q2)"
88;14897;"Journal of Electromyography and Kinesiology";journal;"10506411";1,075;Q2;85;147;460;5460;1038;452;2,07;37,14;Netherlands;"Elsevier BV";"Biophysics (Q2); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2); Sports Science (Q2)"
89;17997;"Neurophysiologie Clinique";journal;"09877053";1,071;Q2;54;16;104;965;280;86;2,82;60,31;Netherlands;"Elsevier Masson";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2); Physiology (medical) (Q2)"
90;13163;"Epilepsy and Behavior";journal;"15255050, 15255069";1,069;Q2;88;406;937;14667;2441;838;2,74;36,13;United States;"Elsevier Inc.";"Neurology (Q2); Neurology (clinical) (Q2); Behavioral Neuroscience (Q3)"
91;16762;"Journal of Neuropsychiatry and Clinical Neurosciences";journal;"15457222, 08950172";1,056;Q2;97;186;366;3028;611;165;3,29;16,28;United States;"American Psychiatric Publishing, Inc.";"Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1); Neurology (clinical) (Q2)"
92;18634;"Progress in Neurological Surgery";journal;"00796492";1,038;Q2;20;22;67;771;127;60;1,96;35,05;Switzerland;"S. Karger AG";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
93;15771;"Muscle and Nerve";journal;"10974598, 0148639";1,034;Q2;129;345;853;8712;2006;701;2,85;25,25;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q2); Physiology (Q2); Physiology (medical) (Q2); Cellular and Molecular Neuroscience (Q3)"
94;16834;"Journal of the Peripheral Nervous System";journal;"10859489, 15298027";1,029;Q2;60;69;126;1889;331;93;3,44;27,38;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
95;16102;"Human Psychopharmacology";journal;"08856222, 10991077";0,997;Q2;68;87;239;3281;815;227;3,23;37,71;United States;"John Wiley & Sons Inc.";"Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
96;22097;"Neurosurgical Review";journal;"03445607, 14372320";0,994;Q2;52;173;453;2408;397;164;2,23;13,92;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
97;16202;"International Review of Neurobiology";book series;"00747742";0,993;Q2;69;82;222;9324;583;202;2,87;113,71;United States;"Elsevier Inc.";"Neurology (clinical) (Q2); Cellular and Molecular Neuroscience (Q3)"
98;130054;"Neurocritical Care";journal;"15416933, 15560961";0,987;Q2;59;169;439;5238;1113;375;2,92;30,99;United States;"Humana Press, Inc.";"Critical Care and Intensive Care Medicine (Q1); Neurology (clinical) (Q2)"
99;12736;"Journal of Clinical and Experimental Neuropsychology";journal;"1744411, 13803395";0,964;Q2;94;106;288;5697;696;285;2,36;53,75;United Kingdom;"Taylor & Francis";"Clinical Psychology (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
100;14320;"Brain and Development";journal;"03877604";0,943;Q2;74;149;402;3471;930;381;2,54;23,30;Netherlands;"Elsevier BV";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2); Developmental Neuroscience (Q3)"
101;14287;"Behavioural Neurology";journal;"09534180";0,941;Q2;39;36;128;1771;240;121;2,09;49,19;Netherlands;"Hindawi Publishing Corporation";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2); Neuropsychology and Physiological Psychology (Q2)"
102;11200153402;"Journal of Neurosurgery: Pediatrics";journal;"19330715, 19330707";0,939;Q2;48;248;701;5820;1123;552;1,87;23,47;United States;"American Association of Neurological Surgeons";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
103;21100307455;"Journal of oral & facial pain and headache";journal;"23330376, 23330384";0,937;Q2;35;41;98;1687;223;76;2,93;41,15;United States;"Quintessence Publishing Company";"Anesthesiology and Pain Medicine (Q1); Dentistry (miscellaneous) (Q1); Neurology (clinical) (Q2)"
104;16785;"Journal of NeuroVirology";journal;"13550284, 15382443";0,932;Q2;76;67;180;2330;423;171;2,33;34,78;United Kingdom;"Taylor and Francis Ltd";"Neurology (Q2); Neurology (clinical) (Q2); Virology (Q2); Cellular and Molecular Neuroscience (Q4)"
105;17526;"Neurologic Clinics";journal;"07338619";0,929;Q2;70;65;194;5591;564;179;3,15;86,02;United Kingdom;"W. B. Saunders Co., Ltd.";"Neurology (clinical) (Q2)"
106;14991;"European Journal of Paediatric Neurology";journal;"10903798";0,895;Q2;54;97;263;2689;641;253;2,73;27,72;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2)"
107;17548;"Acta Neurologica Scandinavica";journal;"00016314, 16000404";0,894;Q2;84;163;464;5471;1133;397;2,82;33,56;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
108;14183;"Aphasiology";journal;"14645041, 02687038";0,885;Q2;57;89;247;4218;429;237;1,52;47,39;United Kingdom;"Taylor & Francis";"Language and Linguistics (Q1); Linguistics and Language (Q1); LPN and LVN (Q1); Otorhinolaryngology (Q1); Developmental and Educational Psychology (Q2); Neurology (Q2); Neurology (clinical) (Q2)"
109;14386;"CNS Spectrums";journal;"10928529";0,874;Q2;69;30;449;1210;994;342;2,48;40,33;United Kingdom;"Cambridge University Press";"Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
110;16075;"Headache";journal;"15264610, 00178748";0,872;Q2;105;281;1146;6253;1509;586;2,66;22,25;United Kingdom;"Blackwell Publishing Inc.";"Neurology (Q2); Neurology (clinical) (Q2)"
111;19400158804;"Translational Stroke Research";journal;"18684483";0,865;Q2;33;75;40;4393;76;31;2,45;58,57;United States;"Springer New York LLC";"Cardiology and Cardiovascular Medicine (Q2); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
