Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2009);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
31;20041;"Neurourology and Urodynamics";journal;"15206777, 07332467";1,697;Q1;79;132;419;2761;1007;337;3,01;20,92;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q1); Urology (Q1)"
32;14945;"Cortex";journal;"00109452";1,694;Q1;93;141;407;6770;1299;349;4,11;48,01;France;"Masson Publishing";"Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Neurology (Q1); Neurology (clinical) (Q1); Neuropsychology and Physiological Psychology (Q1); Cognitive Neuroscience (Q2)"
33;12235;"Journal of Neurotrauma";journal;"08977151";1,670;Q1;127;223;479;11067;2057;453;4,14;49,63;United States;"Mary Ann Liebert Inc.";"Neurology (clinical) (Q1)"
34;15987;"Journal of Pain";journal;"15265900";1,650;Q1;102;134;398;7685;1824;363;4,69;57,35;United States;"Churchill Livingstone";"Anesthesiology and Pain Medicine (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
35;14900;"Clinical Neurophysiology";journal;"13882457";1,621;Q1;157;293;970;11664;3279;865;3,56;39,81;Netherlands;"Elsevier BV";"Neurology (Q1); Neurology (clinical) (Q1); Physiology (medical) (Q1); Sensory Systems (Q1)"
36;14987;"Developmental Medicine and Child Neurology";journal;"00121622, 14698749";1,596;Q1;125;232;720;4934;1895;481;3,83;21,27;United States;"Wiley-Blackwell";"Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Developmental Neuroscience (Q2)"
37;14841;"Cephalalgia";journal;"14682982, 03331024";1,587;Q1;111;196;690;5866;2065;580;3,44;29,93;United States;"SAGE Publications";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1)"
38;14853;"Cerebellum";journal;"14734222, 14734230";1,576;Q1;57;59;165;2960;496;148;3,46;50,17;United States;"Springer New York";"Medicine (miscellaneous) (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
39;14857;"Cerebrovascular Diseases";journal;"10159770, 14219786";1,525;Q1;92;257;601;7937;1974;555;3,62;30,88;Switzerland;"S. Karger AG";"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
40;25336;"Neurodegenerative Diseases";journal;"16602862, 16602854";1,524;Q1;49;20;195;1368;711;189;3,77;68,40;Switzerland;"S. Karger AG";"Neurology (Q1); Neurology (clinical) (Q1)"
41;17309;"Neuroradiology";journal;"14321920, 00283940";1,472;Q1;86;104;388;2541;1123;361;3,19;24,43;Germany;"Springer Verlag";"Cardiology and Cardiovascular Medicine (Q1); Neurology (clinical) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
42;17990;"Neuropathology and Applied Neurobiology";journal;"03051846, 13652990";1,457;Q1;82;61;204;2423;590;189;3,11;39,72;United Kingdom;"Blackwell Publishing Inc.";"Histology (Q1); Neurology (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Physiology (medical) (Q2)"
43;16790;"Journal of Pain and Symptom Management";journal;"08853924";1,449;Q1;124;219;542;6408;1639;413;3,55;29,26;Netherlands;"Elsevier BV";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1); Nursing (miscellaneous) (Q1)"
44;16188;"Journal of the International Neuropsychological Society";journal;"14697661, 13556177";1,441;Q1;111;114;331;5146;1013;305;3,01;45,14;United Kingdom;"Cambridge University Press";"Clinical Psychology (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Neuroscience (miscellaneous) (Q2)"
45;16075;"Headache";journal;"15264610, 00178748";1,440;Q1;105;341;1196;5841;2017;637;2,95;17,13;United Kingdom;"Blackwell Publishing Inc.";"Neurology (clinical) (Q1); Neurology (Q2)"
46;16202;"International Review of Neurobiology";book series;"00747742";1,427;Q1;69;117;208;8365;628;188;4,85;71,50;United States;"Elsevier Inc.";"Neurology (clinical) (Q1); Cellular and Molecular Neuroscience (Q2)"
47;17408;"Multiple Sclerosis";journal;"13524585, 14770970";1,426;Q1;106;225;522;6316;1643;468;3,31;28,07;United States;"SAGE Publications";"Neurology (clinical) (Q1); Neurology (Q2)"
48;14314;"Otology and Neurotology";journal;"15317129";1,424;Q1;90;222;687;4306;1252;617;2,00;19,40;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Otorhinolaryngology (Q1); Sensory Systems (Q2)"
49;14346;"Brain Research";journal;"00068993";1,414;Q1;183;1068;3856;51797;10826;3814;2,68;48,50;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Developmental Biology (Q2); Molecular Biology (Q2); Neuroscience (miscellaneous) (Q2)"
50;18069;"Neurosurgery";journal;"0148396";1,394;Q1;176;1838;5111;16476;4614;1615;2,50;8,96;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Surgery (Q1)"
51;17494;"Neuroepidemiology";journal;"02515350, 14230208";1,383;Q1;74;85;223;2036;572;199;2,67;23,95;Switzerland;"S. Karger AG";"Neurology (clinical) (Q1); Epidemiology (Q2)"
52;16749;"Journal of Neuroimmunology";journal;"01655728";1,365;Q1;127;226;799;9715;2381;758;3,10;42,99;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Immunology (Q2); Immunology and Allergy (Q2); Neurology (Q2)"
53;16767;"Journal of Neurosurgery";journal;"00223085";1,364;Q1;184;442;1700;10761;3902;1380;2,76;24,35;United States;"American Association of Neurological Surgeons";"Neurology (clinical) (Q1); Surgery (Q1)"
54;17700156408;"Nature Reviews Neurology";journal;"17594758, 17594766";1,341;Q1;113;200;445;4885;1166;384;2,86;24,43;United Kingdom;"Nature Publishing Group";"Neurology (clinical) (Q1); Cellular and Molecular Neuroscience (Q3)"
55;12218;"Journal of Head Trauma Rehabilitation";journal;"08859701, 1550509";1,312;Q1;85;61;161;2159;554;149;2,55;35,39;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1)"
56;15576;"European Neuropsychopharmacology";journal;"0924977";1,309;Q1;96;111;316;5111;1106;309;3,53;46,05;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2); Neurology (Q2)"
57;14880;"Clinical Journal of Pain";journal;"07498047";1,301;Q1;113;134;364;4353;1467;337;4,09;32,49;United States;"Lippincott Williams & Wilkins Ltd.";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1)"
58;16751;"Journal of Neurology";journal;"03405354";1,277;Q1;118;394;1245;9942;2768;823;3,20;25,23;Germany;"Dr. Dietrich Steinkopff Verlag";"Neurology (clinical) (Q1); Neurology (Q2)"
59;11700154204;"Brain Stimulation";journal;"1935861";1,269;Q1;55;38;40;1279;103;28;3,68;33,66;Netherlands;"Elsevier BV";"Biophysics (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q2)"
60;17976;"Neuromuscular Disorders";journal;"09608966";1,265;Q1;85;145;392;3144;960;361;2,70;21,68;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Genetics (clinical) (Q2); Neurology (Q2)"
61;13070;"Spine Journal";journal;"15299430";1,244;Q1;88;229;442;5519;1100;380;2,95;24,10;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Surgery (Q1)"
62;15549;"European Journal of Neurology";journal;"13515101, 14681331";1,243;Q1;109;304;1021;6891;2712;725;3,01;22,67;United Kingdom;"Blackwell Publishing Inc.";"Neurology (clinical) (Q1); Neurology (Q2)"
63;16762;"Journal of Neuropsychiatry and Clinical Neurosciences";journal;"15457222, 08950172";1,234;Q1;97;110;307;2455;561;167;2,90;22,32;United States;"American Psychiatric Publishing, Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1)"
64;14258;"BMC Neurology";journal;"14712377";1,225;Q1;59;66;142;2330;444;141;2,77;35,30;United Kingdom;"BioMed Central";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1)"
65;12266;"Journal of Spinal Disorders and Techniques";journal;"15360652, 15392465";1,225;Q1;82;104;338;2614;675;330;1,74;25,13;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Orthopedics and Sports Medicine (Q1); Surgery (Q1)"
66;20106;"CNS Drugs";journal;"11727047";1,217;Q1;96;88;249;6971;1074;221;4,90;79,22;United Kingdom;"Adis International Ltd.";"Neurology (clinical) (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1)"
67;17500155152;"American Journal on Intellectual and Developmental Disabilities";journal;"19447515, 19447558";1,216;Q1;74;36;119;1483;320;107;2,90;41,19;United States;"American Association on Intellectual and Developmental Disabilities";"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1); Neuropsychology and Physiological Psychology (Q2)"
68;14333;"Thalamus and Related Systems";journal;"14729288, 17448107";1,210;Q1;20;0;6;0;6;6;1,00;0,00;United Kingdom;"Cambridge University Press";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q2)"
69;16726;"Journal of Intellectual Disability Research";journal;"13652788, 09642633";1,209;Q1;89;99;304;3750;787;285;2,42;37,88;United Kingdom;"Blackwell Publishing Inc.";"Arts and Humanities (miscellaneous) (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Rehabilitation (Q1); Neurology (Q2)"
70;16834;"Journal of the Peripheral Nervous System";journal;"10859489, 15298027";1,183;Q1;60;41;127;1137;323;91;3,81;27,73;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q2)"
71;14903;"Clinical Neuroscience Research";journal;"15662772";1,181;Q1;32;0;30;0;89;27;0,00;0,00;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2); Neurology (Q2); Neuropsychology and Physiological Psychology (Q2)"
72;19386;"Seminars in Pediatric Neurology";journal;"10719091";1,171;Q1;51;32;108;2080;319;90;2,51;65,00;United Kingdom;"W. B. Saunders Co., Ltd.";"Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1)"
73;3900148612;"Journal of Clinical Sleep Medicine";journal;"15509389, 15509397";1,148;Q1;73;101;300;2808;870;223;4,40;27,80;United States;"The American Academy of Sleep Medicine";"Neurology (clinical) (Q1); Pulmonary and Respiratory Medicine (Q1); Neurology (Q2)"
74;16820;"Journal of the Neurological Sciences";journal;"0022510";1,147;Q1;120;494;1081;14795;2971;1024;2,72;29,95;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Neurology (Q2)"
75;17548;"Acta Neurologica Scandinavica";journal;"00016314, 16000404";1,139;Q1;84;154;507;4479;1398;464;2,74;29,08;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
76;15514;"Epilepsy Research";journal;"09201211";1,127;Q2;104;186;501;6712;1433;480;2,71;36,09;Netherlands;"Elsevier BV";"Neurology (Q2); Neurology (clinical) (Q2)"
77;29549;"Journal of Geriatric Psychiatry and Neurology";journal;"08919887";1,121;Q2;62;31;95;1202;252;92;2,52;38,77;United States;"SAGE Publications";"Geriatrics and Gerontology (Q1); Psychiatry and Mental Health (Q1); Neurology (clinical) (Q2)"
78;29954;"Journal of Neuro-Oncology";journal;"15737373, 0167594";1,110;Q2;102;268;717;9182;1944;659;3,05;34,26;Netherlands;"Kluwer Academic Publishers";"Cancer Research (Q2); Neurology (Q2); Neurology (clinical) (Q2); Oncology (Q2)"
79;14352;"Brain Topography";journal;"08960267, 15736792";1,105;Q2;60;37;68;1536;155;65;2,50;41,51;United States;"Kluwer Academic/Plenum Publishers";"Anatomy (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
80;15771;"Muscle and Nerve";journal;"10974598, 0148639";1,101;Q2;129;287;690;7714;1844;618;2,67;26,88;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q2); Physiology (Q2); Physiology (medical) (Q2); Cellular and Molecular Neuroscience (Q3)"
81;13163;"Epilepsy and Behavior";journal;"15255050, 15255069";1,098;Q2;88;382;627;12947;1765;580;3,07;33,89;United States;"Elsevier Inc.";"Neurology (Q2); Neurology (clinical) (Q2); Behavioral Neuroscience (Q3)"
82;16737;"Journal of Neural Transmission, Supplement";journal;"03036995";1,086;Q2;63;30;142;2894;464;139;3,00;96,47;Germany;"Springer Verlag";"Psychiatry and Mental Health (Q1); Neurology (Q2); Neurology (clinical) (Q2); Biological Psychiatry (Q3)"
83;18572;"Parkinsonism and Related Disorders";journal;"13538020";1,050;Q2;79;242;444;7115;1009;405;2,34;29,40;Netherlands;"Elsevier BV";"Geriatrics and Gerontology (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
84;14990;"Current Neuropharmacology";journal;"1570159";1,038;Q2;53;35;82;3841;193;79;2,08;109,74;United Arab Emirates;"Bentham Science Publishers";"Medicine (miscellaneous) (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1); Neurology (Q2); Neurology (clinical) (Q2); Pharmacology (Q2)"
85;19380;"Seizure : the journal of the British Epilepsy Association";journal;"10591311";1,035;Q2;74;148;331;3971;885;305;2,64;26,83;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
86;19831;"Sleep and Breathing";journal;"15209512, 15221709";0,989;Q2;53;68;129;1718;322;118;2,72;25,26;Germany;"Springer Verlag";"Otorhinolaryngology (Q1); Neurology (clinical) (Q2)"
87;3600148102;"Alzheimer's and Dementia";journal;"15525260, 15525279";0,986;Q2;84;74;226;2145;604;179;4,10;28,99;Netherlands;"Elsevier BV";"Geriatrics and Gerontology (Q1); Health Policy (Q1); Psychiatry and Mental Health (Q1); Developmental Neuroscience (Q2); Epidemiology (Q2); Neurology (clinical) (Q2); Cellular and Molecular Neuroscience (Q3)"
88;16785;"Journal of NeuroVirology";journal;"13550284, 15382443";0,982;Q2;76;52;193;2011;472;185;2,30;38,67;United Kingdom;"Taylor and Francis Ltd";"Neurology (Q2); Neurology (clinical) (Q2); Virology (Q2); Cellular and Molecular Neuroscience (Q3)"
89;15300154855;"Journal of Neural Transmission";journal;"03009564";0,975;Q2;96;195;595;10111;1552;586;2,46;51,85;Germany;"Springer Verlag";"Psychiatry and Mental Health (Q1); Neurology (Q2); Neurology (clinical) (Q2); Biological Psychiatry (Q3)"
90;37369;"Journal of Neurosurgery: Spine";journal;"15475646, 15475654";0,975;Q2;78;229;684;5811;1208;581;1,93;25,38;United States;"American Association of Neurological Surgeons";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
91;14989;"Current Neurology and Neuroscience Reports";journal;"15284042, 15346293";0,966;Q2;59;68;207;3185;521;192;2,78;46,84;United States;"Current Science Inc.";"Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
92;19884;"Spinal Cord";journal;"13624393, 14765624";0,962;Q2;93;177;445;3328;941;382;2,37;18,80;United Kingdom;"Nature Publishing Group";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
93;12736;"Journal of Clinical and Experimental Neuropsychology";journal;"1744411, 13803395";0,946;Q2;94;91;272;4239;623;268;2,00;46,58;United Kingdom;"Taylor & Francis";"Clinical Psychology (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
94;145175;"Neurosurgical Focus";journal;"10920684";0,938;Q2;75;154;514;6923;1232;490;2,20;44,95;United States;"American Association of Neurological Surgeons";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
95;14959;"Critical Reviews in Neurobiology";journal;"08920915";0,937;Q2;57;0;26;0;45;26;0,83;0,00;United States;"Begell House";"Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2); Physiology (Q2); Physiology (medical) (Q2)"
96;130054;"Neurocritical Care";journal;"15416933, 15560961";0,933;Q2;59;175;300;4755;674;270;2,23;27,17;United States;"Humana Press, Inc.";"Critical Care and Intensive Care Medicine (Q1); Neurology (clinical) (Q2)"
97;14897;"Journal of Electromyography and Kinesiology";journal;"10506411";0,933;Q2;85;186;262;6954;593;259;2,17;37,39;Netherlands;"Elsevier BV";"Biophysics (Q2); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2); Sports Science (Q2)"
98;19384;"Seminars in Neurology";journal;"10989021, 02718235";0,908;Q2;63;57;192;3551;445;160;3,20;62,30;United States;"Thieme Medical Publishers";"Neurology (Q2); Neurology (clinical) (Q2)"
99;14255;"Autonomic Neuroscience: Basic and Clinical";journal;"15660702";0,907;Q2;73;129;296;5442;680;288;1,93;42,19;Netherlands;"Elsevier BV";"Endocrine and Autonomic Systems (Q2); Neurology (clinical) (Q2); Cellular and Molecular Neuroscience (Q4)"
100;16747;"Journal of Neuroimaging";journal;"10512284";0,901;Q2;56;91;213;1787;433;199;1,99;19,64;United States;"Wiley-Blackwell";"Medicine (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Neurology (clinical) (Q2)"
101;22097;"Neurosurgical Review";journal;"03445607, 14372320";0,889;Q2;52;143;290;2220;295;151;1,81;15,52;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
102;14386;"CNS Spectrums";journal;"10928529";0,863;Q2;69;156;561;3702;979;445;2,04;23,73;United Kingdom;"Cambridge University Press";"Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
103;20602;"Clinical Neuropharmacology";journal;"03625664";0,856;Q2;72;98;183;2350;494;166;3,01;23,98;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q2); Pharmacology (Q2); Pharmacology (medical) (Q2)"
104;20412;"Acta Neurochirurgica";journal;"09420940, 00016268";0,852;Q2;81;386;886;6469;1039;552;1,53;16,76;Germany;"Springer Verlag";"Surgery (Q1); Neurology (clinical) (Q2)"
105;17526;"Neurologic Clinics";journal;"07338619";0,851;Q2;70;56;184;4959;533;169;3,31;88,55;United Kingdom;"W. B. Saunders Co., Ltd.";"Neurology (clinical) (Q2)"
106;17940;"Neurological Research";journal;"01616412";0,848;Q2;70;172;467;4538;904;451;1,48;26,38;United Kingdom;"Maney Publishing";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
107;18019;"NeuroRehabilitation";journal;"10538135";0,846;Q2;53;82;153;2651;355;141;2,35;32,33;Netherlands;"IOS Press";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Neurology (clinical) (Q2)"
108;17306;"Neuroimaging Clinics of North America";journal;"10525149";0,807;Q2;50;52;150;2698;282;120;2,10;51,88;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
109;14340;"Brain Injury";journal;"02699052, 1362301";0,788;Q2;89;128;416;5010;881;410;1,93;39,14;United Kingdom;"Taylor & Francis";"Developmental and Educational Psychology (Q2); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q3)"
110;21100235630;"Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration";journal;"21678421, 21679223";0,787;Q2;60;111;228;3514;346;200;1,98;31,66;United Kingdom;"Informa Healthcare";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
111;21370;"Expert Review of Neurotherapeutics";journal;"14737175";0,775;Q2;63;149;523;13586;1261;466;2,78;91,18;United Kingdom;"Taylor & Francis";"Neurology (clinical) (Q2); Pharmacology (medical) (Q2); Neuroscience (miscellaneous) (Q3)"
112;16102;"Human Psychopharmacology";journal;"08856222, 10991077";0,758;Q2;68;76;217;3679;544;205;2,68;48,41;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q2); Pharmacology (medical) (Q2); Psychiatry and Mental Health (Q2); Neurology (Q3)"
