Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2004);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
16;14993;"Current Opinion in Neurology";journal;"13507540, 14736551";1,613;Q1;107;108;332;4736;1262;314;3,86;43,85;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (Q1); Neurology (clinical) (Q1)"
17;17407;"Movement Disorders";journal;"15318257, 08853185";1,577;Q1;166;329;876;8951;2708;798;3,32;27,21;United States;"John Wiley & Sons Inc.";"Neurology (Q1); Neurology (clinical) (Q1)"
18;15510;"Epilepsia";journal;"00139580, 15281167";1,485;Q1;168;301;1050;8740;3411;965;3,28;29,04;United Kingdom;"Blackwell Publishing Inc.";"Neurology (Q1); Neurology (clinical) (Q1)"
19;18069;"Neurosurgery";journal;"0148396";1,478;Q1;176;502;1349;7224;3326;1130;2,73;14,39;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Surgery (Q1)"
20;20028;"American Journal of Neuroradiology";journal;"01956108";1,477;Q1;158;393;1163;7059;3145;997;2,83;17,96;United States;"American Society of Neuoradiology";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
21;16188;"Journal of the International Neuropsychological Society";journal;"14697661, 13556177";1,439;Q1;111;103;222;4919;642;214;2,68;47,76;United Kingdom;"Cambridge University Press";"Clinical Psychology (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
22;16757;"Journal of Neurology, Neurosurgery and Psychiatry";journal;"1468330, 00223050";1,439;Q1;182;510;1429;10749;3767;1037;3,41;21,08;United Kingdom;"BMJ Publishing Group";"Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Surgery (Q1)"
23;16760;"Journal of Neurology, Supplement";journal;"09391517";1,413;Q1;52;48;63;1221;266;60;3,36;25,44;Germany;"Springer Verlag";"Neurology (Q1); Neurology (clinical) (Q1)"
24;16767;"Journal of Neurosurgery";journal;"00223085";1,410;Q1;184;554;1701;14090;4314;1464;2,81;25,43;United States;"American Association of Neurological Surgeons";"Neurology (clinical) (Q1); Surgery (Q1)"
25;19830;"Sleep";journal;"01618105";1,401;Q1;175;217;356;8268;1348;317;4,24;38,10;United States;"Oxford University Press";"Neurology (clinical) (Q1); Physiology (medical) (Q1)"
26;16075;"Headache";journal;"15264610, 00178748";1,392;Q1;105;203;593;3383;1531;441;2,88;16,67;United Kingdom;"Blackwell Publishing Inc.";"Neurology (Q1); Neurology (clinical) (Q1)"
27;20106;"CNS Drugs";journal;"11727047";1,388;Q1;96;100;239;6775;1098;217;4,91;67,75;United Kingdom;"Adis International Ltd.";"Neurology (clinical) (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1)"
28;14987;"Developmental Medicine and Child Neurology";journal;"00121622, 14698749";1,372;Q1;125;155;512;4104;1113;406;2,58;26,48;United States;"Wiley-Blackwell";"Developmental Neuroscience (Q1); Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1)"
29;14880;"Clinical Journal of Pain";journal;"07498047";1,364;Q1;113;70;211;2663;820;185;4,54;38,04;United States;"Lippincott Williams & Wilkins Ltd.";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1)"
30;13068;"Spine";journal;"03622436";1,349;Q1;224;612;1967;13340;4971;1687;2,55;21,80;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1)"
31;17552;"Acta Neuropathologica";journal;"14320533, 00016322";1,348;Q1;136;148;508;4907;1377;490;2,77;33,16;Germany;"Springer Verlag";"Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Cellular and Molecular Neuroscience (Q2)"
32;14841;"Cephalalgia";journal;"14682982, 03331024";1,346;Q1;111;174;425;5238;1119;347;3,21;30,10;United States;"SAGE Publications";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1)"
33;17976;"Neuromuscular Disorders";journal;"09608966";1,309;Q1;85;102;353;2705;927;339;2,93;26,52;Netherlands;"Elsevier BV";"Neurology (Q1); Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Genetics (clinical) (Q2)"
34;14900;"Clinical Neurophysiology";journal;"13882457";1,280;Q1;157;318;785;12574;2328;758;2,87;39,54;Netherlands;"Elsevier BV";"Neurology (Q1); Neurology (clinical) (Q1); Physiology (medical) (Q1); Sensory Systems (Q1)"
35;14346;"Brain Research";journal;"00068993";1,261;Q1;183;1051;3290;44024;8986;3262;2,54;41,89;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Developmental Biology (Q2); Molecular Biology (Q2); Neuroscience (miscellaneous) (Q2)"
36;16749;"Journal of Neuroimmunology";journal;"01655728";1,251;Q1;127;272;785;10612;2376;773;2,88;39,01;Netherlands;"Elsevier BV";"Immunology and Allergy (Q1); Neurology (Q1); Neurology (clinical) (Q1); Immunology (Q2)"
37;17500155152;"American Journal on Intellectual and Developmental Disabilities";journal;"19447515, 19447558";1,245;Q1;74;44;127;1728;229;119;1,28;39,27;United States;"American Association on Intellectual and Developmental Disabilities";"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neuropsychology and Physiological Psychology (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1)"
38;17494;"Neuroepidemiology";journal;"02515350, 14230208";1,240;Q1;74;46;149;1548;335;130;2,23;33,65;Switzerland;"S. Karger AG";"Neurology (clinical) (Q1); Epidemiology (Q2)"
39;16751;"Journal of Neurology";journal;"03405354";1,222;Q1;118;292;946;7311;1861;567;3,19;25,04;Germany;"Dr. Dietrich Steinkopff Verlag";"Neurology (Q1); Neurology (clinical) (Q1)"
40;17408;"Multiple Sclerosis";journal;"13524585, 14770970";1,220;Q1;106;143;270;3613;723;256;2,67;25,27;United States;"SAGE Publications";"Neurology (clinical) (Q1); Neurology (Q2)"
41;12499;"Neuro-Oncology";journal;"15228517";1,218;Q1;94;36;88;1164;270;81;3,58;32,33;United States;"Oxford University Press";"Neurology (clinical) (Q1); Oncology (Q1); Cancer Research (Q2)"
42;16790;"Journal of Pain and Symptom Management";journal;"08853924";1,216;Q1;124;152;520;4047;1398;391;3,30;26,63;Netherlands;"Elsevier BV";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1); Nursing (miscellaneous) (Q1)"
43;12235;"Journal of Neurotrauma";journal;"08977151";1,198;Q1;127;149;347;7747;1142;342;3,15;51,99;United States;"Mary Ann Liebert Inc.";"Neurology (clinical) (Q1)"
44;18059;"Neuroscientist";journal;"10738584";1,189;Q1;107;89;307;4024;560;243;2,28;45,21;United States;"Sage Science Press";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q2)"
45;14314;"Otology and Neurotology";journal;"15317129";1,178;Q1;90;187;561;3999;895;505;1,65;21,39;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Otorhinolaryngology (Q1); Sensory Systems (Q2)"
46;15771;"Muscle and Nerve";journal;"10974598, 0148639";1,175;Q1;129;219;717;8214;1997;642;2,95;37,51;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q1); Physiology (Q2); Physiology (medical) (Q2); Cellular and Molecular Neuroscience (Q3)"
47;19837;"Sleep Medicine Reviews";journal;"10870792";1,148;Q1;116;42;131;2581;435;95;4,73;61,45;United Kingdom;"Elsevier Ltd.";"Neurology (clinical) (Q1); Pulmonary and Respiratory Medicine (Q1); Neurology (Q2); Physiology (medical) (Q2)"
48;16785;"Journal of NeuroVirology";journal;"13550284, 15382443";1,117;Q1;76;69;257;2774;706;242;3,02;40,20;United Kingdom;"Taylor and Francis Ltd";"Neurology (clinical) (Q1); Neurology (Q2); Virology (Q2); Cellular and Molecular Neuroscience (Q3)"
49;16834;"Journal of the Peripheral Nervous System";journal;"10859489, 15298027";1,063;Q1;60;36;83;1240;200;75;2,58;34,44;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q2)"
50;16820;"Journal of the Neurological Sciences";journal;"0022510";1,062;Q1;120;266;665;7881;1648;635;2,61;29,63;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Neurology (Q2)"
51;15576;"European Neuropsychopharmacology";journal;"0924977";1,037;Q1;96;89;236;3719;696;233;2,70;41,79;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2); Neurology (Q2)"
52;15514;"Epilepsy Research";journal;"09201211";1,027;Q1;104;79;392;3392;1065;381;3,13;42,94;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Neurology (Q2)"
53;17468;"Neurocase";journal;"13554794, 14653656";0,999;Q1;58;52;133;2285;240;131;1,31;43,94;United Kingdom;"Taylor & Francis";"Arts and Humanities (miscellaneous) (Q1); Neurology (clinical) (Q1)"
54;16202;"International Review of Neurobiology";book series;"00747742";0,993;Q1;69;18;208;1804;463;200;1,96;100,22;United States;"Elsevier Inc.";"Neurology (clinical) (Q1); Cellular and Molecular Neuroscience (Q3)"
55;14897;"Journal of Electromyography and Kinesiology";journal;"10506411";0,991;Q1;85;74;155;2893;374;153;2,31;39,09;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Sports Science (Q1); Biophysics (Q2); Neuroscience (miscellaneous) (Q2)"
56;12736;"Journal of Clinical and Experimental Neuropsychology";journal;"1744411, 13803395";0,977;Q1;94;91;262;4027;511;254;1,61;44,25;United Kingdom;"Taylor & Francis";"Clinical Psychology (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
57;15300154855;"Journal of Neural Transmission";journal;"03009564";0,954;Q1;96;120;383;6087;994;374;2,76;50,73;Germany;"Springer Verlag";"Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Neurology (Q2); Biological Psychiatry (Q3)"
58;15549;"European Journal of Neurology";journal;"13515101, 14681331";0,937;Q1;109;145;434;3652;894;334;2,38;25,19;United Kingdom;"Blackwell Publishing Inc.";"Neurology (clinical) (Q1); Neurology (Q2)"
59;16726;"Journal of Intellectual Disability Research";journal;"13652788, 09642633";0,919;Q1;89;66;208;1752;331;194;1,59;26,55;United Kingdom;"Blackwell Publishing Inc.";"Arts and Humanities (miscellaneous) (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Rehabilitation (Q1); Neurology (Q2)"
60;14853;"Cerebellum";journal;"14734222, 14734230";0,900;Q1;57;29;72;1670;104;63;1,65;57,59;United States;"Springer New York";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
61;16762;"Journal of Neuropsychiatry and Clinical Neurosciences";journal;"15457222, 08950172";0,898;Q1;97;72;236;2608;406;163;2,22;36,22;United States;"American Psychiatric Publishing, Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1)"
62;14857;"Cerebrovascular Diseases";journal;"10159770, 14219786";0,898;Q1;92;166;454;4553;1003;403;2,38;27,43;Switzerland;"S. Karger AG";"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
63;15599;"Neuropediatrics";journal;"14391899, 0174304";0,894;Q2;63;66;199;1284;363;180;2,01;19,45;Germany;"Georg Thieme Verlag";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2)"
64;16675;"Journal of Clinical Neurophysiology";journal;"07360258";0,892;Q2;91;52;185;2242;443;172;1,82;43,12;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2); Physiology (Q2); Physiology (medical) (Q2)"
65;14945;"Cortex";journal;"00109452";0,892;Q2;93;94;232;2891;340;185;1,97;30,76;France;"Masson Publishing";"Developmental and Educational Psychology (Q2); Neurology (Q2); Neurology (clinical) (Q2); Neuropsychology and Physiological Psychology (Q2); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3)"
66;29954;"Journal of Neuro-Oncology";journal;"15737373, 0167594";0,871;Q2;102;197;465;7176;1113;449;2,40;36,43;Netherlands;"Kluwer Academic Publishers";"Cancer Research (Q2); Neurology (Q2); Neurology (clinical) (Q2); Oncology (Q2)"
67;12266;"Journal of Spinal Disorders and Techniques";journal;"15360652, 15392465";0,865;Q2;82;97;294;2243;407;265;1,55;23,12;United States;"Lippincott Williams & Wilkins Ltd.";"Orthopedics and Sports Medicine (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
68;14333;"Thalamus and Related Systems";journal;"14729288, 17448107";0,863;Q2;20;7;52;440;74;51;1,48;62,86;United Kingdom;"Cambridge University Press";"Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
69;17548;"Acta Neurologica Scandinavica";journal;"00016314, 16000404";0,835;Q2;84;140;449;4071;822;423;1,93;29,08;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
70;14352;"Brain Topography";journal;"08960267, 15736792";0,818;Q2;60;31;70;687;152;70;1,59;22,16;United States;"Kluwer Academic/Plenum Publishers";"Radiology, Nuclear Medicine and Imaging (Q1); Anatomy (Q2); Neurology (Q2); Neurology (clinical) (Q2); Radiological and Ultrasound Technology (Q2)"
71;20602;"Clinical Neuropharmacology";journal;"03625664";0,796;Q2;72;66;193;1837;477;174;2,57;27,83;United States;"Lippincott Williams & Wilkins Ltd.";"Pharmacology (medical) (Q1); Neurology (clinical) (Q2); Pharmacology (Q2)"
72;17309;"Neuroradiology";journal;"14321920, 00283940";0,785;Q2;86;165;538;3391;985;508;1,92;20,55;Germany;"Springer Verlag";"Cardiology and Cardiovascular Medicine (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Neurology (clinical) (Q2)"
73;19228;"Restorative Neurology and Neuroscience";journal;"09226028";0,785;Q2;67;43;79;2714;153;76;1,91;63,12;Netherlands;"IOS Press";"Neurology (Q2); Neurology (clinical) (Q2); Developmental Neuroscience (Q3)"
74;145679;"European Journal of Neurology, Supplement";journal;"14710552";0,779;Q2;15;4;8;84;25;8;3,13;21,00;United Kingdom;"Rapid Science Publishers";"Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
75;14340;"Brain Injury";journal;"02699052, 1362301";0,768;Q2;89;105;280;3685;450;272;1,40;35,10;United Kingdom;"Taylor & Francis";"Developmental and Educational Psychology (Q2); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
76;15987;"Journal of Pain";journal;"15265900";0,765;Q2;102;69;173;2714;306;151;2,13;39,33;United States;"Churchill Livingstone";"Anesthesiology and Pain Medicine (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
77;18572;"Parkinsonism and Related Disorders";journal;"13538020";0,762;Q2;79;76;206;2527;361;196;1,60;33,25;Netherlands;"Elsevier BV";"Geriatrics and Gerontology (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
78;16737;"Journal of Neural Transmission, Supplement";journal;"03036995";0,761;Q2;63;18;125;501;272;123;2,02;27,83;Germany;"Springer Verlag";"Neurology (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2); Biological Psychiatry (Q3)"
79;14320;"Brain and Development";journal;"03877604";0,761;Q2;74;109;390;2212;569;372;1,52;20,29;Netherlands;"Elsevier BV";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2); Developmental Neuroscience (Q3)"
80;33648;"Neurorehabilitation and Neural Repair";journal;"15459683";0,720;Q2;87;32;81;998;147;73;2,30;31,19;United States;"Sage Science Press";"Rehabilitation (Q1); Neurology (clinical) (Q2); Neurology (Q3)"
81;14843;"Cephalalgia, Supplement";journal;"08001952";0,719;Q2;24;24;20;1167;34;17;3,67;48,63;United Kingdom;"Blackwell Publishing Inc.";"Neurology (clinical) (Q2)"
82;12218;"Journal of Head Trauma Rehabilitation";journal;"08859701, 1550509";0,712;Q2;85;50;181;1840;253;159;1,34;36,80;United States;"Lippincott Williams & Wilkins Ltd.";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Neurology (clinical) (Q2)"
83;14991;"European Journal of Paediatric Neurology";journal;"10903798";0,693;Q2;54;40;191;1041;280;175;1,63;26,03;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2)"
84;14959;"Critical Reviews in Neurobiology";journal;"08920915";0,687;Q2;57;25;9;1595;16;9;0,86;63,80;United States;"Begell House";"Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2); Physiology (medical) (Q2); Physiology (Q3)"
85;18576;"Pediatric Neurosurgery";journal;"10162291, 14230305";0,684;Q2;67;76;393;1164;455;365;1,19;15,32;Switzerland;"S. Karger AG";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
86;19380;"Seizure : the journal of the British Epilepsy Association";journal;"10591311";0,678;Q2;74;123;343;2210;548;329;1,62;17,97;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neurology (Q3)"
87;16102;"Human Psychopharmacology";journal;"08856222, 10991077";0,676;Q2;68;83;243;2801;474;229;1,60;33,75;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q2); Pharmacology (medical) (Q2); Psychiatry and Mental Health (Q2); Neurology (Q3)"
88;14258;"BMC Neurology";journal;"14712377";0,657;Q2;59;25;25;727;46;25;2,47;29,08;United Kingdom;"BioMed Central";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2)"
89;15575;"European Neurology";journal;"00143022, 14219913";0,653;Q2;69;126;363;2299;566;354;1,55;18,25;Switzerland;"S. Karger AG";"Neurology (clinical) (Q2); Neurology (Q3)"
90;16674;"Journal of Child Neurology";journal;"08830738";0,653;Q2;93;194;645;6544;1005;599;1,59;33,73;United States;"SAGE Publications";"Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2)"
91;19884;"Spinal Cord";journal;"13624393, 14765624";0,644;Q2;93;123;363;3140;517;321;1,43;25,53;United Kingdom;"Nature Publishing Group";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neurology (Q3)"
92;19384;"Seminars in Neurology";journal;"10989021, 02718235";0,643;Q2;63;55;153;3027;213;123;1,61;55,04;United States;"Thieme Medical Publishers";"Neurology (clinical) (Q2); Neurology (Q3)"
93;26169;"Journal of Orofacial Pain";journal;"10646655";0,643;Q2;59;47;105;1573;158;92;1,59;33,47;United States;"Quintessence Publishing Company";"Anesthesiology and Pain Medicine (Q1); Dentistry (miscellaneous) (Q1); Neurology (clinical) (Q2)"
94;14989;"Current Neurology and Neuroscience Reports";journal;"15284042, 15346293";0,637;Q2;59;72;222;3300;370;215;1,82;45,83;United States;"Current Science Inc.";"Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q3)"
95;21776;"Neurosurgery Clinics of North America";journal;"10423680";0,628;Q2;52;55;153;2624;228;140;1,47;47,71;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
96;20412;"Acta Neurochirurgica";journal;"09420940, 00016268";0,622;Q2;81;272;532;4055;630;510;1,11;14,91;Germany;"Springer Verlag";"Surgery (Q1); Neurology (clinical) (Q2)"
97;14287;"Behavioural Neurology";journal;"09534180";0,621;Q2;39;12;26;619;39;25;0,69;51,58;Netherlands;"Hindawi Publishing Corporation";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neuropsychology and Physiological Psychology (Q2); Neurology (Q3)"
98;21100235630;"Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration";journal;"21678421, 21679223";0,612;Q2;60;99;198;1808;270;152;1,66;18,26;United Kingdom;"Informa Healthcare";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neurology (Q3)"
99;13163;"Epilepsy and Behavior";journal;"15255050, 15255069";0,612;Q2;88;180;383;6376;645;327;1,95;35,42;United States;"Elsevier Inc.";"Neurology (clinical) (Q2); Neurology (Q3); Behavioral Neuroscience (Q4)"
100;15518;"Epileptic Disorders";journal;"12949361";0,609;Q2;47;35;176;1449;276;165;1,86;41,40;United States;"Wiley-Blackwell";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neurology (Q3)"
101;15741;"Pediatric Neurology";journal;"08878994";0,608;Q2;81;165;440;3216;683;414;1,41;19,49;Netherlands;"Elsevier BV";"Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2); Neurology (Q3); Developmental Neuroscience (Q4)"
102;17526;"Neurologic Clinics";journal;"07338619";0,593;Q2;70;58;156;4135;299;142;2,23;71,29;United Kingdom;"W. B. Saunders Co., Ltd.";"Neurology (clinical) (Q2)"
103;14903;"Clinical Neuroscience Research";journal;"15662772";0,580;Q2;32;40;129;3765;159;120;1,02;94,13;Netherlands;"Elsevier BV";"Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2); Biological Psychiatry (Q3); Neurology (Q3); Neuropsychology and Physiological Psychology (Q3)"
104;14183;"Aphasiology";journal;"14645041, 02687038";0,576;Q2;57;74;212;2893;235;192;1,14;39,09;United Kingdom;"Taylor & Francis";"Language and Linguistics (Q1); Linguistics and Language (Q1); Developmental and Educational Psychology (Q2); LPN and LVN (Q2); Neurology (clinical) (Q2); Otorhinolaryngology (Q2); Neurology (Q3)"
105;29549;"Journal of Geriatric Psychiatry and Neurology";journal;"08919887";0,569;Q2;62;34;118;1430;199;112;1,54;42,06;United States;"SAGE Publications";"Geriatrics and Gerontology (Q1); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
106;19700171401;"World Neurosurgery";journal;"18788750";0,568;Q2;82;341;882;3682;494;393;1,09;10,80;Netherlands;"Elsevier BV";"Neurology (clinical) (Q2); Surgery (Q2)"
107;14874;"Child's Nervous System";journal;"14330350, 02567040";0,567;Q2;72;150;418;3110;485;376;1,21;20,73;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2)"
108;14836;"Canadian Journal of Neurological Sciences";journal;"03171671";0,562;Q2;59;111;261;3353;321;218;1,45;30,21;United Kingdom;"Cambridge University Press";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neurology (Q3)"
109;17376;"Minimally Invasive Neurosurgery";journal;"09467211, 14392291";0,549;Q2;45;82;187;1587;193;187;0,85;19,35;Germany;"Georg Thieme Verlag";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Surgery (Q2)"
110;19015;"Metabolic Brain Disease";journal;"08857490, 15737365";0,547;Q2;57;39;103;2127;213;99;2,12;54,54;United States;"Kluwer Academic/Plenum Publishers";"Neurology (clinical) (Q2); Biochemistry (Q3); Cellular and Molecular Neuroscience (Q4)"
111;17942;"Neurological Sciences";journal;"15903478, 15901874";0,540;Q2;60;165;433;2914;561;401;1,36;17,66;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q1); Dermatology (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
112;16747;"Journal of Neuroimaging";journal;"10512284";0,539;Q2;56;66;201;2059;251;191;1,16;31,20;United States;"Wiley-Blackwell";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
