Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2001);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
16;23985;"Neurobiology of Aging";journal;"01974580";1,453;Q1;159;122;319;5850;1019;281;3,64;47,95;Netherlands;"Elsevier BV";"Aging (Q1); Developmental Biology (Q1); Geriatrics and Gerontology (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
17;15510;"Epilepsia";journal;"00139580, 15281167";1,390;Q1;168;339;1016;8946;3277;941;3,14;26,39;United Kingdom;"Blackwell Publishing Inc.";"Neurology (Q1); Neurology (clinical) (Q1)"
18;20028;"American Journal of Neuroradiology";journal;"01956108";1,385;Q1;158;385;1164;7445;2489;960;2,33;19,34;United States;"American Society of Neuoradiology";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
19;12235;"Journal of Neurotrauma";journal;"08977151";1,372;Q1;127;118;308;5552;1122;300;3,35;47,05;United States;"Mary Ann Liebert Inc.";"Neurology (clinical) (Q1)"
20;16749;"Journal of Neuroimmunology";journal;"01655728";1,319;Q1;127;257;816;10738;2926;805;3,51;41,78;Netherlands;"Elsevier BV";"Immunology (Q1); Immunology and Allergy (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
21;17407;"Movement Disorders";journal;"15318257, 08853185";1,311;Q1;166;230;710;5609;1834;616;2,44;24,39;United States;"John Wiley & Sons Inc.";"Neurology (Q1); Neurology (clinical) (Q1)"
22;19830;"Sleep";journal;"01618105";1,281;Q1;175;95;369;3294;1188;334;3,56;34,67;United States;"Oxford University Press";"Neurology (clinical) (Q1); Physiology (medical) (Q1)"
23;17990;"Neuropathology and Applied Neurobiology";journal;"03051846, 13652990";1,250;Q1;82;46;187;1843;468;165;3,02;40,07;United Kingdom;"Blackwell Publishing Inc.";"Histology (Q1); Neurology (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Physiology (medical) (Q1)"
24;14346;"Brain Research";journal;"00068993";1,241;Q1;183;1199;4260;45916;11238;4240;2,59;38,30;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1); Developmental Biology (Q2); Molecular Biology (Q2)"
25;16757;"Journal of Neurology, Neurosurgery and Psychiatry";journal;"1468330, 00223050";1,228;Q1;182;471;1447;8982;3197;973;3,14;19,07;United Kingdom;"BMJ Publishing Group";"Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Surgery (Q1)"
26;14314;"Otology and Neurotology";journal;"15317129";1,216;Q1;90;184;459;3544;633;416;1,38;19,26;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Otorhinolaryngology (Q1); Sensory Systems (Q1)"
27;37028;"Electroencephalography and Clinical Neurophysiology";journal;"00134694";1,177;Q1;77;0;136;0;472;131;0,00;0,00;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
28;17500155152;"American Journal on Intellectual and Developmental Disabilities";journal;"19447515, 19447558";1,122;Q1;74;48;131;1583;244;126;1,78;32,98;United States;"American Association on Intellectual and Developmental Disabilities";"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neuropsychology and Physiological Psychology (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1)"
29;16785;"Journal of NeuroVirology";journal;"13550284, 15382443";1,100;Q1;76;75;255;2753;700;246;2,74;36,71;United Kingdom;"Taylor and Francis Ltd";"Neurology (Q1); Neurology (clinical) (Q1); Cellular and Molecular Neuroscience (Q2); Virology (Q2)"
30;15514;"Epilepsy Research";journal;"09201211";1,082;Q1;104;146;336;3727;952;330;2,63;25,53;Netherlands;"Elsevier BV";"Neurology (Q1); Neurology (clinical) (Q1)"
31;13068;"Spine";journal;"03622436";1,078;Q1;224;669;1443;12611;3377;1294;2,32;18,85;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1)"
32;20041;"Neurourology and Urodynamics";journal;"15206777, 07332467";1,067;Q1;79;46;161;825;238;135;1,67;17,93;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q1); Urology (Q1)"
33;17468;"Neurocase";journal;"13554794, 14653656";1,067;Q1;58;44;129;2284;244;125;1,19;51,91;United Kingdom;"Taylor & Francis";"Arts and Humanities (miscellaneous) (Q1); Neurology (clinical) (Q1)"
34;83831;"Electroencephalography and Clinical Neurophysiology - Evoked Potentials";journal;"01685597";1,062;Q1;46;0;56;0;190;56;0,00;0,00;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q2)"
35;17552;"Acta Neuropathologica";journal;"14320533, 00016322";1,062;Q1;136;173;570;6234;1316;560;2,22;36,03;Germany;"Springer Verlag";"Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Cellular and Molecular Neuroscience (Q2)"
36;16726;"Journal of Intellectual Disability Research";journal;"13652788, 09642633";1,001;Q1;89;59;184;1787;306;172;1,38;30,29;United Kingdom;"Blackwell Publishing Inc.";"Arts and Humanities (miscellaneous) (Q1); Neurology (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Rehabilitation (Q1)"
37;17976;"Neuromuscular Disorders";journal;"09608966";0,994;Q1;85;96;292;2393;613;288;2,16;24,93;Netherlands;"Elsevier BV";"Neurology (Q1); Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Genetics (clinical) (Q2)"
38;16188;"Journal of the International Neuropsychological Society";journal;"14697661, 13556177";0,967;Q1;111;71;192;3057;376;178;1,93;43,06;United Kingdom;"Cambridge University Press";"Clinical Psychology (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Neuroscience (miscellaneous) (Q2)"
39;14841;"Cephalalgia";journal;"14682982, 03331024";0,961;Q1;111;141;412;2998;826;290;2,77;21,26;United States;"SAGE Publications";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1)"
40;16760;"Journal of Neurology, Supplement";journal;"09391517";0,952;Q1;52;19;83;655;199;80;2,47;34,47;Germany;"Springer Verlag";"Neurology (Q1); Neurology (clinical) (Q1)"
41;21100307455;"Journal of oral & facial pain and headache";journal;"23330376, 23330384";0,952;Q1;35;6;30;537;24;6;4,00;89,50;United States;"Quintessence Publishing Company";"Anesthesiology and Pain Medicine (Q1); Dentistry (miscellaneous) (Q1); Neurology (clinical) (Q1)"
42;16820;"Journal of the Neurological Sciences";journal;"0022510";0,933;Q1;120;219;854;6101;1787;803;2,05;27,86;Netherlands;"Elsevier BV";"Neurology (Q1); Neurology (clinical) (Q1)"
43;16737;"Journal of Neural Transmission, Supplement";journal;"03036995";0,931;Q1;63;31;244;1325;569;239;2,27;42,74;Germany;"Springer Verlag";"Neurology (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2)"
44;16751;"Journal of Neurology";journal;"03405354";0,929;Q1;118;276;593;5592;999;389;2,48;20,26;Germany;"Dr. Dietrich Steinkopff Verlag";"Neurology (Q1); Neurology (clinical) (Q1)"
45;16790;"Journal of Pain and Symptom Management";journal;"08853924";0,917;Q1;124;145;425;3869;926;321;2,77;26,68;Netherlands;"Elsevier BV";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1); Nursing (miscellaneous) (Q1)"
46;16762;"Journal of Neuropsychiatry and Clinical Neurosciences";journal;"15457222, 08950172";0,894;Q1;97;81;238;2339;457;183;1,94;28,88;United States;"American Psychiatric Publishing, Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1)"
47;14945;"Cortex";journal;"00109452";0,881;Q1;93;70;165;1823;262;161;1,32;26,04;France;"Masson Publishing";"Developmental and Educational Psychology (Q1); Neurology (clinical) (Q1); Cognitive Neuroscience (Q2); Experimental and Cognitive Psychology (Q2); Neurology (Q2); Neuropsychology and Physiological Psychology (Q2)"
48;14993;"Current Opinion in Neurology";journal;"13507540, 14736551";0,871;Q1;107;112;297;5503;670;275;2,60;49,13;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Neurology (Q2)"
49;14987;"Developmental Medicine and Child Neurology";journal;"00121622, 14698749";0,868;Q1;125;194;455;4829;868;369;2,23;24,89;United States;"Wiley-Blackwell";"Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Developmental Neuroscience (Q2)"
50;16075;"Headache";journal;"15264610, 00178748";0,850;Q1;105;180;390;1409;758;313;2,00;7,83;United Kingdom;"Blackwell Publishing Inc.";"Neurology (clinical) (Q1); Neurology (Q2)"
51;14897;"Journal of Electromyography and Kinesiology";journal;"10506411";0,827;Q1;85;45;133;1780;215;125;1,47;39,56;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Biophysics (Q2); Neuroscience (miscellaneous) (Q2); Sports Science (Q2)"
52;15771;"Muscle and Nerve";journal;"10974598, 0148639";0,817;Q1;129;229;930;8368;1774;781;2,29;36,54;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q1); Physiology (Q2); Physiology (medical) (Q2); Cellular and Molecular Neuroscience (Q3)"
53;17494;"Neuroepidemiology";journal;"02515350, 14230208";0,816;Q1;74;44;118;1250;217;112;1,45;28,41;Switzerland;"S. Karger AG";"Neurology (clinical) (Q1); Epidemiology (Q2)"
54;19884;"Spinal Cord";journal;"13624393, 14765624";0,806;Q1;93;117;444;2902;618;402;1,30;24,80;United Kingdom;"Nature Publishing Group";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
55;14900;"Clinical Neurophysiology";journal;"13882457";0,789;Q1;157;280;580;9384;1156;561;2,06;33,51;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Neurology (Q2); Physiology (medical) (Q2); Sensory Systems (Q2)"
56;17408;"Multiple Sclerosis";journal;"13524585, 14770970";0,777;Q1;106;69;229;1821;488;220;2,20;26,39;United States;"SAGE Publications";"Neurology (clinical) (Q1); Neurology (Q2)"
57;15300154855;"Journal of Neural Transmission";journal;"03009564";0,773;Q1;96;140;332;4544;658;326;1,88;32,46;Germany;"Springer Verlag";"Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2); Neurology (Q2)"
58;14352;"Brain Topography";journal;"08960267, 15736792";0,770;Q1;60;24;74;918;137;73;1,85;38,25;United States;"Kluwer Academic/Plenum Publishers";"Anatomy (Q1); Neurology (clinical) (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Neurology (Q2); Radiological and Ultrasound Technology (Q2)"
59;14255;"Autonomic Neuroscience: Basic and Clinical";journal;"15660702";0,754;Q1;73;152;444;4963;802;441;1,85;32,65;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Endocrine and Autonomic Systems (Q2); Cellular and Molecular Neuroscience (Q4)"
60;16675;"Journal of Clinical Neurophysiology";journal;"07360258";0,742;Q2;91;65;192;2602;471;162;2,87;40,03;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2); Physiology (Q2); Physiology (medical) (Q2)"
61;14340;"Brain Injury";journal;"02699052, 1362301";0,741;Q2;89;100;284;2792;399;277;1,11;27,92;United Kingdom;"Taylor & Francis";"Developmental and Educational Psychology (Q2); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
62;20602;"Clinical Neuropharmacology";journal;"03625664";0,721;Q2;72;65;189;1886;385;181;1,72;29,02;United States;"Lippincott Williams & Wilkins Ltd.";"Pharmacology (Q1); Pharmacology (medical) (Q1); Neurology (clinical) (Q2)"
63;15599;"Neuropediatrics";journal;"14391899, 0174304";0,710;Q2;63;65;210;1471;347;183;1,83;22,63;Germany;"Georg Thieme Verlag";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2)"
64;19700171401;"World Neurosurgery";journal;"18788750";0,707;Q2;82;266;748;2872;698;582;0,95;10,80;Netherlands;"Elsevier BV";"Surgery (Q1); Neurology (clinical) (Q2)"
65;14183;"Aphasiology";journal;"14645041, 02687038";0,707;Q2;57;78;223;3042;237;203;1,25;39,00;United Kingdom;"Taylor & Francis";"Language and Linguistics (Q1); Linguistics and Language (Q1); LPN and LVN (Q1); Otorhinolaryngology (Q1); Developmental and Educational Psychology (Q2); Neurology (Q2); Neurology (clinical) (Q2)"
66;14857;"Cerebrovascular Diseases";journal;"10159770, 14219786";0,704;Q2;92;146;296;4279;473;258;1,62;29,31;Switzerland;"S. Karger AG";"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
67;21776;"Neurosurgery Clinics of North America";journal;"10423680";0,701;Q2;52;59;191;3441;228;180;0,87;58,32;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
68;17309;"Neuroradiology";journal;"14321920, 00283940";0,697;Q2;86;203;542;4002;761;531;1,23;19,71;Germany;"Springer Verlag";"Cardiology and Cardiovascular Medicine (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Neurology (clinical) (Q2)"
69;19380;"Seizure : the journal of the British Epilepsy Association";journal;"10591311";0,691;Q2;74;100;289;2664;430;261;1,61;26,64;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
70;31713;"Molecular and Chemical Neuropathology";journal;"10447393";0,691;Q2;33;0;50;0;84;50;0,50;0,00;United States;"Humana Press, Inc.";"Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2); Molecular Biology (Q3)"
71;19384;"Seminars in Neurology";journal;"10989021, 02718235";0,685;Q2;63;48;146;2498;242;131;1,57;52,04;United States;"Thieme Medical Publishers";"Neurology (Q2); Neurology (clinical) (Q2)"
72;26169;"Journal of Orofacial Pain";journal;"10646655";0,664;Q2;59;28;85;1499;172;84;1,78;53,54;United States;"Quintessence Publishing Company";"Anesthesiology and Pain Medicine (Q1); Dentistry (miscellaneous) (Q1); Neurology (clinical) (Q2)"
73;12218;"Journal of Head Trauma Rehabilitation";journal;"08859701, 1550509";0,664;Q2;85;66;207;1695;259;177;0,98;25,68;United States;"Lippincott Williams & Wilkins Ltd.";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Neurology (clinical) (Q2)"
74;14880;"Clinical Journal of Pain";journal;"07498047";0,642;Q2;113;76;186;2359;428;153;2,31;31,04;United States;"Lippincott Williams & Wilkins Ltd.";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q2)"
75;15576;"European Neuropsychopharmacology";journal;"0924977";0,640;Q2;96;73;238;2827;444;228;1,95;38,73;Netherlands;"Elsevier BV";"Pharmacology (medical) (Q1); Neurology (Q2); Neurology (clinical) (Q2); Pharmacology (Q2); Psychiatry and Mental Health (Q2); Biological Psychiatry (Q3)"
76;15987;"Journal of Pain";journal;"15265900";0,634;Q2;102;43;114;1537;147;83;1,79;35,74;United States;"Churchill Livingstone";"Anesthesiology and Pain Medicine (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
77;69309;"Electroencephalography and Clinical Neurophysiology - Electromyography and Motor Control";journal;"0924980";0,631;Q2;52;0;73;0;147;72;0,00;0,00;Netherlands;"Elsevier BV";"Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
78;17376;"Minimally Invasive Neurosurgery";journal;"09467211, 14392291";0,629;Q2;45;50;128;970;122;127;0,68;19,40;Germany;"Georg Thieme Verlag";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
79;14843;"Cephalalgia, Supplement";journal;"08001952";0,620;Q2;24;13;74;49;114;72;1,68;3,77;United Kingdom;"Blackwell Publishing Inc.";"Neurology (clinical) (Q2)"
80;16674;"Journal of Child Neurology";journal;"08830738";0,616;Q2;93;210;509;5318;744;467;1,47;25,32;United States;"SAGE Publications";"Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2)"
81;17548;"Acta Neurologica Scandinavica";journal;"00016314, 16000404";0,601;Q2;84;142;451;3710;667;430;1,33;26,13;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
82;5700155920;"Focus on Autism and Other Developmental Disabilities";journal;"15384829, 10883576";0,599;Q2;51;35;101;1247;72;94;0,74;35,63;United States;"SAGE Publications Inc.";"Pediatrics, Perinatology and Child Health (Q1); Neurology (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2); Cognitive Neuroscience (Q3)"
83;20412;"Acta Neurochirurgica";journal;"09420940, 00016268";0,581;Q2;81;178;640;4098;666;605;0,98;23,02;Germany;"Springer Verlag";"Surgery (Q1); Neurology (clinical) (Q2)"
84;22302;"Stereotactic and Functional Neurosurgery";journal;"10116125, 14230372";0,580;Q2;56;37;191;481;208;184;0,95;13,00;Switzerland;"S. Karger AG";"Neurology (clinical) (Q2); Surgery (Q2)"
85;17940;"Neurological Research";journal;"01616412";0,577;Q2;70;130;414;4719;560;413;1,32;36,30;United Kingdom;"Maney Publishing";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
86;29954;"Journal of Neuro-Oncology";journal;"15737373, 0167594";0,574;Q2;102;143;463;6399;768;453;1,56;44,75;Netherlands;"Kluwer Academic Publishers";"Cancer Research (Q2); Neurology (Q2); Neurology (clinical) (Q2); Oncology (Q2)"
87;12736;"Journal of Clinical and Experimental Neuropsychology";journal;"1744411, 13803395";0,568;Q2;94;68;237;2976;307;232;1,18;43,76;United Kingdom;"Taylor & Francis";"Clinical Psychology (Q2); Neurology (clinical) (Q2); Neurology (Q3)"
88;19015;"Metabolic Brain Disease";journal;"08857490, 15737365";0,567;Q2;57;25;91;854;131;87;1,09;34,16;United States;"Kluwer Academic/Plenum Publishers";"Neurology (clinical) (Q2); Biochemistry (Q3); Cellular and Molecular Neuroscience (Q4)"
89;17306;"Neuroimaging Clinics of North America";journal;"10525149";0,567;Q2;50;55;152;2789;193;141;1,26;50,71;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
90;12499;"Neuro-Oncology";journal;"15228517";0,556;Q2;94;31;58;898;98;57;1,72;28,97;United States;"Oxford University Press";"Neurology (clinical) (Q2); Oncology (Q2); Cancer Research (Q3)"
91;16868;"Motor Control";journal;"15432696, 10871640";0,555;Q2;40;23;91;92;82;68;1,27;4,00;United States;"Human Kinetics Publishers, Inc.";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Neurology (clinical) (Q2); Physiology (medical) (Q2); Sports Science (Q2)"
92;23481;"Journal of Vestibular Research: Equilibrium and Orientation";journal;"09574271";0,548;Q2;46;22;125;560;136;122;0,93;25,45;Netherlands;"IOS Press";"Neurology (clinical) (Q2); Otorhinolaryngology (Q2); Neuroscience (miscellaneous) (Q3); Sensory Systems (Q3)"
93;14874;"Child's Nervous System";journal;"14330350, 02567040";0,543;Q2;72;144;405;2736;390;379;0,86;19,00;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2)"
94;14836;"Canadian Journal of Neurological Sciences";journal;"03171671";0,532;Q2;59;80;259;3334;368;231;1,34;41,68;United Kingdom;"Cambridge University Press";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neurology (Q3)"
95;32816;"Neural Plasticity";journal;"07928483, 16875443";0,532;Q2;50;19;40;865;54;39;1,10;45,53;Egypt;"Hindawi Publishing Corporation";"Neurology (clinical) (Q2); Neurology (Q3)"
96;29549;"Journal of Geriatric Psychiatry and Neurology";journal;"08919887";0,530;Q2;62;35;94;1534;142;89;1,42;43,83;United States;"SAGE Publications";"Geriatrics and Gerontology (Q1); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
97;14320;"Brain and Development";journal;"03877604";0,524;Q2;74;191;295;4439;397;278;1,31;23,24;Netherlands;"Elsevier BV";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2); Developmental Neuroscience (Q3)"
98;15575;"European Neurology";journal;"00143022, 14219913";0,501;Q2;69;136;343;2400;458;338;1,22;17,65;Switzerland;"S. Karger AG";"Neurology (clinical) (Q2); Neurology (Q3)"
99;15741;"Pediatric Neurology";journal;"08878994";0,489;Q2;81;145;451;3520;593;433;1,22;24,28;Netherlands;"Elsevier BV";"Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2); Neurology (Q3); Developmental Neuroscience (Q4)"
100;12266;"Journal of Spinal Disorders and Techniques";journal;"15360652, 15392465";0,487;Q2;82;92;296;1974;310;280;0,89;21,46;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q2); Orthopedics and Sports Medicine (Q2); Surgery (Q2)"
101;18576;"Pediatric Neurosurgery";journal;"10162291, 14230305";0,479;Q2;67;130;397;2635;352;360;0,78;20,27;Switzerland;"S. Karger AG";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2); Surgery (Q2)"
102;19228;"Restorative Neurology and Neuroscience";journal;"09226028";0,471;Q2;67;33;136;2029;139;130;1,04;61,48;Netherlands;"IOS Press";"Neurology (clinical) (Q2); Neurology (Q3); Developmental Neuroscience (Q4)"
103;19837;"Sleep Medicine Reviews";journal;"10870792";0,469;Q2;116;42;81;2330;116;67;1,73;55,48;United Kingdom;"Elsevier Ltd.";"Neurology (clinical) (Q2); Pulmonary and Respiratory Medicine (Q2); Neurology (Q3); Physiology (medical) (Q3)"
104;15549;"European Journal of Neurology";journal;"13515101, 14681331";0,462;Q2;109;148;412;3396;475;368;1,34;22,95;United Kingdom;"Blackwell Publishing Inc.";"Neurology (clinical) (Q2); Neurology (Q3)"
105;20106;"CNS Drugs";journal;"11727047";0,460;Q2;96;75;240;4484;390;222;1,79;59,79;United Kingdom;"Adis International Ltd.";"Neurology (clinical) (Q2); Pharmacology (medical) (Q2); Psychiatry and Mental Health (Q2)"
106;14386;"CNS Spectrums";journal;"10928529";0,453;Q2;69;121;342;3311;185;258;0,64;27,36;United Kingdom;"Cambridge University Press";"Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
107;18059;"Neuroscientist";journal;"10738584";0,453;Q2;107;119;357;3175;220;253;0,80;26,68;United States;"Sage Science Press";"Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q3)"
108;29306;"Clinical Autonomic Research";journal;"09599851, 16191560";0,451;Q2;52;52;106;1673;128;102;1,12;32,17;Germany;"Dr. Dietrich Steinkopff Verlag";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Endocrine and Autonomic Systems (Q3)"
109;19386;"Seminars in Pediatric Neurology";journal;"10719091";0,451;Q2;51;32;112;1698;119;96;0,79;53,06;United Kingdom;"W. B. Saunders Co., Ltd.";"Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2)"
110;21911;"Journal of Neurosurgical Anesthesiology";journal;"08984921";0,445;Q2;55;65;142;1366;114;132;0,74;21,02;United States;"Lippincott Williams & Wilkins Ltd.";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q2); Surgery (Q2)"
111;16834;"Journal of the Peripheral Nervous System";journal;"10859489, 15298027";0,429;Q2;60;23;80;708;81;74;1,13;30,78;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q3)"
