Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (1999);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
18;20028;"American Journal of Neuroradiology";journal;"01956108";1,398;Q1;158;386;1090;7224;2096;920;2,14;18,72;United States;"American Society of Neuoradiology";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
19;16749;"Journal of Neuroimmunology";journal;"01655728";1,318;Q1;127;235;696;10312;2280;687;3,20;43,88;Netherlands;"Elsevier BV";"Immunology (Q1); Immunology and Allergy (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
20;15510;"Epilepsia";journal;"00139580, 15281167";1,281;Q1;168;383;856;11731;2182;802;2,61;30,63;United Kingdom;"Blackwell Publishing Inc.";"Neurology (Q1); Neurology (clinical) (Q1)"
21;14346;"Brain Research";journal;"00068993";1,279;Q1;183;1372;4433;53270;10699;4406;2,27;38,83;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Developmental Biology (Q2); Molecular Biology (Q2); Neuroscience (miscellaneous) (Q2)"
22;17500155152;"American Journal on Intellectual and Developmental Disabilities";journal;"19447515, 19447558";1,276;Q1;74;44;145;1425;281;143;2,15;32,39;United States;"American Association on Intellectual and Developmental Disabilities";"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neuropsychology and Physiological Psychology (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1)"
23;16757;"Journal of Neurology, Neurosurgery and Psychiatry";journal;"1468330, 00223050";1,222;Q1;182;481;1311;8796;2654;895;2,57;18,29;United Kingdom;"BMJ Publishing Group";"Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Surgery (Q1)"
24;12235;"Journal of Neurotrauma";journal;"08977151";1,191;Q1;127;108;239;4622;704;236;3,17;42,80;United States;"Mary Ann Liebert Inc.";"Neurology (clinical) (Q1)"
25;19830;"Sleep";journal;"01618105";1,178;Q1;175;130;432;4110;1025;403;2,37;31,62;United States;"Oxford University Press";"Neurology (clinical) (Q1); Physiology (medical) (Q1)"
26;17976;"Neuromuscular Disorders";journal;"09608966";1,119;Q1;85;98;283;2067;588;275;2,10;21,09;Netherlands;"Elsevier BV";"Neurology (Q1); Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Genetics (clinical) (Q2)"
27;15514;"Epilepsy Research";journal;"09201211";1,114;Q1;104;129;279;4876;677;277;2,05;37,80;Netherlands;"Elsevier BV";"Neurology (Q1); Neurology (clinical) (Q1)"
28;17407;"Movement Disorders";journal;"15318257, 08853185";1,111;Q1;166;231;612;5926;1288;542;2,32;25,65;United States;"John Wiley & Sons Inc.";"Neurology (Q1); Neurology (clinical) (Q1)"
29;31067;"Neurodegeneration : a journal for neurodegenerative disorders, neuroprotection, and neuroregeneration";journal;"10558330";1,099;Q1;27;0;70;0;166;66;0,00;0,00;United States;"Academic Press";"Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Neuropsychology and Physiological Psychology (Q2)"
30;14993;"Current Opinion in Neurology";journal;"13507540, 14736551";1,094;Q1;107;97;307;4757;649;280;2,46;49,04;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (Q1); Neurology (clinical) (Q1)"
31;17552;"Acta Neuropathologica";journal;"14320533, 00016322";1,087;Q1;136;181;542;6154;1336;533;2,36;34,00;Germany;"Springer Verlag";"Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Cellular and Molecular Neuroscience (Q3)"
32;13068;"Spine";journal;"03622436";1,070;Q1;224;451;1406;11353;2642;1269;1,82;25,17;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1)"
33;16188;"Journal of the International Neuropsychological Society";journal;"14697661, 13556177";1,061;Q1;111;63;173;2637;312;164;1,87;41,86;United Kingdom;"Cambridge University Press";"Clinical Psychology (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Neuroscience (miscellaneous) (Q2)"
34;14841;"Cephalalgia";journal;"14682982, 03331024";1,029;Q1;111;138;417;2817;779;314;2,27;20,41;United States;"SAGE Publications";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1)"
35;17990;"Neuropathology and Applied Neurobiology";journal;"03051846, 13652990";1,021;Q1;82;53;198;2325;434;187;2,52;43,87;United Kingdom;"Blackwell Publishing Inc.";"Histology (Q1); Neurology (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Physiology (medical) (Q1)"
36;16751;"Journal of Neurology";journal;"03405354";1,001;Q1;118;242;423;5623;770;303;2,76;23,24;Germany;"Dr. Dietrich Steinkopff Verlag";"Neurology (Q1); Neurology (clinical) (Q1)"
37;14314;"Otology and Neurotology";journal;"15317129";0,992;Q1;90;150;525;2759;540;485;1,02;18,39;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Otorhinolaryngology (Q1); Sensory Systems (Q2)"
38;14945;"Cortex";journal;"00109452";0,973;Q1;93;52;168;2164;259;165;1,34;41,62;France;"Masson Publishing";"Developmental and Educational Psychology (Q1); Neurology (Q1); Neurology (clinical) (Q1); Cognitive Neuroscience (Q2); Experimental and Cognitive Psychology (Q2); Neuropsychology and Physiological Psychology (Q2)"
39;16785;"Journal of NeuroVirology";journal;"13550284, 15382443";0,899;Q1;76;81;212;3923;445;201;2,01;48,43;United Kingdom;"Taylor and Francis Ltd";"Neurology (Q1); Neurology (clinical) (Q1); Virology (Q2); Cellular and Molecular Neuroscience (Q3)"
40;16726;"Journal of Intellectual Disability Research";journal;"13652788, 09642633";0,898;Q1;89;63;214;1969;292;204;1,29;31,25;United Kingdom;"Blackwell Publishing Inc.";"Arts and Humanities (miscellaneous) (Q1); Neurology (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Rehabilitation (Q1)"
41;12736;"Journal of Clinical and Experimental Neuropsychology";journal;"1744411, 13803395";0,860;Q1;94;72;233;2667;347;227;1,33;37,04;United Kingdom;"Taylor & Francis";"Clinical Psychology (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
42;16820;"Journal of the Neurological Sciences";journal;"0022510";0,853;Q1;120;296;942;8050;1688;892;1,66;27,20;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Neurology (Q2)"
43;37028;"Electroencephalography and Clinical Neurophysiology";journal;"00134694";0,845;Q1;77;0;356;0;957;347;2,44;0,00;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q2)"
44;20041;"Neurourology and Urodynamics";journal;"15206777, 07332467";0,830;Q1;79;57;143;1038;229;122;1,91;18,21;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q1); Urology (Q1)"
45;15599;"Neuropediatrics";journal;"14391899, 0174304";0,786;Q1;63;68;210;1811;341;197;1,56;26,63;Germany;"Georg Thieme Verlag";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1)"
46;16675;"Journal of Clinical Neurophysiology";journal;"07360258";0,783;Q1;91;59;181;2274;287;150;1,75;38,54;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neurology (Q2); Physiology (Q2); Physiology (medical) (Q2)"
47;16790;"Journal of Pain and Symptom Management";journal;"08853924";0,782;Q1;124;147;354;3088;517;281;1,70;21,01;Netherlands;"Elsevier BV";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1); Nursing (miscellaneous) (Q1)"
48;16075;"Headache";journal;"15264610, 00178748";0,772;Q1;105;129;352;2219;576;310;1,92;17,20;United Kingdom;"Blackwell Publishing Inc.";"Neurology (clinical) (Q1); Neurology (Q2)"
49;17309;"Neuroradiology";journal;"14321920, 00283940";0,767;Q1;86;183;564;3191;753;554;1,24;17,44;Germany;"Springer Verlag";"Cardiology and Cardiovascular Medicine (Q1); Neurology (clinical) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
50;17494;"Neuroepidemiology";journal;"02515350, 14230208";0,764;Q1;74;38;116;1387;188;114;1,63;36,50;Switzerland;"S. Karger AG";"Neurology (clinical) (Q1); Epidemiology (Q2)"
51;15576;"European Neuropsychopharmacology";journal;"0924977";0,753;Q1;96;114;240;3631;454;238;2,83;31,85;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2); Neurology (Q2)"
52;17468;"Neurocase";journal;"13554794, 14653656";0,750;Q1;58;50;127;2568;151;124;1,13;51,36;United Kingdom;"Taylor & Francis";"Arts and Humanities (miscellaneous) (Q1); Neurology (clinical) (Q1)"
53;14987;"Developmental Medicine and Child Neurology";journal;"00121622, 14698749";0,740;Q1;125;154;482;4545;633;403;1,34;29,51;United States;"Wiley-Blackwell";"Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Developmental Neuroscience (Q2)"
54;15771;"Muscle and Nerve";journal;"10974598, 0148639";0,738;Q1;129;329;957;9001;1457;797;1,76;27,36;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q1); Physiology (Q2); Physiology (medical) (Q2); Cellular and Molecular Neuroscience (Q4)"
55;83831;"Electroencephalography and Clinical Neurophysiology - Evoked Potentials";journal;"01685597";0,728;Q1;46;0;194;0;471;192;2,32;0,00;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q2)"
56;14880;"Clinical Journal of Pain";journal;"07498047";0,721;Q2;113;49;161;1370;275;123;2,02;27,96;United States;"Lippincott Williams & Wilkins Ltd.";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q2)"
57;15300154855;"Journal of Neural Transmission";journal;"03009564";0,715;Q2;96;101;356;3516;609;353;1,59;34,81;Germany;"Springer Verlag";"Neurology (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2); Biological Psychiatry (Q3)"
58;14340;"Brain Injury";journal;"02699052, 1362301";0,705;Q2;89;92;268;2853;327;260;1,02;31,01;United Kingdom;"Taylor & Francis";"Developmental and Educational Psychology (Q2); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
59;12218;"Journal of Head Trauma Rehabilitation";journal;"08859701, 1550509";0,698;Q2;85;79;170;1609;173;152;0,92;20,37;United States;"Lippincott Williams & Wilkins Ltd.";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Neurology (clinical) (Q2)"
60;16760;"Journal of Neurology, Supplement";journal;"09391517";0,689;Q2;52;13;40;24;80;40;2,00;1,85;Germany;"Springer Verlag";"Neurology (Q2); Neurology (clinical) (Q2)"
61;29954;"Journal of Neuro-Oncology";journal;"15737373, 0167594";0,680;Q2;102;171;416;5609;775;410;1,81;32,80;Netherlands;"Kluwer Academic Publishers";"Oncology (Q1); Cancer Research (Q2); Neurology (Q2); Neurology (clinical) (Q2)"
62;20602;"Clinical Neuropharmacology";journal;"03625664";0,672;Q2;72;66;197;2155;403;187;1,94;32,65;United States;"Lippincott Williams & Wilkins Ltd.";"Pharmacology (Q1); Pharmacology (medical) (Q1); Neurology (clinical) (Q2)"
63;18059;"Neuroscientist";journal;"10738584";0,667;Q2;107;119;272;2682;275;239;1,15;22,54;United States;"Sage Science Press";"Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
64;69309;"Electroencephalography and Clinical Neurophysiology - Electromyography and Motor Control";journal;"0924980";0,661;Q2;52;0;210;0;400;209;1,70;0,00;Netherlands;"Elsevier BV";"Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
65;17526;"Neurologic Clinics";journal;"07338619";0,655;Q2;70;57;168;3463;334;157;1,75;60,75;United Kingdom;"W. B. Saunders Co., Ltd.";"Neurology (clinical) (Q2)"
66;16737;"Journal of Neural Transmission, Supplement";journal;"03036995";0,654;Q2;63;54;205;2778;336;204;1,48;51,44;Germany;"Springer Verlag";"Neurology (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2); Biological Psychiatry (Q3)"
67;17376;"Minimally Invasive Neurosurgery";journal;"09467211, 14392291";0,640;Q2;45;42;110;816;111;108;0,77;19,43;Germany;"Georg Thieme Verlag";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
68;19884;"Spinal Cord";journal;"13624393, 14765624";0,627;Q2;93;151;484;3759;407;412;1,05;24,89;United Kingdom;"Nature Publishing Group";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
69;12266;"Journal of Spinal Disorders and Techniques";journal;"15360652, 15392465";0,625;Q2;82;105;279;2032;204;265;0,71;19,35;United States;"Lippincott Williams & Wilkins Ltd.";"Orthopedics and Sports Medicine (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
70;17548;"Acta Neurologica Scandinavica";journal;"00016314, 16000404";0,623;Q2;84;145;557;3614;740;531;1,24;24,92;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
71;16868;"Motor Control";journal;"15432696, 10871640";0,603;Q2;40;32;41;86;39;41;0,95;2,69;United States;"Human Kinetics Publishers, Inc.";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Neurology (clinical) (Q2); Sports Science (Q2); Physiology (medical) (Q3)"
72;20106;"CNS Drugs";journal;"11727047";0,601;Q2;96;82;261;6459;405;231;1,63;78,77;United Kingdom;"Adis International Ltd.";"Pharmacology (medical) (Q1); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
73;17408;"Multiple Sclerosis";journal;"13524585, 14770970";0,600;Q2;106;72;212;2332;310;211;1,64;32,39;United States;"SAGE Publications";"Neurology (Q2); Neurology (clinical) (Q2)"
74;15987;"Journal of Pain";journal;"15265900";0,595;Q2;102;37;45;920;42;33;1,35;24,86;United States;"Churchill Livingstone";"Anesthesiology and Pain Medicine (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
75;23481;"Journal of Vestibular Research: Equilibrium and Orientation";journal;"09574271";0,593;Q2;46;45;136;1400;163;135;1,24;31,11;Netherlands;"IOS Press";"Otorhinolaryngology (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2); Sensory Systems (Q3)"
76;21911;"Journal of Neurosurgical Anesthesiology";journal;"08984921";0,583;Q2;55;43;158;985;160;142;1,05;22,91;United States;"Lippincott Williams & Wilkins Ltd.";"Anesthesiology and Pain Medicine (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
77;14836;"Canadian Journal of Neurological Sciences";journal;"03171671";0,581;Q2;59;82;228;2465;274;206;1,15;30,06;United Kingdom;"Cambridge University Press";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
78;15741;"Pediatric Neurology";journal;"08878994";0,578;Q2;81;148;408;2928;457;391;1,05;19,78;Netherlands;"Elsevier BV";"Pediatrics, Perinatology and Child Health (Q1); Neurology (Q2); Neurology (clinical) (Q2); Developmental Neuroscience (Q4)"
79;19700171401;"World Neurosurgery";journal;"18788750";0,572;Q2;82;265;718;4263;534;621;0,85;16,09;Netherlands;"Elsevier BV";"Surgery (Q1); Neurology (clinical) (Q2)"
80;14857;"Cerebrovascular Diseases";journal;"10159770, 14219786";0,568;Q2;92;94;289;2327;355;256;1,46;24,76;Switzerland;"S. Karger AG";"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
81;19384;"Seminars in Neurology";journal;"10989021, 02718235";0,567;Q2;63;55;134;3488;149;130;1,26;63,42;United States;"Thieme Medical Publishers";"Neurology (clinical) (Q2); Neurology (Q3)"
82;16747;"Journal of Neuroimaging";journal;"10512284";0,567;Q2;56;62;195;859;178;168;1,01;13,85;United States;"Wiley-Blackwell";"Medicine (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Neurology (clinical) (Q2)"
83;31713;"Molecular and Chemical Neuropathology";journal;"10447393";0,566;Q2;33;4;220;148;245;213;1,13;37,00;United States;"Humana Press, Inc.";"Neurology (clinical) (Q2); Molecular Biology (Q3); Neuroscience (miscellaneous) (Q3)"
84;16834;"Journal of the Peripheral Nervous System";journal;"10859489, 15298027";0,558;Q2;60;24;83;817;102;82;1,34;34,04;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q3)"
85;20412;"Acta Neurochirurgica";journal;"09420940, 00016268";0,543;Q2;81;215;628;5271;558;615;0,75;24,52;Germany;"Springer Verlag";"Surgery (Q1); Neurology (clinical) (Q2)"
86;14320;"Brain and Development";journal;"03877604";0,540;Q2;74;106;263;2027;301;254;1,19;19,12;Netherlands;"Elsevier BV";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2); Developmental Neuroscience (Q4)"
87;17940;"Neurological Research";journal;"01616412";0,540;Q2;70;147;344;4111;419;342;1,29;27,97;United Kingdom;"Maney Publishing";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neurology (Q3)"
88;14255;"Autonomic Neuroscience: Basic and Clinical";journal;"15660702";0,532;Q2;73;81;485;2770;549;481;1,16;34,20;Netherlands;"Elsevier BV";"Neurology (clinical) (Q2); Endocrine and Autonomic Systems (Q3); Cellular and Molecular Neuroscience (Q4)"
89;16674;"Journal of Child Neurology";journal;"08830738";0,522;Q2;93;178;388;4476;423;356;1,12;25,15;United States;"SAGE Publications";"Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2)"
90;22302;"Stereotactic and Functional Neurosurgery";journal;"10116125, 14230372";0,519;Q2;56;26;228;370;155;226;0,59;14,23;Switzerland;"S. Karger AG";"Surgery (Q1); Neurology (clinical) (Q2)"
91;19228;"Restorative Neurology and Neuroscience";journal;"09226028";0,518;Q2;67;55;110;3177;110;101;0,62;57,76;Netherlands;"IOS Press";"Neurology (clinical) (Q2); Neurology (Q3); Developmental Neuroscience (Q4)"
92;19380;"Seizure : the journal of the British Epilepsy Association";journal;"10591311";0,517;Q2;74;100;211;1886;241;204;1,08;18,86;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neurology (Q3)"
93;15575;"European Neurology";journal;"00143022, 14219913";0,514;Q2;69;111;380;2441;459;371;1,25;21,99;Switzerland;"S. Karger AG";"Neurology (clinical) (Q2); Neurology (Q3)"
94;29306;"Clinical Autonomic Research";journal;"09599851, 16191560";0,513;Q2;52;31;126;919;144;124;0,93;29,65;Germany;"Dr. Dietrich Steinkopff Verlag";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Endocrine and Autonomic Systems (Q3)"
95;18576;"Pediatric Neurosurgery";journal;"10162291, 14230305";0,509;Q2;67;129;377;2529;309;347;0,65;19,60;Switzerland;"S. Karger AG";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
96;21776;"Neurosurgery Clinics of North America";journal;"10423680";0,496;Q2;52;56;182;2842;197;178;0,68;50,75;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
97;14897;"Journal of Electromyography and Kinesiology";journal;"10506411";0,488;Q2;85;43;100;1252;68;96;0,68;29,12;Netherlands;"Elsevier BV";"Neurology (clinical) (Q2); Sports Science (Q2); Biophysics (Q3); Neuroscience (miscellaneous) (Q3)"
98;14352;"Brain Topography";journal;"08960267, 15736792";0,485;Q2;60;25;97;855;143;97;1,80;34,20;United States;"Kluwer Academic/Plenum Publishers";"Anatomy (Q2); Neurology (clinical) (Q2); Radiological and Ultrasound Technology (Q2); Radiology, Nuclear Medicine and Imaging (Q2); Neurology (Q3)"
99;26169;"Journal of Orofacial Pain";journal;"10646655";0,469;Q2;59;26;96;812;87;96;0,85;31,23;United States;"Quintessence Publishing Company";"Anesthesiology and Pain Medicine (Q1); Dentistry (miscellaneous) (Q2); Neurology (clinical) (Q2)"
100;14183;"Aphasiology";journal;"14645041, 02687038";0,466;Q2;57;69;216;2322;145;215;0,71;33,65;United Kingdom;"Taylor & Francis";"Linguistics and Language (Q1); LPN and LVN (Q1); Language and Linguistics (Q2); Neurology (clinical) (Q2); Otorhinolaryngology (Q2); Developmental and Educational Psychology (Q3); Neurology (Q3)"
101;37317;"Bailliere's Clinical Neurology";journal;"09610421";0,458;Q2;21;0;80;0;90;76;1,03;0,00;United Kingdom;"Bailliere Tindall And Cassell";"Neurology (clinical) (Q2)"
102;19015;"Metabolic Brain Disease";journal;"08857490, 15737365";0,457;Q2;57;28;88;877;113;85;1,02;31,32;United States;"Kluwer Academic/Plenum Publishers";"Neurology (clinical) (Q2); Biochemistry (Q3); Cellular and Molecular Neuroscience (Q4)"
103;17541;"Acta Neurochirurgica, Supplement";journal;"00651419";0,453;Q2;62;174;355;2079;336;355;0,67;11,95;Germany;"Springer Verlag";"Neurology (clinical) (Q2); Surgery (Q2)"
104;16102;"Human Psychopharmacology";journal;"08856222, 10991077";0,439;Q2;68;79;275;3838;241;229;1,04;48,58;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q2); Pharmacology (medical) (Q2); Psychiatry and Mental Health (Q2); Neurology (Q3)"
105;17478;"Topics in Spinal Cord Injury Rehabilitation";journal;"10820744";0,422;Q2;26;46;33;1014;11;26;0,42;22,04;United States;"Thomas Land Publishers Inc.";"Rehabilitation (Q1); Neurology (clinical) (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2)"
106;32816;"Neural Plasticity";journal;"07928483, 16875443";0,407;Q2;50;9;20;334;17;20;0,85;37,11;Egypt;"Hindawi Publishing Corporation";"Neurology (clinical) (Q2); Neurology (Q3)"
107;14874;"Child's Nervous System";journal;"14330350, 02567040";0,401;Q2;72;133;397;3507;261;365;0,60;26,37;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2)"
108;14899;"Clinical Neuropathology";journal;"07225091";0,394;Q2;39;41;146;973;126;144;0,77;23,73;Germany;"Dustri-Verlag Dr. Karl Feistle";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Pathology and Forensic Medicine (Q2); Neurology (Q3)"
109;29549;"Journal of Geriatric Psychiatry and Neurology";journal;"08919887";0,392;Q2;62;33;102;1543;102;93;0,72;46,76;United States;"SAGE Publications";"Geriatrics and Gerontology (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
110;14386;"CNS Spectrums";journal;"10928529";0,381;Q2;69;118;194;3469;96;166;0,63;29,40;United Kingdom;"Cambridge University Press";"Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
111;17193;"Interventional Neuroradiology";journal;"11239344";0,380;Q3;29;95;196;1130;107;184;0,57;11,89;Italy;"Centauro SRL";"Cardiology and Cardiovascular Medicine (Q2); Radiology, Nuclear Medicine and Imaging (Q2); Neurology (clinical) (Q3)"
