Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2007);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
53;16747;"Journal of Neuroimaging";journal;"10512284";1,210;Q1;56;79;192;1970;475;182;2,26;24,94;United States;"Wiley-Blackwell";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
54;33648;"Neurorehabilitation and Neural Repair";journal;"15459683";1,190;Q1;87;66;128;2325;370;115;3,18;35,23;United States;"Sage Science Press";"Neurology (clinical) (Q1); Rehabilitation (Q1); Neurology (Q2)"
55;16751;"Journal of Neurology";journal;"03405354";1,171;Q1;118;393;990;9701;2250;676;2,83;24,68;Germany;"Dr. Dietrich Steinkopff Verlag";"Neurology (clinical) (Q1); Neurology (Q2)"
56;14346;"Brain Research";journal;"00068993";1,156;Q1;183;1236;3381;59074;8783;3357;2,47;47,79;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Developmental Biology (Q2); Neuroscience (miscellaneous) (Q2); Molecular Biology (Q3)"
57;25336;"Neurodegenerative Diseases";journal;"16602862, 16602854";1,152;Q1;49;65;104;3042;251;101;2,56;46,80;Switzerland;"S. Karger AG";"Neurology (clinical) (Q1); Neurology (Q2)"
58;14841;"Cephalalgia";journal;"14682982, 03331024";1,143;Q1;111;213;574;5652;1644;499;2,78;26,54;United States;"SAGE Publications";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1)"
59;17309;"Neuroradiology";journal;"14321920, 00283940";1,141;Q1;86;128;436;3744;986;412;2,09;29,25;Germany;"Springer Verlag";"Cardiology and Cardiovascular Medicine (Q1); Neurology (clinical) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
60;15549;"European Journal of Neurology";journal;"13515101, 14681331";1,136;Q1;109;377;638;7085;1734;513;3,29;18,79;United Kingdom;"Blackwell Publishing Inc.";"Neurology (clinical) (Q1); Neurology (Q2)"
61;14880;"Clinical Journal of Pain";journal;"07498047";1,123;Q1;113;119;270;4754;1016;250;3,59;39,95;United States;"Lippincott Williams & Wilkins Ltd.";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1)"
62;15771;"Muscle and Nerve";journal;"10974598, 0148639";1,102;Q1;129;225;636;8327;1780;584;2,94;37,01;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q1); Physiology (Q2); Physiology (medical) (Q2); Cellular and Molecular Neuroscience (Q3)"
63;16820;"Journal of the Neurological Sciences";journal;"0022510";1,101;Q1;120;360;839;12267;2212;792;2,64;34,08;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Neurology (Q2)"
64;14258;"BMC Neurology";journal;"14712377";1,082;Q1;59;40;98;1551;266;96;2,38;38,78;United Kingdom;"BioMed Central";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1)"
65;145679;"European Journal of Neurology, Supplement";journal;"14710552";1,080;Q1;15;0;12;0;38;12;3,00;0,00;United Kingdom;"Rapid Science Publishers";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q2)"
66;14857;"Cerebrovascular Diseases";journal;"10159770, 14219786";1,076;Q1;92;211;547;5660;1338;506;2,45;26,82;Switzerland;"S. Karger AG";"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
67;12218;"Journal of Head Trauma Rehabilitation";journal;"08859701, 1550509";1,060;Q1;85;53;159;1701;451;147;3,25;32,09;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1)"
68;17548;"Acta Neurologica Scandinavica";journal;"00016314, 16000404";1,043;Q1;84;173;460;4930;1217;431;2,63;28,50;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
69;13163;"Epilepsy and Behavior";journal;"15255050, 15255069";1,038;Q1;88;191;589;6428;1591;552;2,65;33,65;United States;"Elsevier Inc.";"Neurology (clinical) (Q1); Neurology (Q2); Behavioral Neuroscience (Q3)"
70;18572;"Parkinsonism and Related Disorders";journal;"13538020";1,013;Q1;79;179;273;4487;706;257;2,55;25,07;Netherlands;"Elsevier BV";"Geriatrics and Gerontology (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
71;16726;"Journal of Intellectual Disability Research";journal;"13652788, 09642633";1,013;Q1;89;107;271;3562;595;255;2,22;33,29;United Kingdom;"Blackwell Publishing Inc.";"Arts and Humanities (miscellaneous) (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Rehabilitation (Q1); Neurology (Q2)"
72;19228;"Restorative Neurology and Neuroscience";journal;"09226028";1,005;Q1;67;54;108;2541;388;103;2,88;47,06;Netherlands;"IOS Press";"Neurology (clinical) (Q1); Developmental Neuroscience (Q2); Neurology (Q2)"
73;12266;"Journal of Spinal Disorders and Techniques";journal;"15360652, 15392465";1,001;Q2;82;109;348;2408;657;335;1,90;22,09;United States;"Lippincott Williams & Wilkins Ltd.";"Orthopedics and Sports Medicine (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
74;12736;"Journal of Clinical and Experimental Neuropsychology";journal;"1744411, 13803395";0,982;Q2;94;86;269;3867;637;268;1,98;44,97;United Kingdom;"Taylor & Francis";"Clinical Psychology (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
75;15514;"Epilepsy Research";journal;"09201211";0,974;Q2;104;136;360;5166;1025;351;2,74;37,99;Netherlands;"Elsevier BV";"Neurology (Q2); Neurology (clinical) (Q2)"
76;145175;"Neurosurgical Focus";journal;"10920684";0,964;Q2;75;170;440;5231;1050;434;2,25;30,77;United States;"American Association of Neurological Surgeons";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
77;37369;"Journal of Neurosurgery: Spine";journal;"15475646, 15475654";0,959;Q2;78;250;432;5545;862;403;2,03;22,18;United States;"American Association of Neurological Surgeons";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
78;17468;"Neurocase";journal;"13554794, 14653656";0,958;Q2;58;51;151;2218;288;149;1,83;43,49;United Kingdom;"Taylor & Francis";"Arts and Humanities (miscellaneous) (Q1); Neurology (clinical) (Q2)"
79;20602;"Clinical Neuropharmacology";journal;"03625664";0,955;Q2;72;59;202;1465;587;187;2,90;24,83;United States;"Lippincott Williams & Wilkins Ltd.";"Pharmacology (medical) (Q1); Neurology (clinical) (Q2); Pharmacology (Q2)"
80;16075;"Headache";journal;"15264610, 00178748";0,938;Q2;105;392;882;5814;1681;553;2,89;14,83;United Kingdom;"Blackwell Publishing Inc.";"Neurology (Q2); Neurology (clinical) (Q2)"
81;19015;"Metabolic Brain Disease";journal;"08857490, 15737365";0,935;Q2;57;35;113;1857;338;112;2,16;53,06;United States;"Kluwer Academic/Plenum Publishers";"Biochemistry (Q2); Neurology (clinical) (Q2); Cellular and Molecular Neuroscience (Q3)"
82;16834;"Journal of the Peripheral Nervous System";journal;"10859489, 15298027";0,930;Q2;60;38;138;1180;291;100;3,32;31,05;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
83;16785;"Journal of NeuroVirology";journal;"13550284, 15382443";0,926;Q2;76;69;218;2594;533;213;2,37;37,59;United Kingdom;"Taylor and Francis Ltd";"Neurology (Q2); Neurology (clinical) (Q2); Virology (Q2); Cellular and Molecular Neuroscience (Q3)"
84;17947;"Neurologist";journal;"10747931";0,921;Q2;53;72;136;2972;335;126;2,31;41,28;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2)"
85;16675;"Journal of Clinical Neurophysiology";journal;"07360258";0,904;Q2;91;71;178;2024;419;173;1,69;28,51;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2); Physiology (Q2); Physiology (medical) (Q2)"
86;19884;"Spinal Cord";journal;"13624393, 14765624";0,902;Q2;93;131;399;3305;753;351;2,06;25,23;United Kingdom;"Nature Publishing Group";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
87;18500161700;"Pain Medicine";journal;"15264637, 15262375";0,884;Q2;81;122;249;3497;656;166;3,72;28,66;United Kingdom;"Oxford University Press";"Anesthesiology and Pain Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2)"
88;14386;"CNS Spectrums";journal;"10928529";0,883;Q2;69;190;539;5404;991;410;2,45;28,44;United Kingdom;"Cambridge University Press";"Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
89;14897;"Journal of Electromyography and Kinesiology";journal;"10506411";0,873;Q2;85;78;210;2921;454;208;1,55;37,45;Netherlands;"Elsevier BV";"Biophysics (Q2); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2); Sports Science (Q2)"
90;17700156408;"Nature Reviews Neurology";journal;"17594758, 17594766";0,871;Q2;113;152;159;3473;286;146;1,96;22,85;United Kingdom;"Nature Publishing Group";"Neurology (clinical) (Q2); Cellular and Molecular Neuroscience (Q4)"
91;29954;"Journal of Neuro-Oncology";journal;"15737373, 0167594";0,865;Q2;102;233;693;5984;1391;612;2,11;25,68;Netherlands;"Kluwer Academic Publishers";"Neurology (Q2); Neurology (clinical) (Q2); Oncology (Q2); Cancer Research (Q3)"
92;16102;"Human Psychopharmacology";journal;"08856222, 10991077";0,855;Q2;68;71;217;2339;537;196;2,25;32,94;United States;"John Wiley & Sons Inc.";"Pharmacology (medical) (Q1); Neurology (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
93;14352;"Brain Topography";journal;"08960267, 15736792";0,818;Q2;60;18;72;582;131;71;1,66;32,33;United States;"Kluwer Academic/Plenum Publishers";"Anatomy (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Neurology (Q2); Neurology (clinical) (Q2); Radiological and Ultrasound Technology (Q2)"
94;19386;"Seminars in Pediatric Neurology";journal;"10719091";0,815;Q2;51;28;110;1492;251;95;2,37;53,29;United Kingdom;"W. B. Saunders Co., Ltd.";"Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2)"
95;15599;"Neuropediatrics";journal;"14391899, 0174304";0,811;Q2;63;70;185;1375;303;178;1,54;19,64;Germany;"Georg Thieme Verlag";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2)"
96;16202;"International Review of Neurobiology";book series;"00747742";0,804;Q2;69;96;202;8807;285;184;1,45;91,74;United States;"Elsevier Inc.";"Neurology (clinical) (Q2); Cellular and Molecular Neuroscience (Q4)"
97;14895;"Clinical Neurology and Neurosurgery";journal;"03038467";0,804;Q2;61;191;325;4440;620;300;1,92;23,25;Netherlands;"Elsevier BV";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
98;19380;"Seizure : the journal of the British Epilepsy Association";journal;"10591311";0,791;Q2;74;111;317;2882;688;301;2,21;25,96;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
99;14874;"Child's Nervous System";journal;"14330350, 02567040";0,774;Q2;72;233;600;5287;707;533;1,20;22,69;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2)"
100;17940;"Neurological Research";journal;"01616412";0,759;Q2;70;155;423;5544;954;411;2,04;35,77;United Kingdom;"Maney Publishing";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
101;19384;"Seminars in Neurology";journal;"10989021, 02718235";0,750;Q2;63;57;171;3047;410;138;2,49;53,46;United States;"Thieme Medical Publishers";"Neurology (Q2); Neurology (clinical) (Q2)"
102;145172;"Behavioral Sleep Medicine";journal;"15402002, 15402010";0,737;Q2;38;20;46;756;98;46;1,97;37,80;United States;"Lawrence Erlbaum Associates Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2); Psychology (miscellaneous) (Q2)"
103;22097;"Neurosurgical Review";journal;"03445607, 14372320";0,728;Q2;52;107;185;1647;258;149;1,44;15,39;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
104;14989;"Current Neurology and Neuroscience Reports";journal;"15284042, 15346293";0,725;Q2;59;65;218;3465;424;199;1,97;53,31;United States;"Current Science Inc.";"Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
105;16760;"Journal of Neurology, Supplement";journal;"09391517";0,725;Q2;52;0;57;0;113;54;1,00;0,00;Germany;"Springer Verlag";"Neurology (clinical) (Q2); Neurology (Q3)"
106;14255;"Autonomic Neuroscience: Basic and Clinical";journal;"15660702";0,712;Q2;73;93;296;3908;564;292;1,94;42,02;Netherlands;"Elsevier BV";"Neurology (clinical) (Q2); Endocrine and Autonomic Systems (Q3); Cellular and Molecular Neuroscience (Q4)"
107;26169;"Journal of Orofacial Pain";journal;"10646655";0,705;Q2;59;38;130;1276;256;114;2,10;33,58;United States;"Quintessence Publishing Company";"Anesthesiology and Pain Medicine (Q1); Dentistry (miscellaneous) (Q1); Neurology (clinical) (Q2)"
108;32816;"Neural Plasticity";journal;"07928483, 16875443";0,697;Q2;50;25;45;2125;82;41;1,96;85,00;Egypt;"Hindawi Publishing Corporation";"Neurology (clinical) (Q2); Neurology (Q3)"
109;3600148102;"Alzheimer's and Dementia";journal;"15525260, 15525279";0,670;Q2;84;78;104;3216;130;77;1,69;41,23;Netherlands;"Elsevier BV";"Health Policy (Q1); Geriatrics and Gerontology (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2); Developmental Neuroscience (Q3); Epidemiology (Q3); Cellular and Molecular Neuroscience (Q4)"
110;16674;"Journal of Child Neurology";journal;"08830738";0,662;Q2;93;254;647;5770;1182;612;1,68;22,72;United States;"SAGE Publications";"Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2)"
111;19700171401;"World Neurosurgery";journal;"18788750";0,661;Q2;82;485;1269;5830;998;646;1,39;12,02;Netherlands;"Elsevier BV";"Surgery (Q1); Neurology (clinical) (Q2)"
112;14287;"Behavioural Neurology";journal;"09534180";0,660;Q2;39;31;57;1006;86;53;1,26;32,45;Netherlands;"Hindawi Publishing Corporation";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Neurology (Q3); Neuropsychology and Physiological Psychology (Q3)"
