Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2003);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
69;29954;"Journal of Neuro-Oncology";journal;"15737373, 0167594";0,742;Q2;102;175;431;5845;911;426;1,79;33,40;Netherlands;"Kluwer Academic Publishers";"Cancer Research (Q2); Neurology (Q2); Neurology (clinical) (Q2); Oncology (Q2)"
70;15599;"Neuropediatrics";journal;"14391899, 0174304";0,724;Q2;63;66;209;1459;336;183;1,66;22,11;Germany;"Georg Thieme Verlag";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2)"
71;17309;"Neuroradiology";journal;"14321920, 00283940";0,719;Q2;86;164;564;3339;862;537;1,53;20,36;Germany;"Springer Verlag";"Cardiology and Cardiovascular Medicine (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Neurology (clinical) (Q2)"
72;16202;"International Review of Neurobiology";book series;"00747742";0,707;Q2;69;57;164;7163;294;156;1,94;125,67;United States;"Elsevier Inc.";"Neurology (clinical) (Q2); Cellular and Molecular Neuroscience (Q4)"
73;14989;"Current Neurology and Neuroscience Reports";journal;"15284042, 15346293";0,699;Q2;59;70;152;3312;236;149;1,58;47,31;United States;"Current Science Inc.";"Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
74;19837;"Sleep Medicine Reviews";journal;"10870792";0,697;Q2;116;43;126;2738;243;96;2,08;63,67;United Kingdom;"Elsevier Ltd.";"Pulmonary and Respiratory Medicine (Q1); Neurology (Q2); Neurology (clinical) (Q2); Physiology (medical) (Q2)"
75;17526;"Neurologic Clinics";journal;"07338619";0,694;Q2;70;47;166;4609;331;153;1,71;98,06;United Kingdom;"W. B. Saunders Co., Ltd.";"Neurology (clinical) (Q2)"
76;14320;"Brain and Development";journal;"03877604";0,694;Q2;74;117;391;3053;609;376;1,60;26,09;Netherlands;"Elsevier BV";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2); Developmental Neuroscience (Q3)"
77;12736;"Journal of Clinical and Experimental Neuropsychology";journal;"1744411, 13803395";0,682;Q2;94;95;245;4628;413;237;1,41;48,72;United Kingdom;"Taylor & Francis";"Clinical Psychology (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
78;19884;"Spinal Cord";journal;"13624393, 14765624";0,681;Q2;93;123;371;2743;537;336;1,45;22,30;United Kingdom;"Nature Publishing Group";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
79;17997;"Neurophysiologie Clinique";journal;"09877053";0,677;Q2;54;30;96;1376;182;89;1,26;45,87;Netherlands;"Elsevier Masson";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2); Physiology (medical) (Q2)"
80;26169;"Journal of Orofacial Pain";journal;"10646655";0,674;Q2;59;43;92;1344;166;82;1,66;31,26;United States;"Quintessence Publishing Company";"Anesthesiology and Pain Medicine (Q1); Dentistry (miscellaneous) (Q1); Neurology (clinical) (Q2)"
81;14340;"Brain Injury";journal;"02699052, 1362301";0,671;Q2;89;92;284;2847;469;276;1,46;30,95;United Kingdom;"Taylor & Francis";"Developmental and Educational Psychology (Q2); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q3)"
82;14903;"Clinical Neuroscience Research";journal;"15662772";0,650;Q2;32;47;82;4178;105;77;1,36;88,89;Netherlands;"Elsevier BV";"Neurology (Q2); Neurology (clinical) (Q2); Neuropsychology and Physiological Psychology (Q2); Psychiatry and Mental Health (Q2); Biological Psychiatry (Q4)"
83;14333;"Thalamus and Related Systems";journal;"14729288, 17448107";0,648;Q2;20;13;39;887;40;39;1,03;68,23;United Kingdom;"Cambridge University Press";"Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q3)"
84;19228;"Restorative Neurology and Neuroscience";journal;"09226028";0,646;Q2;67;19;91;1020;148;88;1,75;53,68;Netherlands;"IOS Press";"Neurology (Q2); Neurology (clinical) (Q2); Developmental Neuroscience (Q3)"
85;19384;"Seminars in Neurology";journal;"10989021, 02718235";0,632;Q2;63;53;152;2325;217;124;1,52;43,87;United States;"Thieme Medical Publishers";"Neurology (clinical) (Q2); Neurology (Q3)"
86;18572;"Parkinsonism and Related Disorders";journal;"13538020";0,630;Q2;79;82;172;2298;273;165;1,86;28,02;Netherlands;"Elsevier BV";"Geriatrics and Gerontology (Q1); Neurology (clinical) (Q2); Neurology (Q3)"
87;19700171401;"World Neurosurgery";journal;"18788750";0,626;Q2;82;329;789;3477;531;417;1,05;10,57;Netherlands;"Elsevier BV";"Surgery (Q1); Neurology (clinical) (Q2)"
88;17548;"Acta Neurologica Scandinavica";journal;"00016314, 16000404";0,608;Q2;84;150;449;3907;738;430;1,57;26,05;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neurology (Q3)"
89;18576;"Pediatric Neurosurgery";journal;"10162291, 14230305";0,603;Q2;67;133;396;2555;445;364;1,12;19,21;Switzerland;"S. Karger AG";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
90;15575;"European Neurology";journal;"00143022, 14219913";0,601;Q2;69;117;367;2204;552;357;1,37;18,84;Switzerland;"S. Karger AG";"Neurology (clinical) (Q2); Neurology (Q3)"
91;33648;"Neurorehabilitation and Neural Repair";journal;"15459683";0,586;Q2;87;27;92;785;134;89;1,29;29,07;United States;"Sage Science Press";"Rehabilitation (Q1); Neurology (clinical) (Q2); Neurology (Q3)"
92;29549;"Journal of Geriatric Psychiatry and Neurology";journal;"08919887";0,585;Q2;62;44;105;1481;176;101;1,63;33,66;United States;"SAGE Publications";"Geriatrics and Gerontology (Q1); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
93;15741;"Pediatric Neurology";journal;"08878994";0,582;Q2;81;144;444;3237;672;416;1,57;22,48;Netherlands;"Elsevier BV";"Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2); Developmental Neuroscience (Q3); Neurology (Q3)"
94;20412;"Acta Neurochirurgica";journal;"09420940, 00016268";0,574;Q2;81;178;563;3750;647;545;1,11;21,07;Germany;"Springer Verlag";"Surgery (Q1); Neurology (clinical) (Q2)"
95;14843;"Cephalalgia, Supplement";journal;"08001952";0,566;Q2;24;7;24;426;33;22;1,18;60,86;United Kingdom;"Blackwell Publishing Inc.";"Neurology (clinical) (Q2)"
96;16860;"The Lancet Neurology";journal;"14744422";0,560;Q2;240;208;123;6304;156;105;1,49;30,31;United Kingdom;"The Lancet Publishing Group";"Neurology (clinical) (Q2)"
97;15518;"Epileptic Disorders";journal;"12949361";0,558;Q2;47;66;167;2103;232;151;1,25;31,86;United States;"Wiley-Blackwell";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neurology (Q3)"
98;22097;"Neurosurgical Review";journal;"03445607, 14372320";0,556;Q2;52;42;129;2051;159;99;1,37;48,83;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
99;14874;"Child's Nervous System";journal;"14330350, 02567040";0,553;Q2;72;143;414;3243;468;377;1,13;22,68;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2)"
100;19380;"Seizure : the journal of the British Epilepsy Association";journal;"10591311";0,544;Q2;74;124;326;2744;498;305;1,26;22,13;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neurology (Q3)"
101;19015;"Metabolic Brain Disease";journal;"08857490, 15737365";0,541;Q2;57;28;106;946;146;103;1,44;33,79;United States;"Kluwer Academic/Plenum Publishers";"Neurology (clinical) (Q2); Biochemistry (Q3); Cellular and Molecular Neuroscience (Q4)"
102;17376;"Minimally Invasive Neurosurgery";journal;"09467211, 14392291";0,540;Q2;45;80;150;1682;142;149;0,76;21,03;Germany;"Georg Thieme Verlag";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
103;16674;"Journal of Child Neurology";journal;"08830738";0,536;Q2;93;204;630;5379;900;589;1,28;26,37;United States;"SAGE Publications";"Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2)"
104;22302;"Stereotactic and Functional Neurosurgery";journal;"10116125, 14230372";0,535;Q2;56;43;225;425;257;219;0,63;9,88;Switzerland;"S. Karger AG";"Surgery (Q1); Neurology (clinical) (Q2)"
105;12218;"Journal of Head Trauma Rehabilitation";journal;"08859701, 1550509";0,534;Q2;85;58;193;2049;221;170;1,00;35,33;United States;"Lippincott Williams & Wilkins Ltd.";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Neurology (clinical) (Q2)"
106;17940;"Neurological Research";journal;"01616412";0,527;Q2;70;145;408;4846;562;402;1,26;33,42;United Kingdom;"Maney Publishing";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neurology (Q3)"
107;29306;"Clinical Autonomic Research";journal;"09599851, 16191560";0,525;Q2;52;87;165;2080;232;140;1,57;23,91;Germany;"Dr. Dietrich Steinkopff Verlag";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Endocrine and Autonomic Systems (Q3)"
108;16102;"Human Psychopharmacology";journal;"08856222, 10991077";0,515;Q2;68;89;216;2739;306;202;1,57;30,78;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q2); Pharmacology (medical) (Q2); Psychiatry and Mental Health (Q2); Neurology (Q3)"
109;16868;"Motor Control";journal;"15432696, 10871640";0,513;Q2;40;23;78;204;71;64;1,00;8,87;United States;"Human Kinetics Publishers, Inc.";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Neurology (clinical) (Q2); Sports Science (Q2); Physiology (medical) (Q3)"
110;17980;"Neuropathology";journal;"14401789, 09196544";0,504;Q2;52;52;174;1488;193;170;0,66;28,62;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Pathology and Forensic Medicine (Q2)"
111;14836;"Canadian Journal of Neurological Sciences";journal;"03171671";0,502;Q2;59;98;260;3344;297;219;1,24;34,12;United Kingdom;"Cambridge University Press";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neurology (Q3)"
112;17306;"Neuroimaging Clinics of North America";journal;"10525149";0,500;Q2;50;60;152;3846;203;141;0,93;64,10;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
