Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2005);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
11;18148;"Pain";journal;"03043959";2,160;Q1;229;366;923;14211;4811;825;5,48;38,83;Netherlands;"Lippincott Williams & Wilkins Ltd.";"Anesthesiology and Pain Medicine (Q1); Neurology (Q1); Neurology (clinical) (Q1); Pharmacology (Q1)"
12;16860;"The Lancet Neurology";journal;"14744422";1,971;Q1;240;227;537;7201;2290;462;5,02;31,72;United Kingdom;"The Lancet Publishing Group";"Neurology (clinical) (Q1)"
13;14344;"Brain Pathology";journal;"10156305";1,874;Q1;119;56;204;2989;859;189;4,50;53,38;United States;"Wiley-Blackwell";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1); Pathology and Forensic Medicine (Q1)"
14;18059;"Neuroscientist";journal;"10738584";1,735;Q1;107;99;277;3675;722;222;3,40;37,12;United States;"Sage Science Press";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
15;14993;"Current Opinion in Neurology";journal;"13507540, 14736551";1,698;Q1;107;112;328;5216;1390;301;4,80;46,57;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (Q1); Neurology (clinical) (Q1)"
16;19830;"Sleep";journal;"01618105";1,651;Q1;175;226;478;7717;2215;401;5,40;34,15;United States;"Oxford University Press";"Neurology (clinical) (Q1); Physiology (medical) (Q1)"
17;20041;"Neurourology and Urodynamics";journal;"15206777, 07332467";1,624;Q1;79;81;246;1569;689;213;1,96;19,37;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q1); Urology (Q1)"
18;19837;"Sleep Medicine Reviews";journal;"10870792";1,555;Q1;116;40;131;2724;660;96;6,35;68,10;United Kingdom;"Elsevier Ltd.";"Neurology (Q1); Neurology (clinical) (Q1); Physiology (medical) (Q1); Pulmonary and Respiratory Medicine (Q1)"
19;17407;"Movement Disorders";journal;"15318257, 08853185";1,515;Q1;166;431;975;14905;3032;894;3,33;34,58;United States;"John Wiley & Sons Inc.";"Neurology (Q1); Neurology (clinical) (Q1)"
20;18069;"Neurosurgery";journal;"0148396";1,500;Q1;176;945;1429;14391;3737;1131;2,99;15,23;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Surgery (Q1)"
21;16188;"Journal of the International Neuropsychological Society";journal;"14697661, 13556177";1,499;Q1;111;102;254;4549;756;242;2,70;44,60;United Kingdom;"Cambridge University Press";"Clinical Psychology (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Neuroscience (miscellaneous) (Q2)"
22;15510;"Epilepsia";journal;"00139580, 15281167";1,479;Q1;168;422;1012;12947;3290;921;3,44;30,68;United Kingdom;"Blackwell Publishing Inc.";"Neurology (Q1); Neurology (clinical) (Q1)"
23;12499;"Neuro-Oncology";journal;"15228517";1,429;Q1;94;36;93;1739;368;87;3,98;48,31;United States;"Oxford University Press";"Neurology (clinical) (Q1); Oncology (Q1); Cancer Research (Q2)"
24;20028;"American Journal of Neuroradiology";journal;"01956108";1,409;Q1;158;520;1171;10445;3371;996;3,02;20,09;United States;"American Society of Neuoradiology";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
25;16757;"Journal of Neurology, Neurosurgery and Psychiatry";journal;"1468330, 00223050";1,390;Q1;182;460;1468;10660;4201;1091;3,56;23,17;United Kingdom;"BMJ Publishing Group";"Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Surgery (Q1)"
26;14959;"Critical Reviews in Neurobiology";journal;"08920915";1,389;Q1;57;8;32;1157;108;30;3,60;144,63;United States;"Begell House";"Neurology (clinical) (Q1); Physiology (medical) (Q1); Neuroscience (miscellaneous) (Q2); Physiology (Q2)"
27;17990;"Neuropathology and Applied Neurobiology";journal;"03051846, 13652990";1,383;Q1;82;65;183;2485;544;166;3,23;38,23;United Kingdom;"Blackwell Publishing Inc.";"Histology (Q1); Neurology (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Physiology (medical) (Q1)"
28;16767;"Journal of Neurosurgery";journal;"00223085";1,383;Q1;184;656;1750;15665;4627;1519;2,76;23,88;United States;"American Association of Neurological Surgeons";"Neurology (clinical) (Q1); Surgery (Q1)"
29;14900;"Clinical Neurophysiology";journal;"13882457";1,361;Q1;157;314;823;12923;2749;798;3,18;41,16;Netherlands;"Elsevier BV";"Neurology (Q1); Neurology (clinical) (Q1); Physiology (medical) (Q1); Sensory Systems (Q1)"
30;14841;"Cephalalgia";journal;"14682982, 03331024";1,351;Q1;111;165;458;4096;1509;389;3,58;24,82;United States;"SAGE Publications";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1)"
31;17552;"Acta Neuropathologica";journal;"14320533, 00016322";1,337;Q1;136;154;483;5980;1387;467;2,81;38,83;Germany;"Springer Verlag";"Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Cellular and Molecular Neuroscience (Q2)"
32;14880;"Clinical Journal of Pain";journal;"07498047";1,332;Q1;113;76;205;3033;849;186;3,61;39,91;United States;"Lippincott Williams & Wilkins Ltd.";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1)"
33;17494;"Neuroepidemiology";journal;"02515350, 14230208";1,331;Q1;74;71;151;2246;379;134;3,09;31,63;Switzerland;"S. Karger AG";"Neurology (clinical) (Q1); Epidemiology (Q2)"
34;12235;"Journal of Neurotrauma";journal;"08977151";1,299;Q1;127;113;378;5848;1219;373;2,96;51,75;United States;"Mary Ann Liebert Inc.";"Neurology (clinical) (Q1)"
35;16749;"Journal of Neuroimmunology";journal;"01655728";1,297;Q1;127;310;800;12708;2579;782;3,09;40,99;Netherlands;"Elsevier BV";"Immunology and Allergy (Q1); Neurology (Q1); Neurology (clinical) (Q1); Immunology (Q2)"
36;17408;"Multiple Sclerosis";journal;"13524585, 14770970";1,293;Q1;106;129;344;3436;969;318;3,02;26,64;United States;"SAGE Publications";"Neurology (Q1); Neurology (clinical) (Q1)"
37;13068;"Spine";journal;"03622436";1,285;Q1;224;669;1910;15445;5200;1616;2,71;23,09;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1)"
38;16751;"Journal of Neurology";journal;"03405354";1,265;Q1;118;330;962;8242;2238;614;3,32;24,98;Germany;"Dr. Dietrich Steinkopff Verlag";"Neurology (Q1); Neurology (clinical) (Q1)"
39;16785;"Journal of NeuroVirology";journal;"13550284, 15382443";1,264;Q1;76;92;251;4648;887;240;3,65;50,52;United Kingdom;"Taylor and Francis Ltd";"Neurology (Q1); Neurology (clinical) (Q1); Virology (Q2); Cellular and Molecular Neuroscience (Q3)"
40;14945;"Cortex";journal;"00109452";1,263;Q1;93;105;256;4291;513;213;2,35;40,87;France;"Masson Publishing";"Developmental and Educational Psychology (Q1); Neurology (Q1); Neurology (clinical) (Q1); Neuropsychology and Physiological Psychology (Q1); Cognitive Neuroscience (Q2); Experimental and Cognitive Psychology (Q2)"
41;17976;"Neuromuscular Disorders";journal;"09608966";1,259;Q1;85;110;359;3775;993;341;3,12;34,32;Netherlands;"Elsevier BV";"Neurology (Q1); Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Genetics (clinical) (Q2)"
42;15514;"Epilepsy Research";journal;"09201211";1,248;Q1;104;94;325;2896;1004;317;3,12;30,81;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Neurology (Q2)"
43;20106;"CNS Drugs";journal;"11727047";1,245;Q1;96;85;264;6845;1181;245;4,51;80,53;United Kingdom;"Adis International Ltd.";"Neurology (clinical) (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1)"
44;16790;"Journal of Pain and Symptom Management";journal;"08853924";1,228;Q1;124;166;527;5096;1469;397;3,49;30,70;Netherlands;"Elsevier BV";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1); Nursing (miscellaneous) (Q1)"
45;14897;"Journal of Electromyography and Kinesiology";journal;"10506411";1,218;Q1;85;65;184;2340;474;182;2,70;36,00;Netherlands;"Elsevier BV";"Biophysics (Q1); Neurology (clinical) (Q1); Sports Science (Q1); Neuroscience (miscellaneous) (Q2)"
46;14346;"Brain Research";journal;"00068993";1,208;Q1;183;923;3142;39108;8575;3112;2,57;42,37;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Developmental Biology (Q2); Molecular Biology (Q2); Neuroscience (miscellaneous) (Q2)"
47;14314;"Otology and Neurotology";journal;"15317129";1,185;Q1;90;237;564;4629;911;511;1,65;19,53;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Otorhinolaryngology (Q1); Sensory Systems (Q2)"
48;14853;"Cerebellum";journal;"14734222, 14734230";1,178;Q1;57;38;101;1827;193;90;1,77;48,08;United States;"Springer New York";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
49;16762;"Journal of Neuropsychiatry and Clinical Neurosciences";journal;"15457222, 08950172";1,176;Q1;97;93;227;2541;530;170;2,80;27,32;United States;"American Psychiatric Publishing, Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1)"
50;145679;"European Journal of Neurology, Supplement";journal;"14710552";1,171;Q1;15;8;12;213;41;12;2,50;26,63;United Kingdom;"Rapid Science Publishers";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q2)"
51;14857;"Cerebrovascular Diseases";journal;"10159770, 14219786";1,152;Q1;92;198;474;5580;1180;422;2,73;28,18;Switzerland;"S. Karger AG";"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
52;15771;"Muscle and Nerve";journal;"10974598, 0148639";1,122;Q1;129;201;707;8257;2010;635;2,98;41,08;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q1); Physiology (Q2); Physiology (medical) (Q2); Cellular and Molecular Neuroscience (Q3)"
53;17500155152;"American Journal on Intellectual and Developmental Disabilities";journal;"19447515, 19447558";1,118;Q1;74;45;123;1515;241;116;1,93;33,67;United States;"American Association on Intellectual and Developmental Disabilities";"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1); Neuropsychology and Physiological Psychology (Q2)"
54;16726;"Journal of Intellectual Disability Research";journal;"13652788, 09642633";1,117;Q1;89;109;215;3361;413;195;2,05;30,83;United Kingdom;"Blackwell Publishing Inc.";"Arts and Humanities (miscellaneous) (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Rehabilitation (Q1); Neurology (Q2)"
55;16820;"Journal of the Neurological Sciences";journal;"0022510";1,049;Q1;120;253;712;8009;1824;674;2,51;31,66;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Neurology (Q2)"
56;15300154855;"Journal of Neural Transmission";journal;"03009564";1,046;Q1;96;147;363;6927;1083;359;2,85;47,12;Germany;"Springer Verlag";"Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2); Neurology (Q2)"
57;12736;"Journal of Clinical and Experimental Neuropsychology";journal;"1744411, 13803395";1,032;Q1;94;76;285;3431;566;279;1,91;45,14;United Kingdom;"Taylor & Francis";"Clinical Psychology (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
58;14987;"Developmental Medicine and Child Neurology";journal;"00121622, 14698749";1,017;Q1;125;176;473;4009;978;374;2,30;22,78;United States;"Wiley-Blackwell";"Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Developmental Neuroscience (Q2)"
59;15576;"European Neuropsychopharmacology";journal;"0924977";1,011;Q1;96;83;252;3668;750;248;2,94;44,19;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1); Neurology (Q2); Biological Psychiatry (Q3)"
60;12266;"Journal of Spinal Disorders and Techniques";journal;"15360652, 15392465";1,008;Q1;82;131;299;3060;531;272;2,12;23,36;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Orthopedics and Sports Medicine (Q1); Surgery (Q1)"
61;15987;"Journal of Pain";journal;"15265900";1,006;Q1;102;106;199;3843;523;174;3,09;36,25;United States;"Churchill Livingstone";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
62;16075;"Headache";journal;"15264610, 00178748";1,005;Q1;105;290;616;5298;1467;448;3,23;18,27;United Kingdom;"Blackwell Publishing Inc.";"Neurology (clinical) (Q1); Neurology (Q2)"
63;15549;"European Journal of Neurology";journal;"13515101, 14681331";0,989;Q1;109;189;431;5065;964;336;2,67;26,80;United Kingdom;"Blackwell Publishing Inc.";"Neurology (clinical) (Q1); Neurology (Q2)"
64;26169;"Journal of Orofacial Pain";journal;"10646655";0,976;Q1;59;47;124;1434;242;109;2,09;30,51;United States;"Quintessence Publishing Company";"Anesthesiology and Pain Medicine (Q1); Dentistry (miscellaneous) (Q1); Neurology (clinical) (Q1)"
65;16202;"International Review of Neurobiology";book series;"00747742";0,951;Q1;69;97;176;12897;371;166;2,19;132,96;United States;"Elsevier Inc.";"Neurology (clinical) (Q1); Cellular and Molecular Neuroscience (Q3)"
66;19228;"Restorative Neurology and Neuroscience";journal;"09226028";0,950;Q1;67;26;89;1155;244;84;2,79;44,42;Netherlands;"IOS Press";"Neurology (clinical) (Q1); Developmental Neuroscience (Q2); Neurology (Q2)"
67;17548;"Acta Neurologica Scandinavica";journal;"00016314, 16000404";0,903;Q2;84;142;447;4137;982;417;2,33;29,13;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
68;13070;"Spine Journal";journal;"15299430";0,880;Q2;88;136;359;4051;683;254;2,72;29,79;Netherlands;"Elsevier BV";"Surgery (Q1); Neurology (clinical) (Q2)"
69;29954;"Journal of Neuro-Oncology";journal;"15737373, 0167594";0,850;Q2;102;250;519;7832;1262;486;2,73;31,33;Netherlands;"Kluwer Academic Publishers";"Cancer Research (Q2); Neurology (Q2); Neurology (clinical) (Q2); Oncology (Q2)"
70;14991;"European Journal of Paediatric Neurology";journal;"10903798";0,827;Q2;54;36;147;912;288;131;1,68;25,33;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2)"
71;13163;"Epilepsy and Behavior";journal;"15255050, 15255069";0,826;Q2;88;197;477;8093;1008;408;2,64;41,08;United States;"Elsevier Inc.";"Neurology (Q2); Neurology (clinical) (Q2); Behavioral Neuroscience (Q3)"
72;17309;"Neuroradiology";journal;"14321920, 00283940";0,821;Q2;86;137;500;2780;1001;473;1,94;20,29;Germany;"Springer Verlag";"Cardiology and Cardiovascular Medicine (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Neurology (clinical) (Q2)"
73;16675;"Journal of Clinical Neurophysiology";journal;"07360258";0,819;Q2;91;51;172;1817;385;161;2,13;35,63;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2); Physiology (Q2); Physiology (medical) (Q2)"
74;15599;"Neuropediatrics";journal;"14391899, 0174304";0,818;Q2;63;58;200;1348;384;186;1,79;23,24;Germany;"Georg Thieme Verlag";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2)"
75;16760;"Journal of Neurology, Supplement";journal;"09391517";0,810;Q2;52;9;92;323;241;89;2,43;35,89;Germany;"Springer Verlag";"Neurology (Q2); Neurology (clinical) (Q2)"
76;14258;"BMC Neurology";journal;"14712377";0,809;Q2;59;24;42;822;88;41;1,90;34,25;United Kingdom;"BioMed Central";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2)"
77;16737;"Journal of Neural Transmission, Supplement";journal;"03036995";0,798;Q2;63;8;112;788;250;110;2,09;98,50;Germany;"Springer Verlag";"Neurology (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2); Biological Psychiatry (Q3)"
78;17997;"Neurophysiologie Clinique";journal;"09877053";0,782;Q2;54;22;89;606;174;80;2,46;27,55;Netherlands;"Elsevier Masson";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2); Physiology (medical) (Q2)"
79;33648;"Neurorehabilitation and Neural Repair";journal;"15459683";0,772;Q2;87;61;78;1675;180;68;2,35;27,46;United States;"Sage Science Press";"Rehabilitation (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
80;17468;"Neurocase";journal;"13554794, 14653656";0,762;Q2;58;55;141;2418;192;138;1,05;43,96;United Kingdom;"Taylor & Francis";"Arts and Humanities (miscellaneous) (Q1); Neurology (clinical) (Q2)"
81;18572;"Parkinsonism and Related Disorders";journal;"13538020";0,761;Q2;79;100;223;3029;456;212;2,11;30,29;Netherlands;"Elsevier BV";"Geriatrics and Gerontology (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
82;14287;"Behavioural Neurology";journal;"09534180";0,754;Q2;39;22;25;841;38;24;1,58;38,23;Netherlands;"Hindawi Publishing Corporation";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2); Neuropsychology and Physiological Psychology (Q2)"
83;15518;"Epileptic Disorders";journal;"12949361";0,748;Q2;47;69;153;1645;299;146;1,90;23,84;United States;"Wiley-Blackwell";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
84;21911;"Journal of Neurosurgical Anesthesiology";journal;"08984921";0,730;Q2;55;50;203;930;290;186;1,87;18,60;United States;"Lippincott Williams & Wilkins Ltd.";"Anesthesiology and Pain Medicine (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
85;14352;"Brain Topography";journal;"08960267, 15736792";0,728;Q2;60;22;77;689;137;76;1,67;31,32;United States;"Kluwer Academic/Plenum Publishers";"Radiology, Nuclear Medicine and Imaging (Q1); Anatomy (Q2); Neurology (Q2); Neurology (clinical) (Q2); Radiological and Ultrasound Technology (Q2)"
86;29549;"Journal of Geriatric Psychiatry and Neurology";journal;"08919887";0,722;Q2;62;36;117;1501;252;112;2,37;41,69;United States;"SAGE Publications";"Geriatrics and Gerontology (Q1); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
87;14340;"Brain Injury";journal;"02699052, 1362301";0,712;Q2;89;135;285;5046;512;276;1,77;37,38;United Kingdom;"Taylor & Francis";"Developmental and Educational Psychology (Q2); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
88;5100155080;"Neurotherapeutics";journal;"19337213";0,712;Q2;96;58;51;5904;131;46;2,85;101,79;United States;"Springer New York LLC";"Neurology (clinical) (Q2); Pharmacology (Q2); Pharmacology (medical) (Q2)"
89;22302;"Stereotactic and Functional Neurosurgery";journal;"10116125, 14230372";0,710;Q2;56;32;164;675;278;163;1,38;21,09;Switzerland;"S. Karger AG";"Surgery (Q1); Neurology (clinical) (Q2)"
90;16747;"Journal of Neuroimaging";journal;"10512284";0,709;Q2;56;70;189;2107;349;181;2,30;30,10;United States;"Wiley-Blackwell";"Medicine (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Neurology (clinical) (Q2)"
91;14320;"Brain and Development";journal;"03877604";0,706;Q2;74;139;308;3208;521;293;1,70;23,08;Netherlands;"Elsevier BV";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2); Developmental Neuroscience (Q3)"
92;19380;"Seizure : the journal of the British Epilepsy Association";journal;"10591311";0,706;Q2;74;92;366;2212;595;345;1,83;24,04;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
93;20602;"Clinical Neuropharmacology";journal;"03625664";0,703;Q2;72;72;194;2008;470;174;2,74;27,89;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q2); Pharmacology (Q2); Pharmacology (medical) (Q2)"
94;21100235630;"Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration";journal;"21678421, 21679223";0,697;Q2;60;70;241;1471;277;193;1,60;21,01;United Kingdom;"Informa Healthcare";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neurology (Q3)"
95;17940;"Neurological Research";journal;"01616412";0,687;Q2;70;158;427;5915;793;415;2,01;37,44;United Kingdom;"Maney Publishing";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neurology (Q3)"
96;18500161700;"Pain Medicine";journal;"15264637, 15262375";0,686;Q2;81;73;166;1613;316;117;2,80;22,10;United Kingdom;"Oxford University Press";"Anesthesiology and Pain Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2)"
97;16834;"Journal of the Peripheral Nervous System";journal;"10859489, 15298027";0,679;Q2;60;53;96;1909;194;79;1,85;36,02;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
98;32816;"Neural Plasticity";journal;"07928483, 16875443";0,668;Q2;50;26;62;1287;99;60;1,68;49,50;Egypt;"Hindawi Publishing Corporation";"Neurology (clinical) (Q2); Neurology (Q3)"
99;19700171401;"World Neurosurgery";journal;"18788750";0,665;Q2;82;429;957;5630;643;430;1,42;13,12;Netherlands;"Elsevier BV";"Surgery (Q1); Neurology (clinical) (Q2)"
100;37369;"Journal of Neurosurgery: Spine";journal;"15475646, 15475654";0,659;Q2;78;200;32;303;56;31;1,81;1,52;United States;"American Association of Neurological Surgeons";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (clinical) (Q2); Neurology (Q3)"
101;19015;"Metabolic Brain Disease";journal;"08857490, 15737365";0,651;Q2;57;42;117;1834;253;113;1,86;43,67;United States;"Kluwer Academic/Plenum Publishers";"Neurology (clinical) (Q2); Biochemistry (Q3); Cellular and Molecular Neuroscience (Q4)"
102;12218;"Journal of Head Trauma Rehabilitation";journal;"08859701, 1550509";0,647;Q2;85;51;165;2344;252;145;1,40;45,96;United States;"Lippincott Williams & Wilkins Ltd.";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Neurology (clinical) (Q2)"
103;16102;"Human Psychopharmacology";journal;"08856222, 10991077";0,646;Q2;68;72;240;2316;496;221;2,17;32,17;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q2); Pharmacology (medical) (Q2); Psychiatry and Mental Health (Q2); Neurology (Q3)"
104;15741;"Pediatric Neurology";journal;"08878994";0,637;Q2;81;154;460;3423;789;433;1,76;22,23;Netherlands;"Elsevier BV";"Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2); Developmental Neuroscience (Q3); Neurology (Q3)"
105;14989;"Current Neurology and Neuroscience Reports";journal;"15284042, 15346293";0,632;Q2;59;72;213;3119;397;202;1,95;43,32;United States;"Current Science Inc.";"Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q3)"
106;14333;"Thalamus and Related Systems";journal;"14729288, 17448107";0,630;Q2;20;30;37;2090;43;35;1,61;69,67;United Kingdom;"Cambridge University Press";"Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q3)"
107;18576;"Pediatric Neurosurgery";journal;"10162291, 14230305";0,628;Q2;67;86;339;1492;372;315;1,04;17,35;Switzerland;"S. Karger AG";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2)"
108;17306;"Neuroimaging Clinics of North America";journal;"10525149";0,618;Q2;50;58;155;4140;234;144;1,27;71,38;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
109;20412;"Acta Neurochirurgica";journal;"09420940, 00016268";0,612;Q2;81;406;626;4307;702;534;1,13;10,61;Germany;"Springer Verlag";"Surgery (Q1); Neurology (clinical) (Q2)"
110;14183;"Aphasiology";journal;"14645041, 02687038";0,609;Q2;57;79;208;2881;252;193;1,03;36,47;United Kingdom;"Taylor & Francis";"Language and Linguistics (Q1); Linguistics and Language (Q1); LPN and LVN (Q1); Developmental and Educational Psychology (Q2); Neurology (clinical) (Q2); Otorhinolaryngology (Q2); Neurology (Q3)"
111;14255;"Autonomic Neuroscience: Basic and Clinical";journal;"15660702";0,608;Q2;73;97;313;3623;498;310;1,57;37,35;Netherlands;"Elsevier BV";"Neurology (clinical) (Q2); Endocrine and Autonomic Systems (Q3); Cellular and Molecular Neuroscience (Q4)"
