Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2017);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
21;5100155080;"Neurotherapeutics";journal;"19337213";2,530;Q1;96;102;246;9014;1346;220;5,69;88,37;United States;"Springer New York LLC";"Neurology (clinical) (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1)"
22;23985;"Neurobiology of Aging";journal;"01974580";2,523;Q1;159;319;1190;17445;5857;1154;4,44;54,69;Netherlands;"Elsevier BV";"Aging (Q1); Developmental Biology (Q1); Geriatrics and Gerontology (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
23;19700174935;"Alzheimer's Research and Therapy";journal;"17589193";2,449;Q1;43;100;231;5253;1361;227;4,89;52,53;United Kingdom;"BioMed Central";"Cognitive Neuroscience (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
24;19830;"Sleep";journal;"01618105";2,370;Q1;175;252;739;9951;3411;616;4,99;39,49;United States;"Oxford University Press";"Neurology (clinical) (Q1); Physiology (medical) (Q1)"
25;14945;"Cortex";journal;"00109452";2,322;Q1;93;305;784;16880;2987;628;4,77;55,34;France;"Masson Publishing";"Cognitive Neuroscience (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Neurology (Q1); Neurology (clinical) (Q1); Neuropsychology and Physiological Psychology (Q1)"
26;21100823147;"Annals of Clinical and Translational Neurology";journal;"23289503";2,284;Q1;22;65;231;2266;999;217;5,17;34,86;United States;"John Wiley and Sons Inc.";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
27;33648;"Neurorehabilitation and Neural Repair";journal;"15459683";2,265;Q1;87;102;283;5072;1360;278;4,98;49,73;United States;"Sage Science Press";"Neurology (Q1); Neurology (clinical) (Q1); Rehabilitation (Q1)"
28;14344;"Brain Pathology";journal;"10156305";2,265;Q1;119;113;278;5197;1058;209;4,71;45,99;United States;"Wiley-Blackwell";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1); Pathology and Forensic Medicine (Q1)"
29;15510;"Epilepsia";journal;"00139580, 15281167";2,261;Q1;168;309;983;11553;4414;808;5,15;37,39;United Kingdom;"Blackwell Publishing Inc.";"Neurology (Q1); Neurology (clinical) (Q1)"
30;17990;"Neuropathology and Applied Neurobiology";journal;"03051846, 13652990";2,236;Q1;82;64;216;2590;845;185;5,14;40,47;United Kingdom;"Blackwell Publishing Inc.";"Histology (Q1); Neurology (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Physiology (medical) (Q1)"
31;15987;"Journal of Pain";journal;"15265900";2,166;Q1;102;151;428;8061;1975;392;4,63;53,38;United States;"Churchill Livingstone";"Anesthesiology and Pain Medicine (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
32;21100222534;"NeuroImage: Clinical";journal;"22131582";2,153;Q1;38;295;668;18618;3089;658;3,93;63,11;Netherlands;"Elsevier BV";"Cognitive Neuroscience (Q1); Neurology (Q1); Neurology (clinical) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
33;12235;"Journal of Neurotrauma";journal;"08977151";2,101;Q1;127;370;644;20065;3195;624;4,68;54,23;United States;"Mary Ann Liebert Inc.";"Neurology (clinical) (Q1)"
34;17494;"Neuroepidemiology";journal;"02515350, 14230208";2,063;Q1;74;60;188;2044;597;152;4,16;34,07;Switzerland;"S. Karger AG";"Epidemiology (Q1); Neurology (clinical) (Q1)"
35;19400158804;"Translational Stroke Research";journal;"18684483";2,049;Q1;33;102;199;3655;1251;182;7,61;35,83;United States;"Springer New York LLC";"Cardiology and Cardiovascular Medicine (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
36;21100820001;"Neurology: Neuroimmunology and NeuroInflammation";journal;"23327812";1,959;Q1;21;107;224;1971;915;157;6,05;18,42;United States;"Lippincott Williams and Wilkins";"Neurology (Q1); Neurology (clinical) (Q1)"
37;21100445639;"Biological Psychiatry: Cognitive Neuroscience and Neuroimaging";journal;"24519022";1,940;Q1;9;102;65;4928;212;56;3,79;48,31;United States;"Elsevier Inc.";"Cognitive Neuroscience (Q1); Neurology (clinical) (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Biological Psychiatry (Q2)"
38;14993;"Current Opinion in Neurology";journal;"13507540, 14736551";1,929;Q1;107;94;303;5796;1252;285;4,16;61,66;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (Q1); Neurology (clinical) (Q1)"
39;15576;"European Neuropsychopharmacology";journal;"0924977";1,911;Q1;96;134;625;7137;2533;600;4,11;53,26;Netherlands;"Elsevier BV";"Neurology (Q1); Neurology (clinical) (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2)"
40;21100256102;"Translational Neurodegeneration";journal;"20479158";1,901;Q1;21;34;72;2527;347;70;5,61;74,32;United Kingdom;"BioMed Central";"Cognitive Neuroscience (Q1); Neurology (clinical) (Q1); Cellular and Molecular Neuroscience (Q2)"
41;21100398887;"Journal of Stroke";journal;"22876405, 22876391";1,851;Q1;14;53;104;1825;355;76;4,67;34,43;South Korea;"Korean Stroke Society";"Cardiology and Cardiovascular Medicine (Q1); Neurology (clinical) (Q1)"
42;16761;"Journal of Neuropathology and Experimental Neurology";journal;"00223069";1,818;Q1;149;102;322;4344;1049;296;3,30;42,59;United Kingdom;"Oxford University Press";"Medicine (miscellaneous) (Q1); Neurology (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Cellular and Molecular Neuroscience (Q2)"
43;21100403234;"Alzheimer's and Dementia: Diagnosis, Assessment and Disease Monitoring";journal;"23528729";1,796;Q1;12;71;129;3409;504;116;4,34;48,01;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1)"
44;18572;"Parkinsonism and Related Disorders";journal;"13538020";1,753;Q1;79;297;1048;6894;3606;785;4,57;23,21;Netherlands;"Elsevier BV";"Geriatrics and Gerontology (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
45;21100349562;"Aging and Disease";journal;"21525250";1,744;Q1;32;71;116;5826;627;114;5,58;82,06;United States;"International Society on Aging and Disease";"Geriatrics and Gerontology (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Cell Biology (Q2)"
46;13068;"Spine";journal;"03622436";1,736;Q1;224;526;1679;14684;4627;1495;2,77;27,92;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1)"
47;16767;"Journal of Neurosurgery";journal;"00223085";1,723;Q1;184;493;1601;14149;4710;1135;3,87;28,70;United States;"American Association of Neurological Surgeons";"Neurology (clinical) (Q1); Surgery (Q1)"
48;19400158590;"Journal of Neurodevelopmental Disorders";journal;"18661955, 18661947";1,710;Q1;32;38;127;2829;453;121;3,44;74,45;United Kingdom;"BioMed Central";"Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Pediatrics, Perinatology and Child Health (Q1); Cognitive Neuroscience (Q2)"
49;14853;"Cerebellum";journal;"14734222, 14734230";1,705;Q1;57;115;256;5301;770;241;2,83;46,10;United States;"Springer New York";"Medicine (miscellaneous) (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
50;21100831450;"Annual Review of Vision Science";journal;"23744650, 23744642";1,672;Q1;4;17;21;2496;54;21;2,57;146,82;United States;"Annual Reviews Inc.";"Neurology (clinical) (Q1); Ophthalmology (Q1)"
51;17408;"Multiple Sclerosis";journal;"13524585, 14770970";1,668;Q1;106;544;1016;7256;3017;811;3,41;13,34;United States;"SAGE Publications";"Neurology (Q1); Neurology (clinical) (Q1)"
52;20028;"American Journal of Neuroradiology";journal;"01956108";1,661;Q1;158;439;1274;11944;4211;1123;3,68;27,21;United States;"American Society of Neuoradiology";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
53;16790;"Journal of Pain and Symptom Management";journal;"08853924";1,654;Q1;124;289;797;8210;2006;643;3,00;28,41;Netherlands;"Elsevier BV";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1); Nursing (miscellaneous) (Q1)"
54;15549;"European Journal of Neurology";journal;"13515101, 14681331";1,650;Q1;109;253;805;6447;2721;658;4,48;25,48;United Kingdom;"Blackwell Publishing Inc.";"Neurology (Q1); Neurology (clinical) (Q1)"
55;21100790355;"Multiple Sclerosis International";journal;"20902654, 20902662";1,645;Q1;4;1;7;28;23;7;2,00;28,00;United States;"Hindawi Publishing Corporation";"Neurology (clinical) (Q1)"
56;20106;"CNS Drugs";journal;"11727047";1,635;Q1;96;88;263;6924;1169;256;4,36;78,68;United Kingdom;"Adis International Ltd.";"Neurology (clinical) (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1)"
57;16751;"Journal of Neurology";journal;"03405354";1,626;Q1;118;355;1143;11232;3411;929;3,56;31,64;Germany;"Dr. Dietrich Steinkopff Verlag";"Neurology (Q1); Neurology (clinical) (Q1)"
58;21100468501;"Open Forum Infectious Diseases";journal;"23288957";1,603;Q1;15;158;493;4041;1239;463;2,74;25,58;United States;"Oxford University Press";"Neurology (clinical) (Q1); Oncology (Q1)"
59;14841;"Cephalalgia";journal;"14682982, 03331024";1,581;Q1;111;219;503;5807;1321;413;3,18;26,52;United States;"SAGE Publications";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1)"
60;14900;"Clinical Neurophysiology";journal;"13882457";1,561;Q1;157;337;1185;14818;3506;908;3,77;43,97;Netherlands;"Elsevier BV";"Neurology (Q1); Neurology (clinical) (Q1); Physiology (medical) (Q1); Sensory Systems (Q1)"
61;19700201513;"Journal of NeuroInterventional Surgery";journal;"17598486, 17598478";1,551;Q1;32;309;760;6344;2058;676;3,09;20,53;United Kingdom;"BMJ Publishing Group";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Surgery (Q1)"
62;12218;"Journal of Head Trauma Rehabilitation";journal;"08859701, 1550509";1,545;Q1;85;107;261;3946;902;247;2,99;36,88;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1)"
63;37369;"Journal of Neurosurgery: Spine";journal;"15475646, 15475654";1,545;Q1;78;245;837;6195;2084;672;2,82;25,29;United States;"American Association of Neurological Surgeons";"Medicine (miscellaneous) (Q1); Neurology (Q1); Neurology (clinical) (Q1); Surgery (Q1)"
64;19700174928;"ASN Neuro";journal;"17590914";1,534;Q1;31;18;94;1011;321;94;3,24;56,17;United Kingdom;"Portland Press, Ltd.";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q2)"
65;19700174913;"Therapeutic Advances in Neurological Disorders";journal;"17562856, 17562864";1,522;Q1;35;34;103;1851;456;96;5,11;54,44;United Kingdom;"SAGE Publications";"Neurology (Q1); Neurology (clinical) (Q1); Pharmacology (Q1)"
66;14857;"Cerebrovascular Diseases";journal;"10159770, 14219786";1,517;Q1;92;94;322;2662;890;297;2,90;28,32;Switzerland;"S. Karger AG";"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
67;21100235630;"Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration";journal;"21678421, 21679223";1,515;Q1;60;106;289;3139;818;265;2,82;29,61;United Kingdom;"Informa Healthcare";"Medicine (miscellaneous) (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
68;16202;"International Review of Neurobiology";book series;"00747742";1,497;Q1;69;107;197;10888;564;78;19,40;101,76;United States;"Elsevier Inc.";"Neurology (clinical) (Q1); Cellular and Molecular Neuroscience (Q2)"
69;17300154985;"Autism Research";journal;"19393806";1,477;Q1;49;168;250;9677;868;240;3,38;57,60;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q1); Genetics (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
70;16785;"Journal of NeuroVirology";journal;"13550284, 15382443";1,475;Q1;76;121;250;4427;793;237;3,26;36,59;United Kingdom;"Taylor and Francis Ltd";"Neurology (Q1); Neurology (clinical) (Q1); Cellular and Molecular Neuroscience (Q2); Virology (Q2)"
71;16188;"Journal of the International Neuropsychological Society";journal;"14697661, 13556177";1,408;Q1;111;100;300;6056;950;295;2,78;60,56;United Kingdom;"Cambridge University Press";"Clinical Psychology (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Neuroscience (miscellaneous) (Q2)"
72;14989;"Current Neurology and Neuroscience Reports";journal;"15284042, 15346293";1,407;Q1;59;99;296;8127;971;295;3,29;82,09;United States;"Current Science Inc.";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q2)"
73;14880;"Clinical Journal of Pain";journal;"07498047";1,406;Q1;113;135;437;5926;1271;390;3,09;43,90;United States;"Lippincott Williams & Wilkins Ltd.";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1)"
74;14346;"Brain Research";journal;"00068993";1,404;Q1;183;379;1892;21346;5662;1857;3,10;56,32;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Developmental Biology (Q2); Molecular Biology (Q2); Neuroscience (miscellaneous) (Q2)"
75;21100212316;"Frontiers in Neurology";journal;"16642295";1,402;Q1;41;702;782;37764;2543;718;3,43;53,79;Switzerland;"Frontiers Media S.A.";"Neurology (clinical) (Q1); Neurology (Q2)"
76;14386;"CNS Spectrums";journal;"10928529";1,391;Q1;69;94;174;3088;506;160;3,01;32,85;United Kingdom;"Cambridge University Press";"Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1)"
77;13070;"Spine Journal";journal;"15299430";1,365;Q1;88;302;1577;8110;3291;1139;2,20;26,85;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Surgery (Q1)"
78;14352;"Brain Topography";journal;"08960267, 15736792";1,365;Q1;60;70;223;3915;667;213;2,63;55,93;United States;"Kluwer Academic/Plenum Publishers";"Anatomy (Q1); Neurology (clinical) (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Neurology (Q2)"
79;32816;"Neural Plasticity";journal;"07928483, 16875443";1,348;Q1;50;175;577;13022;1722;544;3,07;74,41;Egypt;"Hindawi Publishing Corporation";"Neurology (clinical) (Q1); Neurology (Q2)"
80;17973;"Neuromodulation";journal;"15251403, 10947159";1,340;Q1;48;135;742;4397;1046;321;2,80;32,57;United Kingdom;"Blackwell Publishing Inc.";"Anesthesiology and Pain Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
81;17976;"Neuromuscular Disorders";journal;"09608966";1,337;Q1;85;196;444;4544;1070;407;2,36;23,18;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Genetics (clinical) (Q2); Neurology (Q2)"
82;14987;"Developmental Medicine and Child Neurology";journal;"00121622, 14698749";1,335;Q1;125;301;839;5905;1590;541;2,74;19,62;United States;"Wiley-Blackwell";"Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Developmental Neuroscience (Q2)"
83;10600153347;"Brain Imaging and Behavior";journal;"19317557, 19317565";1,320;Q1;34;253;259;10440;795;253;2,68;41,26;United States;"Springer New York LLC";"Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Behavioral Neuroscience (Q2); Cognitive Neuroscience (Q2); Neurology (Q2); Cellular and Molecular Neuroscience (Q3)"
84;130054;"Neurocritical Care";journal;"15416933, 15560961";1,311;Q1;59;172;413;5240;1351;386;3,29;30,47;United States;"Humana Press, Inc.";"Critical Care and Intensive Care Medicine (Q1); Neurology (clinical) (Q1)"
85;20041;"Neurourology and Urodynamics";journal;"15206777, 07332467";1,241;Q1;79;383;500;8748;1194;416;2,72;22,84;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q1); Urology (Q1)"
86;3900148612;"Journal of Clinical Sleep Medicine";journal;"15509389, 15509397";1,234;Q1;73;219;692;6292;1753;537;3,14;28,73;United States;"The American Academy of Sleep Medicine";"Neurology (clinical) (Q1); Pulmonary and Respiratory Medicine (Q1); Neurology (Q2)"
87;14314;"Otology and Neurotology";journal;"15317129";1,233;Q1;90;357;1075;8818;2001;942;2,05;24,70;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Otorhinolaryngology (Q1); Sensory Systems (Q2)"
88;15300154855;"Journal of Neural Transmission";journal;"03009564";1,232;Q1;96;179;521;9484;1431;497;2,84;52,98;Germany;"Springer Verlag";"Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2); Neurology (Q2)"
89;18712;"Psychiatry and Clinical Neurosciences";journal;"14401819, 13231316";1,231;Q1;62;109;308;4179;668;230;3,13;38,34;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Neurology (Q2); Neuroscience (miscellaneous) (Q2)"
90;4000148206;"Journal of Neurologic Physical Therapy";journal;"15570584, 15570576";1,227;Q1;40;38;90;1602;243;72;3,40;42,16;United States;"Lippincott Williams & Wilkins Ltd.";"Geriatrics and Gerontology (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1)"
91;18069;"Neurosurgery";journal;"0148396";1,219;Q2;176;211;2183;1669;3046;932;2,99;7,91;United States;"Lippincott Williams & Wilkins Ltd.";"Surgery (Q1); Neurology (clinical) (Q2)"
92;17526;"Neurologic Clinics";journal;"07338619";1,215;Q2;70;56;184;3817;583;162;3,38;68,16;United Kingdom;"W. B. Saunders Co., Ltd.";"Neurology (clinical) (Q2)"
93;14990;"Current Neuropharmacology";journal;"1570159";1,210;Q2;53;85;244;9491;841;213;3,40;111,66;United Arab Emirates;"Bentham Science Publishers";"Medicine (miscellaneous) (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
94;130034;"Current Alzheimer Research";journal;"15672050";1,187;Q2;74;122;379;7770;1145;349;3,20;63,69;United Arab Emirates;"Bentham Science Publishers";"Neurology (Q2); Neurology (clinical) (Q2)"
95;29954;"Journal of Neuro-Oncology";journal;"15737373, 0167594";1,168;Q2;102;341;1005;10978;2799;918;2,99;32,19;Netherlands;"Kluwer Academic Publishers";"Cancer Research (Q2); Neurology (Q2); Neurology (clinical) (Q2); Oncology (Q2)"
96;29549;"Journal of Geriatric Psychiatry and Neurology";journal;"08919887";1,164;Q2;62;35;107;2053;283;104;2,21;58,66;United States;"SAGE Publications";"Geriatrics and Gerontology (Q1); Psychiatry and Mental Health (Q1); Neurology (clinical) (Q2)"
97;19900191888;"Journal of Parkinson's Disease";journal;"1877718, 18777171";1,151;Q2;25;83;266;4200;798;257;3,13;50,60;Netherlands;"IOS Press";"Neurology (clinical) (Q2); Cellular and Molecular Neuroscience (Q3)"
98;21100307455;"Journal of oral & facial pain and headache";journal;"23330376, 23330384";1,142;Q2;35;55;131;1955;325;114;1,67;35,55;United States;"Quintessence Publishing Company";"Anesthesiology and Pain Medicine (Q1); Dentistry (miscellaneous) (Q1); Neurology (clinical) (Q2)"
99;13163;"Epilepsy and Behavior";journal;"15255050, 15255069";1,131;Q2;88;460;1409;16634;3368;1156;2,78;36,16;United States;"Elsevier Inc.";"Behavioral Neuroscience (Q2); Neurology (Q2); Neurology (clinical) (Q2)"
100;16102;"Human Psychopharmacology";journal;"08856222, 10991077";1,128;Q2;68;72;176;3057;488;171;2,74;42,46;United States;"John Wiley & Sons Inc.";"Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
101;20000195097;"Multiple Sclerosis and Related Disorders";journal;"22110348";1,123;Q2;18;194;378;5181;1004;335;3,10;26,71;United States;"Elsevier";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
102;17548;"Acta Neurologica Scandinavica";journal;"00016314, 16000404";1,116;Q2;84;214;406;6863;1121;378;2,85;32,07;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
103;12266;"Journal of Spinal Disorders and Techniques";journal;"15360652, 15392465";1,115;Q2;82;0;319;0;682;310;1,95;0,00;United States;"Lippincott Williams & Wilkins Ltd.";"Orthopedics and Sports Medicine (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
104;21100415705;"Alzheimer's and Dementia: Translational Research and Clinical Interventions";journal;"23528737";1,108;Q2;8;73;53;3182;150;52;2,88;43,59;United States;"Elsevier Inc.";"Psychiatry and Mental Health (Q1); Neurology (clinical) (Q2)"
105;25336;"Neurodegenerative Diseases";journal;"16602862, 16602854";1,106;Q2;49;31;170;1228;416;163;2,65;39,61;Switzerland;"S. Karger AG";"Neurology (Q2); Neurology (clinical) (Q2)"
106;16834;"Journal of the Peripheral Nervous System";journal;"10859489, 15298027";1,092;Q2;60;41;129;990;295;113;2,46;24,15;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
107;17500155152;"American Journal on Intellectual and Developmental Disabilities";journal;"19447515, 19447558";1,089;Q2;74;33;111;1623;258;108;1,97;49,18;United States;"American Association on Intellectual and Developmental Disabilities";"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1); Neurology (clinical) (Q2); Neuropsychology and Physiological Psychology (Q2)"
108;18500161700;"Pain Medicine";journal;"15264637, 15262375";1,087;Q2;81;223;912;5177;1827;705;2,40;23,22;United Kingdom;"Oxford University Press";"Anesthesiology and Pain Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2)"
109;17309;"Neuroradiology";journal;"14321920, 00283940";1,087;Q2;86;154;413;4587;949;372;2,48;29,79;Germany;"Springer Verlag";"Cardiology and Cardiovascular Medicine (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Neurology (clinical) (Q2)"
110;16749;"Journal of Neuroimmunology";journal;"01655728";1,083;Q2;127;202;643;8678;1726;619;2,76;42,96;Netherlands;"Elsevier BV";"Immunology (Q2); Immunology and Allergy (Q2); Neurology (Q2); Neurology (clinical) (Q2)"
