Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2002);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
36;16762;"Journal of Neuropsychiatry and Clinical Neurosciences";journal;"15457222, 08950172";1,046;Q1;97;80;243;2306;481;177;2,50;28,83;United States;"American Psychiatric Publishing, Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1)"
37;17408;"Multiple Sclerosis";journal;"13524585, 14770970";1,039;Q1;106;94;221;2780;584;209;2,74;29,57;United States;"SAGE Publications";"Neurology (Q1); Neurology (clinical) (Q1)"
38;16737;"Journal of Neural Transmission, Supplement";journal;"03036995";1,026;Q1;63;42;167;2014;447;162;2,94;47,95;Germany;"Springer Verlag";"Neurology (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2)"
39;16785;"Journal of NeuroVirology";journal;"13550284, 15382443";1,020;Q1;76;95;264;4822;742;253;2,27;50,76;United Kingdom;"Taylor and Francis Ltd";"Neurology (Q1); Neurology (clinical) (Q1); Virology (Q2); Cellular and Molecular Neuroscience (Q3)"
40;15514;"Epilepsy Research";journal;"09201211";1,010;Q1;104;126;380;4609;1090;372;2,30;36,58;Netherlands;"Elsevier BV";"Neurology (Q1); Neurology (clinical) (Q1)"
41;16751;"Journal of Neurology";journal;"03405354";0,995;Q1;118;360;738;7900;1276;449;2,43;21,94;Germany;"Dr. Dietrich Steinkopff Verlag";"Neurology (Q1); Neurology (clinical) (Q1)"
42;17976;"Neuromuscular Disorders";journal;"09608966";0,957;Q1;85;161;294;4727;685;289;2,33;29,36;Netherlands;"Elsevier BV";"Neurology (Q1); Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Genetics (clinical) (Q2)"
43;16675;"Journal of Clinical Neurophysiology";journal;"07360258";0,945;Q1;91;62;186;2844;428;163;2,50;45,87;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neurology (Q2); Physiology (Q2); Physiology (medical) (Q2)"
44;16202;"International Review of Neurobiology";book series;"00747742";0,943;Q1;69;101;74;9362;141;74;2,06;92,69;United States;"Elsevier Inc.";"Neurology (clinical) (Q1); Cellular and Molecular Neuroscience (Q3)"
45;16188;"Journal of the International Neuropsychological Society";journal;"14697661, 13556177";0,940;Q1;111;72;205;3336;391;192;1,74;46,33;United Kingdom;"Cambridge University Press";"Clinical Psychology (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Neuroscience (miscellaneous) (Q2)"
46;14987;"Developmental Medicine and Child Neurology";journal;"00121622, 14698749";0,925;Q1;125;152;502;3986;987;397;2,49;26,22;United States;"Wiley-Blackwell";"Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Developmental Neuroscience (Q2)"
47;15771;"Muscle and Nerve";journal;"10974598, 0148639";0,925;Q1;129;265;839;8779;1876;724;2,60;33,13;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q1); Physiology (Q2); Physiology (medical) (Q2); Cellular and Molecular Neuroscience (Q3)"
48;16820;"Journal of the Neurological Sciences";journal;"0022510";0,913;Q1;120;226;750;6490;1632;700;2,14;28,72;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Neurology (Q2)"
49;16075;"Headache";journal;"15264610, 00178748";0,896;Q1;105;215;449;3944;898;345;2,83;18,34;United Kingdom;"Blackwell Publishing Inc.";"Neurology (clinical) (Q1); Neurology (Q2)"
50;17468;"Neurocase";journal;"13554794, 14653656";0,883;Q1;58;44;132;1754;223;130;1,82;39,86;United Kingdom;"Taylor & Francis";"Arts and Humanities (miscellaneous) (Q1); Neurology (clinical) (Q1)"
51;14255;"Autonomic Neuroscience: Basic and Clinical";journal;"15660702";0,879;Q1;73;137;426;4398;843;419;1,91;32,10;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Endocrine and Autonomic Systems (Q2); Cellular and Molecular Neuroscience (Q3)"
52;16726;"Journal of Intellectual Disability Research";journal;"13652788, 09642633";0,860;Q1;89;75;163;2541;242;157;1,53;33,88;United Kingdom;"Blackwell Publishing Inc.";"Arts and Humanities (miscellaneous) (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Rehabilitation (Q1); Neurology (Q2)"
53;15576;"European Neuropsychopharmacology";journal;"0924977";0,850;Q1;96;77;258;3496;575;246;2,19;45,40;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1); Neurology (Q2); Biological Psychiatry (Q3)"
54;12736;"Journal of Clinical and Experimental Neuropsychology";journal;"1744411, 13803395";0,806;Q1;94;99;218;3891;363;211;1,57;39,30;United Kingdom;"Taylor & Francis";"Clinical Psychology (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
55;14897;"Journal of Electromyography and Kinesiology";journal;"10506411";0,804;Q1;85;55;133;2037;200;127;1,38;37,04;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Biophysics (Q2); Neuroscience (miscellaneous) (Q2); Sports Science (Q2)"
56;12499;"Neuro-Oncology";journal;"15228517";0,773;Q1;94;30;89;1096;182;85;1,96;36,53;United States;"Oxford University Press";"Neurology (clinical) (Q1); Cancer Research (Q2); Oncology (Q2)"
57;15300154855;"Journal of Neural Transmission";journal;"03009564";0,746;Q1;96;130;366;5449;746;355;2,18;41,92;Germany;"Springer Verlag";"Neurology (clinical) (Q1); Neurology (Q2); Psychiatry and Mental Health (Q2); Biological Psychiatry (Q3)"
58;29549;"Journal of Geriatric Psychiatry and Neurology";journal;"08919887";0,727;Q1;62;39;99;1654;206;95;1,41;42,41;United States;"SAGE Publications";"Geriatrics and Gerontology (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q2)"
59;12266;"Journal of Spinal Disorders and Techniques";journal;"15360652, 15392465";0,709;Q1;82;116;292;2595;345;277;1,07;22,37;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Orthopedics and Sports Medicine (Q1); Surgery (Q1)"
60;19380;"Seizure : the journal of the British Epilepsy Association";journal;"10591311";0,698;Q1;74;119;307;2649;535;276;1,67;22,26;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
61;17997;"Neurophysiologie Clinique";journal;"09877053";0,696;Q1;54;29;99;1144;155;92;1,73;39,45;Netherlands;"Elsevier Masson";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neurology (Q2); Physiology (medical) (Q2)"
62;17526;"Neurologic Clinics";journal;"07338619";0,693;Q2;70;55;168;4661;344;155;2,28;84,75;United Kingdom;"W. B. Saunders Co., Ltd.";"Neurology (clinical) (Q2)"
63;14843;"Cephalalgia, Supplement";journal;"08001952";0,692;Q2;24;0;55;0;95;52;1,45;0,00;United Kingdom;"Blackwell Publishing Inc.";"Neurology (clinical) (Q2)"
64;14880;"Clinical Journal of Pain";journal;"07498047";0,690;Q2;113;83;204;3223;478;170;2,73;38,83;United States;"Lippincott Williams & Wilkins Ltd.";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q2)"
65;14857;"Cerebrovascular Diseases";journal;"10159770, 14219786";0,681;Q2;92;128;359;3200;632;316;1,95;25,00;Switzerland;"S. Karger AG";"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
66;29954;"Journal of Neuro-Oncology";journal;"15737373, 0167594";0,666;Q2;102;147;455;4911;827;444;1,61;33,41;Netherlands;"Kluwer Academic Publishers";"Cancer Research (Q2); Neurology (Q2); Neurology (clinical) (Q2); Oncology (Q2)"
67;14333;"Thalamus and Related Systems";journal;"14729288, 17448107";0,665;Q2;20;17;22;1072;29;22;1,32;63,06;United Kingdom;"Cambridge University Press";"Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
68;15599;"Neuropediatrics";journal;"14391899, 0174304";0,655;Q2;63;68;209;1407;300;177;1,35;20,69;Germany;"Georg Thieme Verlag";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2)"
69;14945;"Cortex";journal;"00109452";0,651;Q2;93;79;175;2336;196;158;0,95;29,57;France;"Masson Publishing";"Developmental and Educational Psychology (Q2); Neurology (Q2); Neurology (clinical) (Q2); Neuropsychology and Physiological Psychology (Q2); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3)"
70;20602;"Clinical Neuropharmacology";journal;"03625664";0,635;Q2;72;61;191;2009;375;182;1,92;32,93;United States;"Lippincott Williams & Wilkins Ltd.";"Pharmacology (medical) (Q1); Neurology (clinical) (Q2); Pharmacology (Q2)"
71;19700171401;"World Neurosurgery";journal;"18788750";0,624;Q2;82;287;767;2882;624;509;1,13;10,04;Netherlands;"Elsevier BV";"Surgery (Q1); Neurology (clinical) (Q2)"
72;19884;"Spinal Cord";journal;"13624393, 14765624";0,618;Q2;93;123;399;2893;526;373;1,17;23,52;United Kingdom;"Nature Publishing Group";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
73;23481;"Journal of Vestibular Research: Equilibrium and Orientation";journal;"09574271";0,618;Q2;46;28;101;987;120;97;0,83;35,25;Netherlands;"IOS Press";"Otorhinolaryngology (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2); Sensory Systems (Q3)"
74;16674;"Journal of Child Neurology";journal;"08830738";0,616;Q2;93;231;577;6146;945;533;1,62;26,61;United States;"SAGE Publications";"Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2)"
75;19384;"Seminars in Neurology";journal;"10989021, 02718235";0,614;Q2;63;52;155;1959;259;133;1,62;37,67;United States;"Thieme Medical Publishers";"Neurology (Q2); Neurology (clinical) (Q2)"
76;17309;"Neuroradiology";journal;"14321920, 00283940";0,594;Q2;86;171;576;3299;714;557;1,12;19,29;Germany;"Springer Verlag";"Cardiology and Cardiovascular Medicine (Q2); Neurology (clinical) (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
77;14340;"Brain Injury";journal;"02699052, 1362301";0,593;Q2;89;88;288;2968;403;279;1,34;33,73;United Kingdom;"Taylor & Francis";"Developmental and Educational Psychology (Q2); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
78;20412;"Acta Neurochirurgica";journal;"09420940, 00016268";0,584;Q2;81;176;602;4409;644;575;0,80;25,05;Germany;"Springer Verlag";"Surgery (Q1); Neurology (clinical) (Q2)"
79;17548;"Acta Neurologica Scandinavica";journal;"00016314, 16000404";0,583;Q2;84;157;437;3981;660;419;1,50;25,36;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
80;20106;"CNS Drugs";journal;"11727047";0,578;Q2;96;78;231;5477;466;210;2,25;70,22;United Kingdom;"Adis International Ltd.";"Neurology (clinical) (Q2); Pharmacology (medical) (Q2); Psychiatry and Mental Health (Q2)"
81;18576;"Pediatric Neurosurgery";journal;"10162291, 14230305";0,572;Q2;67;130;395;2258;425;365;1,00;17,37;Switzerland;"S. Karger AG";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
82;26169;"Journal of Orofacial Pain";journal;"10646655";0,569;Q2;59;34;84;1006;116;79;1,30;29,59;United States;"Quintessence Publishing Company";"Anesthesiology and Pain Medicine (Q1); Dentistry (miscellaneous) (Q1); Neurology (clinical) (Q2)"
83;14352;"Brain Topography";journal;"08960267, 15736792";0,561;Q2;60;24;73;953;116;72;1,64;39,71;United States;"Kluwer Academic/Plenum Publishers";"Anatomy (Q2); Neurology (Q2); Neurology (clinical) (Q2); Radiological and Ultrasound Technology (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
84;16747;"Journal of Neuroimaging";journal;"10512284";0,560;Q2;56;65;188;1342;221;167;1,08;20,65;United States;"Wiley-Blackwell";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
85;15549;"European Journal of Neurology";journal;"13515101, 14681331";0,559;Q2;109;145;440;3695;640;375;1,70;25,48;United Kingdom;"Blackwell Publishing Inc.";"Neurology (Q2); Neurology (clinical) (Q2)"
86;15741;"Pediatric Neurology";journal;"08878994";0,558;Q2;81;151;441;3415;696;416;1,56;22,62;Netherlands;"Elsevier BV";"Pediatrics, Perinatology and Child Health (Q1); Neurology (Q2); Neurology (clinical) (Q2); Developmental Neuroscience (Q3)"
87;17376;"Minimally Invasive Neurosurgery";journal;"09467211, 14392291";0,547;Q2;45;57;135;1436;125;134;0,79;25,19;Germany;"Georg Thieme Verlag";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Surgery (Q2)"
88;18059;"Neuroscientist";journal;"10738584";0,545;Q2;107;92;368;4009;231;260;0,96;43,58;United States;"Sage Science Press";"Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
89;22302;"Stereotactic and Functional Neurosurgery";journal;"10116125, 14230372";0,536;Q2;56;82;169;1403;187;162;1,00;17,11;Switzerland;"S. Karger AG";"Neurology (clinical) (Q2); Surgery (Q2)"
90;21100307455;"Journal of oral & facial pain and headache";journal;"23330376, 23330384";0,533;Q2;35;3;32;38;17;8;1,00;12,67;United States;"Quintessence Publishing Company";"Anesthesiology and Pain Medicine (Q1); Dentistry (miscellaneous) (Q1); Neurology (clinical) (Q2)"
91;17973;"Neuromodulation";journal;"15251403, 10947159";0,531;Q2;48;39;110;818;100;95;0,65;20,97;United Kingdom;"Blackwell Publishing Inc.";"Anesthesiology and Pain Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neurology (Q3)"
92;14320;"Brain and Development";journal;"03877604";0,512;Q2;74;82;415;1454;497;393;1,15;17,73;Netherlands;"Elsevier BV";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2); Developmental Neuroscience (Q3)"
93;17940;"Neurological Research";journal;"01616412";0,507;Q2;70;149;406;4652;493;404;1,12;31,22;United Kingdom;"Maney Publishing";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neurology (Q3)"
94;14836;"Canadian Journal of Neurological Sciences";journal;"03171671";0,506;Q2;59;83;259;2182;311;226;1,11;26,29;United Kingdom;"Cambridge University Press";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neurology (Q3)"
95;16834;"Journal of the Peripheral Nervous System";journal;"10859489, 15298027";0,505;Q2;60;28;74;1087;88;69;1,32;38,82;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q3)"
96;15987;"Journal of Pain";journal;"15265900";0,502;Q2;102;63;134;2395;139;110;1,32;38,02;United States;"Churchill Livingstone";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q2); Neurology (Q3)"
97;17306;"Neuroimaging Clinics of North America";journal;"10525149";0,493;Q2;50;46;157;3521;174;146;0,86;76,54;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
98;14183;"Aphasiology";journal;"14645041, 02687038";0,488;Q2;57;68;216;2645;182;185;0,82;38,90;United Kingdom;"Taylor & Francis";"Language and Linguistics (Q1); Linguistics and Language (Q1); LPN and LVN (Q1); Neurology (clinical) (Q2); Otorhinolaryngology (Q2); Developmental and Educational Psychology (Q3); Neurology (Q3)"
99;14874;"Child's Nervous System";journal;"14330350, 02567040";0,486;Q2;72;131;416;2904;415;392;0,94;22,17;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2)"
100;12218;"Journal of Head Trauma Rehabilitation";journal;"08859701, 1550509";0,484;Q2;85;57;215;1712;237;186;1,08;30,04;United States;"Lippincott Williams & Wilkins Ltd.";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Neurology (clinical) (Q2)"
101;16815;"Journal of Spinal Cord Medicine";journal;"10790268";0,479;Q2;53;50;113;1336;117;106;0,92;26,72;United Kingdom;"Maney Publishing";"Neurology (clinical) (Q2)"
102;16102;"Human Psychopharmacology";journal;"08856222, 10991077";0,478;Q2;68;68;227;2007;258;207;1,29;29,51;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q2); Pharmacology (medical) (Q2); Psychiatry and Mental Health (Q2); Neurology (Q3)"
103;21776;"Neurosurgery Clinics of North America";journal;"10423680";0,475;Q2;52;45;183;2253;166;170;0,65;50,07;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Surgery (Q2)"
104;15575;"European Neurology";journal;"00143022, 14219913";0,467;Q2;69;110;368;1998;489;359;1,28;18,16;Switzerland;"S. Karger AG";"Neurology (clinical) (Q2); Neurology (Q3)"
105;18572;"Parkinsonism and Related Disorders";journal;"13538020";0,467;Q2;79;65;138;2446;159;135;1,34;37,63;Netherlands;"Elsevier BV";"Geriatrics and Gerontology (Q2); Neurology (clinical) (Q2); Neurology (Q3)"
106;21100235630;"Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration";journal;"21678421, 21679223";0,445;Q2;60;92;167;1486;145;127;1,19;16,15;United Kingdom;"Informa Healthcare";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Neurology (Q3)"
107;19837;"Sleep Medicine Reviews";journal;"10870792";0,443;Q2;116;46;107;2512;128;80;1,43;54,61;United Kingdom;"Elsevier Ltd.";"Neurology (clinical) (Q2); Pulmonary and Respiratory Medicine (Q2); Neurology (Q3); Physiology (medical) (Q3)"
108;14903;"Clinical Neuroscience Research";journal;"15662772";0,429;Q2;32;28;54;2271;41;54;0,76;81,11;Netherlands;"Elsevier BV";"Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2); Neurology (Q3); Neuropsychology and Physiological Psychology (Q3); Biological Psychiatry (Q4)"
109;20529;"British Journal of Neurosurgery";journal;"1360046, 02688697";0,427;Q2;57;121;368;2101;271;330;0,73;17,36;United Kingdom;"Taylor & Francis";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Surgery (Q2)"
110;19228;"Restorative Neurology and Neuroscience";journal;"09226028";0,426;Q2;67;27;119;1774;108;114;0,90;65,70;Netherlands;"IOS Press";"Neurology (clinical) (Q2); Neurology (Q3); Developmental Neuroscience (Q4)"
111;15518;"Epileptic Disorders";journal;"12949361";0,426;Q2;47;52;153;2524;165;140;1,10;48,54;United States;"Wiley-Blackwell";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Neurology (Q3)"
