Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2010);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
30;14841;"Cephalalgia";journal;"14682982, 03331024";1,817;Q1;111;247;651;6787;2160;523;3,81;27,48;United States;"SAGE Publications";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1)"
31;14314;"Otology and Neurotology";journal;"15317129";1,815;Q1;90;278;691;5659;1538;632;2,35;20,36;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Otorhinolaryngology (Q1); Sensory Systems (Q1)"
32;17408;"Multiple Sclerosis";journal;"13524585, 14770970";1,808;Q1;106;199;622;5605;2229;558;3,84;28,17;United States;"SAGE Publications";"Neurology (Q1); Neurology (clinical) (Q1)"
33;15987;"Journal of Pain";journal;"15265900";1,776;Q1;102;176;402;7533;2033;373;5,65;42,80;United States;"Churchill Livingstone";"Anesthesiology and Pain Medicine (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
34;14853;"Cerebellum";journal;"14734222, 14734230";1,743;Q1;57;66;181;3271;692;169;3,69;49,56;United States;"Springer New York";"Medicine (miscellaneous) (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
35;3600148102;"Alzheimer's and Dementia";journal;"15525260, 15525279";1,711;Q1;84;65;241;2168;995;181;6,23;33,35;Netherlands;"Elsevier BV";"Developmental Neuroscience (Q1); Geriatrics and Gerontology (Q1); Health Policy (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Cellular and Molecular Neuroscience (Q2); Epidemiology (Q2)"
36;13068;"Spine";journal;"03622436";1,709;Q1;224;759;2132;19958;6354;1900;2,86;26,30;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1)"
37;15510;"Epilepsia";journal;"00139580, 15281167";1,697;Q1;168;528;1326;12734;4818;1143;4,00;24,12;United Kingdom;"Blackwell Publishing Inc.";"Neurology (Q1); Neurology (clinical) (Q1)"
38;15576;"European Neuropsychopharmacology";journal;"0924977";1,692;Q1;96;96;336;5527;1461;330;4,46;57,57;Netherlands;"Elsevier BV";"Biological Psychiatry (Q1); Neurology (Q1); Neurology (clinical) (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1)"
39;12235;"Journal of Neurotrauma";journal;"08977151";1,690;Q1;127;218;552;10864;2371;528;3,86;49,83;United States;"Mary Ann Liebert Inc.";"Neurology (clinical) (Q1)"
40;17300154985;"Autism Research";journal;"19393806";1,678;Q1;49;44;73;1628;241;62;3,89;37,00;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q1); Genetics (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
41;14987;"Developmental Medicine and Child Neurology";journal;"00121622, 14698749";1,659;Q1;125;313;722;6218;2020;455;3,71;19,87;United States;"Wiley-Blackwell";"Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Developmental Neuroscience (Q2)"
42;14352;"Brain Topography";journal;"08960267, 15736792";1,625;Q1;60;44;86;2088;272;82;3,71;47,45;United States;"Kluwer Academic/Plenum Publishers";"Anatomy (Q1); Neurology (Q1); Neurology (clinical) (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
43;16751;"Journal of Neurology";journal;"03405354";1,615;Q1;118;399;1271;9360;3276;848;3,98;23,46;Germany;"Dr. Dietrich Steinkopff Verlag";"Neurology (Q1); Neurology (clinical) (Q1)"
44;25336;"Neurodegenerative Diseases";journal;"16602862, 16602854";1,613;Q1;49;77;150;2281;575;145;4,02;29,62;Switzerland;"S. Karger AG";"Neurology (Q1); Neurology (clinical) (Q1)"
45;13070;"Spine Journal";journal;"15299430";1,559;Q1;88;208;522;5149;1378;449;2,94;24,75;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Surgery (Q1)"
46;14900;"Clinical Neurophysiology";journal;"13882457";1,538;Q1;157;300;948;12427;3301;844;3,34;41,42;Netherlands;"Elsevier BV";"Neurology (Q1); Neurology (clinical) (Q1); Physiology (medical) (Q1); Sensory Systems (Q1)"
47;14857;"Cerebrovascular Diseases";journal;"10159770, 14219786";1,525;Q1;92;186;675;4808;1995;627;3,13;25,85;Switzerland;"S. Karger AG";"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
48;20106;"CNS Drugs";journal;"11727047";1,518;Q1;96;74;246;6444;1301;228;5,90;87,08;United Kingdom;"Adis International Ltd.";"Neurology (clinical) (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1)"
49;16790;"Journal of Pain and Symptom Management";journal;"08853924";1,515;Q1;124;246;591;6624;1774;479;3,38;26,93;Netherlands;"Elsevier BV";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1); Nursing (miscellaneous) (Q1)"
50;16188;"Journal of the International Neuropsychological Society";journal;"14697661, 13556177";1,463;Q1;111;125;346;5829;1152;322;3,25;46,63;United Kingdom;"Cambridge University Press";"Clinical Psychology (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Neuroscience (miscellaneous) (Q2)"
51;17309;"Neuroradiology";journal;"14321920, 00283940";1,462;Q1;86;125;358;4129;1130;330;3,38;33,03;Germany;"Springer Verlag";"Cardiology and Cardiovascular Medicine (Q1); Neurology (clinical) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
52;19228;"Restorative Neurology and Neuroscience";journal;"09226028";1,457;Q1;67;62;144;3925;586;140;3,85;63,31;Netherlands;"IOS Press";"Neurology (Q1); Neurology (clinical) (Q1); Developmental Neuroscience (Q2)"
53;16667;"Journal of Cerebral Blood Flow and Metabolism";journal;"0271678";1,455;Q1;170;202;952;8085;3151;926;4,98;40,02;United States;"SAGE Publications Inc.";"Cardiology and Cardiovascular Medicine (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
54;16767;"Journal of Neurosurgery";journal;"00223085";1,441;Q1;184;532;1568;11850;3970;1245;3,07;22,27;United States;"American Association of Neurological Surgeons";"Neurology (clinical) (Q1); Surgery (Q1)"
55;17976;"Neuromuscular Disorders";journal;"09608966";1,424;Q1;85;137;413;3364;996;380;2,55;24,55;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Genetics (clinical) (Q2); Neurology (Q2)"
56;17494;"Neuroepidemiology";journal;"02515350, 14230208";1,390;Q1;74;93;253;2682;690;218;2,79;28,84;Switzerland;"S. Karger AG";"Neurology (clinical) (Q1); Epidemiology (Q2)"
57;16749;"Journal of Neuroimmunology";journal;"01655728";1,383;Q1;127;242;779;11089;2409;724;3,24;45,82;Netherlands;"Elsevier BV";"Immunology and Allergy (Q1); Neurology (clinical) (Q1); Immunology (Q2); Neurology (Q2)"
58;14346;"Brain Research";journal;"00068993";1,363;Q1;183;1145;3517;60416;10480;3466;2,89;52,77;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Developmental Biology (Q2); Molecular Biology (Q2); Neuroscience (miscellaneous) (Q2)"
59;12266;"Journal of Spinal Disorders and Techniques";journal;"15360652, 15392465";1,356;Q1;82;104;322;2629;648;314;1,73;25,28;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Orthopedics and Sports Medicine (Q1); Surgery (Q1)"
60;18069;"Neurosurgery";journal;"0148396";1,335;Q1;176;1382;5616;17154;4852;1627;2,72;12,41;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Surgery (Q1)"
61;17990;"Neuropathology and Applied Neurobiology";journal;"03051846, 13652990";1,334;Q1;82;60;194;2987;550;179;2,93;49,78;United Kingdom;"Blackwell Publishing Inc.";"Histology (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1); Neurology (Q2); Physiology (medical) (Q2)"
62;20041;"Neurourology and Urodynamics";journal;"15206777, 07332467";1,288;Q1;79;178;432;5226;1067;354;2,90;29,36;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q1); Urology (Q1)"
63;14990;"Current Neuropharmacology";journal;"1570159";1,271;Q1;53;43;89;4630;322;85;3,58;107,67;United Arab Emirates;"Bentham Science Publishers";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1); Neurology (Q2)"
64;16202;"International Review of Neurobiology";book series;"00747742";1,251;Q1;69;80;238;6847;773;218;2,34;85,59;United States;"Elsevier Inc.";"Neurology (clinical) (Q1); Cellular and Molecular Neuroscience (Q3)"
65;15549;"European Journal of Neurology";journal;"13515101, 14681331";1,238;Q1;109;298;1021;9267;2749;714;4,12;31,10;United Kingdom;"Blackwell Publishing Inc.";"Neurology (clinical) (Q1); Neurology (Q2)"
66;14258;"BMC Neurology";journal;"14712377";1,230;Q1;59;128;159;4494;571;158;3,57;35,11;United Kingdom;"BioMed Central";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1)"
67;14880;"Clinical Journal of Pain";journal;"07498047";1,214;Q1;113;124;374;4775;1475;341;3,90;38,51;United States;"Lippincott Williams & Wilkins Ltd.";"Anesthesiology and Pain Medicine (Q1); Neurology (clinical) (Q1)"
68;19884;"Spinal Cord";journal;"13624393, 14765624";1,213;Q1;93;172;475;3159;954;399;2,22;18,37;United Kingdom;"Nature Publishing Group";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
69;29954;"Journal of Neuro-Oncology";journal;"15737373, 0167594";1,208;Q1;102;284;739;8666;2269;691;3,22;30,51;Netherlands;"Kluwer Academic Publishers";"Neurology (clinical) (Q1); Oncology (Q1); Cancer Research (Q2); Neurology (Q2)"
70;17700156408;"Nature Reviews Neurology";journal;"17594758, 17594766";1,207;Q1;113;195;499;6635;1294;430;2,95;34,03;United Kingdom;"Nature Publishing Group";"Neurology (clinical) (Q1); Cellular and Molecular Neuroscience (Q3)"
71;18572;"Parkinsonism and Related Disorders";journal;"13538020";1,174;Q1;79;192;589;4961;1586;529;2,83;25,84;Netherlands;"Elsevier BV";"Geriatrics and Gerontology (Q1); Neurology (clinical) (Q1); Neurology (Q2)"
72;3900148612;"Journal of Clinical Sleep Medicine";journal;"15509389, 15509397";1,173;Q1;73;100;318;2614;1188;244;3,79;26,14;United States;"The American Academy of Sleep Medicine";"Neurology (clinical) (Q1); Pulmonary and Respiratory Medicine (Q1); Neurology (Q2)"
73;12218;"Journal of Head Trauma Rehabilitation";journal;"08859701, 1550509";1,164;Q1;85;56;164;2492;488;141;3,28;44,50;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1)"
74;17500155152;"American Journal on Intellectual and Developmental Disabilities";journal;"19447515, 19447558";1,128;Q1;74;38;114;1883;301;104;2,93;49,55;United States;"American Association on Intellectual and Developmental Disabilities";"Arts and Humanities (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1); Developmental and Educational Psychology (Q2); Neuropsychology and Physiological Psychology (Q2)"
75;15771;"Muscle and Nerve";journal;"10974598, 0148639";1,111;Q1;129;317;761;8107;1856;657;2,59;25,57;United States;"John Wiley & Sons Inc.";"Neurology (clinical) (Q1); Physiology (Q2); Physiology (medical) (Q2); Cellular and Molecular Neuroscience (Q3)"
76;16075;"Headache";journal;"15264610, 00178748";1,106;Q1;105;390;1148;6815;1816;611;2,73;17,47;United Kingdom;"Blackwell Publishing Inc.";"Neurology (clinical) (Q1); Neurology (Q2)"
77;14989;"Current Neurology and Neuroscience Reports";journal;"15284042, 15346293";1,100;Q1;59;73;201;3161;577;191;2,89;43,30;United States;"Current Science Inc.";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q2)"
78;14897;"Journal of Electromyography and Kinesiology";journal;"10506411";1,092;Q1;85;161;377;6177;978;373;2,46;38,37;Netherlands;"Elsevier BV";"Neurology (clinical) (Q1); Biophysics (Q2); Neuroscience (miscellaneous) (Q2); Sports Science (Q2)"
79;29549;"Journal of Geriatric Psychiatry and Neurology";journal;"08919887";1,090;Q2;62;31;91;2266;268;89;2,63;73,10;United States;"SAGE Publications";"Geriatrics and Gerontology (Q1); Psychiatry and Mental Health (Q1); Neurology (clinical) (Q2)"
80;37369;"Journal of Neurosurgery: Spine";journal;"15475646, 15475654";1,083;Q2;78;261;713;6506;1306;582;1,97;24,93;United States;"American Association of Neurological Surgeons";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
81;16820;"Journal of the Neurological Sciences";journal;"0022510";1,082;Q2;120;371;1255;11706;3300;1179;2,62;31,55;Netherlands;"Elsevier BV";"Neurology (Q2); Neurology (clinical) (Q2)"
82;14333;"Thalamus and Related Systems";journal;"14729288, 17448107";1,080;Q2;20;0;6;0;9;6;1,50;0,00;United Kingdom;"Cambridge University Press";"Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
83;21100235630;"Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration";journal;"21678421, 21679223";1,061;Q2;60;113;268;2658;611;240;2,49;23,52;United Kingdom;"Informa Healthcare";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
84;15300154855;"Journal of Neural Transmission";journal;"03009564";1,045;Q2;96;166;608;7487;1754;595;3,01;45,10;Germany;"Springer Verlag";"Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2); Neurology (Q2); Neurology (clinical) (Q2)"
85;16762;"Journal of Neuropsychiatry and Clinical Neurosciences";journal;"15457222, 08950172";1,044;Q2;97;151;327;3058;597;163;2,59;20,25;United States;"American Psychiatric Publishing, Inc.";"Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1); Neurology (clinical) (Q2)"
86;22097;"Neurosurgical Review";journal;"03445607, 14372320";1,032;Q2;52;198;362;2186;394;154;2,58;11,04;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
87;15514;"Epilepsy Research";journal;"09201211";1,007;Q2;104;186;500;7106;1325;481;2,51;38,20;Netherlands;"Elsevier BV";"Neurology (Q2); Neurology (clinical) (Q2)"
88;130054;"Neurocritical Care";journal;"15416933, 15560961";0,975;Q2;59;145;380;4002;844;320;2,79;27,60;United States;"Humana Press, Inc.";"Critical Care and Intensive Care Medicine (Q1); Neurology (clinical) (Q2)"
89;16834;"Journal of the Peripheral Nervous System";journal;"10859489, 15298027";0,968;Q2;60;45;119;1424;291;86;3,08;31,64;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
90;17526;"Neurologic Clinics";journal;"07338619";0,957;Q2;70;63;186;4664;622;171;3,17;74,03;United Kingdom;"W. B. Saunders Co., Ltd.";"Neurology (clinical) (Q2)"
91;21370;"Expert Review of Neurotherapeutics";journal;"14737175";0,956;Q2;63;175;506;14532;1446;439;3,70;83,04;United Kingdom;"Taylor & Francis";"Pharmacology (medical) (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
92;145175;"Neurosurgical Focus";journal;"10920684";0,952;Q2;75;183;510;7363;1359;470;2,76;40,23;United States;"American Association of Neurological Surgeons";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
93;16102;"Human Psychopharmacology";journal;"08856222, 10991077";0,946;Q2;68;79;231;3129;720;219;3,42;39,61;United States;"John Wiley & Sons Inc.";"Neurology (Q2); Neurology (clinical) (Q2); Pharmacology (medical) (Q2); Psychiatry and Mental Health (Q2)"
94;17548;"Acta Neurologica Scandinavica";journal;"00016314, 16000404";0,943;Q2;84;154;483;4690;1132;424;2,59;30,45;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
95;4000148206;"Journal of Neurologic Physical Therapy";journal;"15570584, 15570576";0,940;Q2;40;35;85;931;166;71;1,70;26,60;United States;"Lippincott Williams & Wilkins Ltd.";"Geriatrics and Gerontology (Q1); Medicine (miscellaneous) (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Neurology (clinical) (Q2)"
96;16726;"Journal of Intellectual Disability Research";journal;"13652788, 09642633";0,927;Q2;89;106;307;4549;797;288;2,23;42,92;United Kingdom;"Blackwell Publishing Inc.";"Arts and Humanities (miscellaneous) (Q1); Rehabilitation (Q1); Neurology (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
97;14320;"Brain and Development";journal;"03877604";0,926;Q2;74;151;379;3930;827;359;2,17;26,03;Netherlands;"Elsevier BV";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2); Developmental Neuroscience (Q3)"
98;22302;"Stereotactic and Functional Neurosurgery";journal;"10116125, 14230372";0,911;Q2;56;58;151;1442;295;139;1,97;24,86;Switzerland;"S. Karger AG";"Surgery (Q1); Neurology (clinical) (Q2)"
99;19384;"Seminars in Neurology";journal;"10989021, 02718235";0,906;Q2;63;73;184;3409;463;153;2,72;46,70;United States;"Thieme Medical Publishers";"Neurology (Q2); Neurology (clinical) (Q2)"
100;12736;"Journal of Clinical and Experimental Neuropsychology";journal;"1744411, 13803395";0,905;Q2;94;113;261;6177;600;257;1,86;54,66;United Kingdom;"Taylor & Francis";"Clinical Psychology (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
101;13163;"Epilepsy and Behavior";journal;"15255050, 15255069";0,902;Q2;88;331;797;10942;1821;726;2,31;33,06;United States;"Elsevier Inc.";"Neurology (Q2); Neurology (clinical) (Q2); Behavioral Neuroscience (Q3)"
102;18500161700;"Pain Medicine";journal;"15264637, 15262375";0,901;Q2;81;250;498;7899;1285;386;3,01;31,60;United Kingdom;"Oxford University Press";"Anesthesiology and Pain Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2)"
103;14386;"CNS Spectrums";journal;"10928529";0,893;Q2;69;91;548;2833;1175;427;2,93;31,13;United Kingdom;"Cambridge University Press";"Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
104;16714;"Journal of Headache and Pain";journal;"11292377, 11292369";0,884;Q2;48;91;229;2280;413;185;2,30;25,05;Germany;"Springer Verlag";"Anesthesiology and Pain Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2)"
105;19015;"Metabolic Brain Disease";journal;"08857490, 15737365";0,867;Q2;57;57;137;2442;410;134;2,70;42,84;United States;"Kluwer Academic/Plenum Publishers";"Biochemistry (Q2); Neurology (clinical) (Q2); Cellular and Molecular Neuroscience (Q4)"
106;17947;"Neurologist";journal;"10747931";0,851;Q2;53;84;236;3091;560;211;2,36;36,80;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2)"
107;21100307455;"Journal of oral & facial pain and headache";journal;"23330376, 23330384";0,838;Q2;35;42;57;1695;90;38;2,37;40,36;United States;"Quintessence Publishing Company";"Anesthesiology and Pain Medicine (Q1); Dentistry (miscellaneous) (Q1); Neurology (clinical) (Q2)"
108;14340;"Brain Injury";journal;"02699052, 1362301";0,831;Q2;89;140;392;5461;927;384;2,12;39,01;United Kingdom;"Taylor & Francis";"Developmental and Educational Psychology (Q2); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
109;14991;"European Journal of Paediatric Neurology";journal;"10903798";0,831;Q2;54;86;243;2872;554;235;2,21;33,40;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2)"
110;16815;"Journal of Spinal Cord Medicine";journal;"10790268";0,831;Q2;53;55;240;1243;450;217;1,77;22,60;United Kingdom;"Maney Publishing";"Neurology (clinical) (Q2)"
111;16785;"Journal of NeuroVirology";journal;"13550284, 15382443";0,810;Q2;76;61;188;1968;387;179;2,10;32,26;United Kingdom;"Taylor and Francis Ltd";"Neurology (Q2); Neurology (clinical) (Q2); Virology (Q3); Cellular and Molecular Neuroscience (Q4)"
